Year,Reference area,GeoCode,Value,M49_country_code
2007,,,0.018437,KGZ
2008,,,0.003428,KGZ
2009,,,0.000743,KGZ
2010,,,0.000367,KGZ
2011,,,0.007979,KGZ
2012,,,0.000535,KGZ
2013,,,0.000699,KGZ
2015,,,0.000168,KGZ
2016,,,0.000987,KGZ
2017,,,0.000323,KGZ
2018,,,0.000158,KGZ
2019,,,0.0,KGZ
2021,,,0.0,KGZ
2007,Batken,KG05,0.051816,KGZ
2008,Batken,KG05,0.004667,KGZ
2009,Batken,KG05,0.006969,KGZ
2007,Jalal-Abad,KG03,0.006141,KGZ
2008,Jalal-Abad,KG03,0.001013,KGZ
2009,Jalal-Abad,KG03,0.000985,KGZ
2010,Jalal-Abad,KG03,0.001942,KGZ
2007,Issyk-Kul,KG02,0.0,KGZ
2008,Issyk-Kul,KG02,0.0,KGZ
2012,Issyk-Kul,KG02,0.002219,KGZ
2007,Naryn,KG04,0.003714,KGZ
2008,Naryn,KG04,0.003695,KGZ
2008,Osh,KG06,0.0,KGZ
2011,Osh,KG06,0.000878,KGZ
2007,Talas,KG07,0.0,KGZ
2008,Talas,KG07,0.0,KGZ
2007,Chui,KG08,0.031648,KGZ
2008,Chui,KG08,0.005255,KGZ
2012,Chui,KG08,0.001204,KGZ
2016,Chui,KG08,0.001116,KGZ
2017,Chui,KG08,0.0,KGZ
2018,Chui,KG08,0.001074,KGZ
2019,Chui,KG08,1.0,KGZ
2007,Bishkek (city),KG11,0.051835,KGZ
2008,Bishkek (city),KG11,0.01221,KGZ
2011,Bishkek (city),KG11,0.047285,KGZ
2012,Bishkek (city),KG11,0.001131,KGZ
2013,Bishkek (city),KG11,0.004419,KGZ
2015,Bishkek (city),KG11,0.001055,KGZ
2016,Bishkek (city),KG11,0.003095,KGZ
2017,Bishkek (city),KG11,0.002018,KGZ
2021,Bishkek (city),KG11,0.0,KGZ
2007,Osh (city),KG21,0.004004,KGZ
2008,Osh (city),KG21,0.0,KGZ
2016,Osh (city),KG21,0.007173,KGZ
2017,Osh (city),KG21,0.0,KGZ
