Year,Reference area,Sex,GeoCode,Value,M49_country_code
2021,Batken,Male,KG05,10.0,KGZ
2010,Batken,Female,KG05,16.251519,KGZ
2011,Batken,Female,KG05,14.773777,KGZ
2012,Batken,Female,KG05,11.456628,KGZ
2013,Batken,Female,KG05,11.054545,KGZ
2014,Batken,Female,KG05,10.119466,KGZ
2015,Batken,Female,KG05,10.296708,KGZ
2016,Batken,Female,KG05,10.818505,KGZ
2017,Batken,Female,KG05,9.422492,KGZ
2018,Batken,Female,KG05,8.210409,KGZ
2019,Batken,Female,KG05,10.600707,KGZ
2020,Batken,Female,KG05,10.2,KGZ
2021,Batken,Female,KG05,12.0,KGZ
2007,Jalal-Abad,,KG03,17.491993,KGZ
2008,Jalal-Abad,,KG03,13.828495,KGZ
2009,Jalal-Abad,,KG03,13.109231,KGZ
2010,Jalal-Abad,,KG03,11.41671,KGZ
2011,Jalal-Abad,,KG03,11.64604,KGZ
2012,Jalal-Abad,,KG03,11.539979,KGZ
2013,Jalal-Abad,,KG03,13.183481,KGZ
2014,Jalal-Abad,,KG03,14.415326,KGZ
2015,Jalal-Abad,,KG03,12.659814,KGZ
2016,Jalal-Abad,,KG03,11.493097,KGZ
2017,Jalal-Abad,,KG03,9.918574,KGZ
2018,Jalal-Abad,,KG03,10.180384,KGZ
2019,Jalal-Abad,,KG03,9.519085,KGZ
2020,Jalal-Abad,,KG03,8.7,KGZ
2021,Jalal-Abad,,KG03,10.2,KGZ
2010,Jalal-Abad,Male,KG03,12.663344,KGZ
2011,Jalal-Abad,Male,KG03,13.039247,KGZ
2012,Jalal-Abad,Male,KG03,13.211904,KGZ
2013,Jalal-Abad,Male,KG03,13.028055,KGZ
2014,Jalal-Abad,Male,KG03,15.585048,KGZ
2015,Jalal-Abad,Male,KG03,13.350171,KGZ
2016,Jalal-Abad,Male,KG03,11.935821,KGZ
2017,Jalal-Abad,Male,KG03,10.46746,KGZ
2018,Jalal-Abad,Male,KG03,10.487775,KGZ
2019,Jalal-Abad,Male,KG03,9.921735,KGZ
2020,Jalal-Abad,Male,KG03,8.8,KGZ
2021,Jalal-Abad,Male,KG03,10.5,KGZ
2010,Jalal-Abad,Female,KG03,10.100292,KGZ
2011,Jalal-Abad,Female,KG03,10.187449,KGZ
2012,Jalal-Abad,Female,KG03,9.781436,KGZ
2013,Jalal-Abad,Female,KG03,13.345915,KGZ
2014,Jalal-Abad,Female,KG03,13.151838,KGZ
2015,Jalal-Abad,Female,KG03,11.908657,KGZ
2016,Jalal-Abad,Female,KG03,11.025358,KGZ
2017,Jalal-Abad,Female,KG03,9.334808,KGZ
2018,Jalal-Abad,Female,KG03,9.85704,KGZ
2019,Jalal-Abad,Female,KG03,9.111333,KGZ
2020,Jalal-Abad,Female,KG03,8.6,KGZ
2021,Jalal-Abad,Female,KG03,10.0,KGZ
2007,Issyk-Kul,,KG02,17.433752,KGZ
2008,Issyk-Kul,,KG02,18.44146,KGZ
2009,Issyk-Kul,,KG02,16.389014,KGZ
2010,Issyk-Kul,,KG02,15.933099,KGZ
2011,Issyk-Kul,,KG02,16.267429,KGZ
2012,Issyk-Kul,,KG02,14.75265,KGZ
2013,Issyk-Kul,,KG02,11.261052,KGZ
2014,Issyk-Kul,,KG02,9.306183,KGZ
2015,Issyk-Kul,,KG02,12.182109,KGZ
2016,Issyk-Kul,,KG02,8.420139,KGZ
2017,Issyk-Kul,,KG02,9.423503,KGZ
2018,Issyk-Kul,,KG02,8.450454,KGZ
2019,Issyk-Kul,,KG02,11.651037,KGZ
2020,Issyk-Kul,,KG02,9.7,KGZ
2021,Issyk-Kul,,KG02,19.4,KGZ
2010,Issyk-Kul,Male,KG02,19.343696,KGZ
2011,Issyk-Kul,Male,KG02,19.60438,KGZ
2012,Issyk-Kul,Male,KG02,15.392688,KGZ
2013,Issyk-Kul,Male,KG02,11.231884,KGZ
2014,Issyk-Kul,Male,KG02,10.857763,KGZ
2015,Issyk-Kul,Male,KG02,13.852814,KGZ
2016,Issyk-Kul,Male,KG02,7.378174,KGZ
2017,Issyk-Kul,Male,KG02,11.222164,KGZ
2018,Issyk-Kul,Male,KG02,8.912967,KGZ
2019,Issyk-Kul,Male,KG02,13.681138,KGZ
2020,Issyk-Kul,Male,KG02,10.5,KGZ
2021,Issyk-Kul,Male,KG02,22.3,KGZ
2010,Issyk-Kul,Female,KG02,12.387792,KGZ
2011,Issyk-Kul,Female,KG02,12.848353,KGZ
2012,Issyk-Kul,Female,KG02,14.09959,KGZ
2013,Issyk-Kul,Female,KG02,11.291866,KGZ
2014,Issyk-Kul,Female,KG02,7.69664,KGZ
2015,Issyk-Kul,Female,KG02,10.418571,KGZ
2016,Issyk-Kul,Female,KG02,9.486999,KGZ
2017,Issyk-Kul,Female,KG02,7.420426,KGZ
2018,Issyk-Kul,Female,KG02,7.971014,KGZ
2019,Issyk-Kul,Female,KG02,9.458128,KGZ
2020,Issyk-Kul,Female,KG02,8.7,KGZ
2021,Issyk-Kul,Female,KG02,16.4,KGZ
2007,Naryn,,KG04,17.912773,KGZ
2008,Naryn,,KG04,16.943931,KGZ
2009,Naryn,,KG04,14.464366,KGZ
2010,Naryn,,KG04,12.251149,KGZ
2011,Naryn,,KG04,10.273497,KGZ
2012,Naryn,,KG04,12.369975,KGZ
2013,Naryn,,KG04,11.58413,KGZ
2014,Naryn,,KG04,12.209828,KGZ
2015,Naryn,,KG04,8.72093,KGZ
2016,Naryn,,KG04,11.227763,KGZ
2017,Naryn,,KG04,9.984399,KGZ
2018,Naryn,,KG04,8.154636,KGZ
2019,Naryn,,KG04,6.629102,KGZ
2020,Naryn,,KG04,9.6,KGZ
2021,Naryn,,KG04,9.4,KGZ
2010,Naryn,Male,KG04,12.803051,KGZ
2011,Naryn,Male,KG04,12.9835,KGZ
2012,Naryn,Male,KG04,13.358779,KGZ
2013,Naryn,Male,KG04,12.704687,KGZ
2014,Naryn,Male,KG04,12.24246,KGZ
2015,Naryn,Male,KG04,11.589896,KGZ
2016,Naryn,Male,KG04,11.428571,KGZ
2017,Naryn,Male,KG04,12.080942,KGZ
2018,Naryn,Male,KG04,8.316008,KGZ
2019,Naryn,Male,KG04,7.545932,KGZ
2020,Naryn,Male,KG04,10.7,KGZ
2021,Naryn,Male,KG04,11.4,KGZ
2010,Naryn,Female,KG04,11.67426,KGZ
2011,Naryn,Female,KG04,7.415859,KGZ
2012,Naryn,Female,KG04,11.31747,KGZ
2013,Naryn,Female,KG04,10.404281,KGZ
2014,Naryn,Female,KG04,12.17656,KGZ
2015,Naryn,Female,KG04,5.676443,KGZ
2016,Naryn,Female,KG04,11.018463,KGZ
2017,Naryn,Female,KG04,7.744434,KGZ
2018,Naryn,Female,KG04,7.987711,KGZ
2019,Naryn,Female,KG04,5.693235,KGZ
2020,Naryn,Female,KG04,8.6,KGZ
2021,Naryn,Female,KG04,7.3,KGZ
2007,Osh,,KG06,12.608002,KGZ
2008,Osh,,KG06,13.417951,KGZ
2009,Osh,,KG06,10.630954,KGZ
2010,Osh,,KG06,10.695524,KGZ
2011,Osh,,KG06,8.214286,KGZ
2012,Osh,,KG06,6.444122,KGZ
2013,Osh,,KG06,5.10597,KGZ
2014,Osh,,KG06,5.045162,KGZ
2015,Osh,,KG06,4.312545,KGZ
2016,Osh,,KG06,3.485959,KGZ
2017,Osh,,KG06,3.098263,KGZ
2018,Osh,,KG06,3.362699,KGZ
2019,Osh,,KG06,2.83246,KGZ
2020,Osh,,KG06,3.9,KGZ
2021,Osh,,KG06,3.1,KGZ
2010,Osh,Male,KG06,12.92517,KGZ
2011,Osh,Male,KG06,9.329007,KGZ
2012,Osh,Male,KG06,7.033536,KGZ
2013,Osh,Male,KG06,5.511636,KGZ
2014,Osh,Male,KG06,5.445414,KGZ
2015,Osh,Male,KG06,5.105872,KGZ
2016,Osh,Male,KG06,3.85274,KGZ
2017,Osh,Male,KG06,3.450003,KGZ
2018,Osh,Male,KG06,4.054054,KGZ
2019,Osh,Male,KG06,3.411467,KGZ
2020,Osh,Male,KG06,4.1,KGZ
2021,Osh,Male,KG06,2.9,KGZ
2010,Osh,Female,KG06,8.387221,KGZ
2011,Osh,Female,KG06,7.037082,KGZ
2012,Osh,Female,KG06,5.816045,KGZ
2013,Osh,Female,KG06,4.679731,KGZ
2014,Osh,Female,KG06,4.62344,KGZ
2015,Osh,Female,KG06,3.487585,KGZ
2016,Osh,Female,KG06,3.093315,KGZ
2017,Osh,Female,KG06,2.73097,KGZ
2018,Osh,Female,KG06,2.631127,KGZ
2019,Osh,Female,KG06,2.218201,KGZ
2020,Osh,Female,KG06,3.6,KGZ
2021,Osh,Female,KG06,3.4,KGZ
2007,Talas,,KG07,28.86102,KGZ
2008,Talas,,KG07,24.548244,KGZ
2009,Talas,,KG07,25.589948,KGZ
2010,Talas,,KG07,19.147084,KGZ
2011,Talas,,KG07,16.905249,KGZ
2012,Talas,,KG07,15.341309,KGZ
2013,Talas,,KG07,19.851852,KGZ
2014,Talas,,KG07,16.656752,KGZ
2015,Talas,,KG07,12.700333,KGZ
2016,Talas,,KG07,12.33604,KGZ
2017,Talas,,KG07,12.267905,KGZ
2018,Talas,,KG07,16.684859,KGZ
2019,Talas,,KG07,14.816048,KGZ
2020,Talas,,KG07,20.6,KGZ
2021,Talas,,KG07,15.0,KGZ
2010,Talas,Male,KG07,22.151899,KGZ
2011,Talas,Male,KG07,19.295958,KGZ
2012,Talas,Male,KG07,17.127072,KGZ
2013,Talas,Male,KG07,23.941606,KGZ
2014,Talas,Male,KG07,19.312695,KGZ
2015,Talas,Male,KG07,17.266608,KGZ
2016,Talas,Male,KG07,11.342735,KGZ
2017,Talas,Male,KG07,12.442698,KGZ
2018,Talas,Male,KG07,19.476567,KGZ
2019,Talas,Male,KG07,14.964216,KGZ
2020,Talas,Male,KG07,23.6,KGZ
2021,Talas,Male,KG07,17.3,KGZ
2010,Talas,Female,KG07,16.091281,KGZ
2011,Talas,Female,KG07,14.285714,KGZ
2012,Talas,Female,KG07,13.48637,KGZ
2013,Talas,Female,KG07,15.639098,KGZ
2014,Talas,Female,KG07,13.737121,KGZ
2015,Talas,Female,KG07,7.819831,KGZ
2016,Talas,Female,KG07,13.367282,KGZ
2017,Talas,Female,KG07,12.08865,KGZ
2018,Talas,Female,KG07,13.751199,KGZ
2019,Talas,Female,KG07,14.660757,KGZ
2020,Talas,Female,KG07,17.5,KGZ
2021,Talas,Female,KG07,12.7,KGZ
2007,Chui,,KG08,21.918468,KGZ
2008,Chui,,KG08,19.965577,KGZ
2009,Chui,,KG08,18.539076,KGZ
2010,Chui,,KG08,16.0724,KGZ
2011,Chui,,KG08,15.37476,KGZ
2012,Chui,,KG08,14.294878,KGZ
2013,Chui,,KG08,14.537283,KGZ
2014,Chui,,KG08,13.354037,KGZ
2015,Chui,,KG08,12.614628,KGZ
2016,Chui,,KG08,10.407594,KGZ
2017,Chui,,KG08,6.655345,KGZ
2018,Chui,,KG08,6.802173,KGZ
2019,Chui,,KG08,7.596376,KGZ
2020,Chui,,KG08,6.9,KGZ
2021,Chui,,KG08,7.9,KGZ
2010,Chui,Male,KG08,18.399617,KGZ
2011,Chui,Male,KG08,14.611961,KGZ
2012,Chui,Male,KG08,16.048502,KGZ
2013,Chui,Male,KG08,16.233478,KGZ
2014,Chui,Male,KG08,13.941808,KGZ
2015,Chui,Male,KG08,14.593527,KGZ
2016,Chui,Male,KG08,11.048785,KGZ
2017,Chui,Male,KG08,6.805767,KGZ
2018,Chui,Male,KG08,7.498619,KGZ
2019,Chui,Male,KG08,8.222644,KGZ
2020,Chui,Male,KG08,7.8,KGZ
2021,Chui,Male,KG08,8.4,KGZ
2010,Chui,Female,KG08,13.590844,KGZ
2011,Chui,Female,KG08,16.166282,KGZ
2012,Chui,Female,KG08,12.441093,KGZ
2013,Chui,Female,KG08,12.721922,KGZ
2014,Chui,Female,KG08,12.736536,KGZ
2015,Chui,Female,KG08,10.461424,KGZ
2016,Chui,Female,KG08,9.733881,KGZ
2017,Chui,Female,KG08,6.497175,KGZ
2018,Chui,Female,KG08,6.07753,KGZ
2019,Chui,Female,KG08,6.934581,KGZ
2020,Chui,Female,KG08,5.9,KGZ
2021,Chui,Female,KG08,7.4,KGZ
2007,Bishkek (city),,KG11,31.519613,KGZ
2008,Bishkek (city),,KG11,29.87456,KGZ
2009,Bishkek (city),,KG11,27.261589,KGZ
2010,Bishkek (city),,KG11,25.128553,KGZ
2011,Bishkek (city),,KG11,24.125336,KGZ
2012,Bishkek (city),,KG11,21.38653,KGZ
2013,Bishkek (city),,KG11,22.854904,KGZ
2014,Bishkek (city),,KG11,25.985737,KGZ
2015,Bishkek (city),,KG11,23.028611,KGZ
2016,Bishkek (city),,KG11,22.846558,KGZ
2017,Bishkek (city),,KG11,23.162225,KGZ
2018,Bishkek (city),,KG11,22.937931,KGZ
2019,Bishkek (city),,KG11,19.881857,KGZ
2020,Bishkek (city),,KG11,19.0,KGZ
2021,Bishkek (city),,KG11,15.2,KGZ
2010,Bishkek (city),Male,KG11,25.657957,KGZ
2011,Bishkek (city),Male,KG11,25.966748,KGZ
2012,Bishkek (city),Male,KG11,22.187282,KGZ
2013,Bishkek (city),Male,KG11,26.051422,KGZ
2014,Bishkek (city),Male,KG11,27.557179,KGZ
2015,Bishkek (city),Male,KG11,24.599019,KGZ
2016,Bishkek (city),Male,KG11,25.32512,KGZ
2017,Bishkek (city),Male,KG11,25.975162,KGZ
2018,Bishkek (city),Male,KG11,25.001746,KGZ
2019,Bishkek (city),Male,KG11,21.589794,KGZ
2020,Bishkek (city),Male,KG11,19.7,KGZ
2021,Bishkek (city),Male,KG11,17.6,KGZ
2010,Bishkek (city),Female,KG11,24.568062,KGZ
2011,Bishkek (city),Female,KG11,22.173827,KGZ
2012,Bishkek (city),Female,KG11,20.53844,KGZ
2013,Bishkek (city),Female,KG11,19.510022,KGZ
2014,Bishkek (city),Female,KG11,24.309673,KGZ
2015,Bishkek (city),Female,KG11,21.294172,KGZ
2016,Bishkek (city),Female,KG11,20.209376,KGZ
2017,Bishkek (city),Female,KG11,20.219579,KGZ
2018,Bishkek (city),Female,KG11,20.73389,KGZ
2019,Bishkek (city),Female,KG11,18.061367,KGZ
2020,Bishkek (city),Female,KG11,18.4,KGZ
2021,Bishkek (city),Female,KG11,12.6,KGZ
2007,Osh (city),,KG21,49.506943,KGZ
2008,Osh (city),,KG21,42.992096,KGZ
2009,Osh (city),,KG21,49.784765,KGZ
2010,Osh (city),,KG21,42.06501,KGZ
2011,Osh (city),,KG21,46.632124,KGZ
2012,Osh (city),,KG21,53.846154,KGZ
2013,Osh (city),,KG21,55.639098,KGZ
2014,Osh (city),,KG21,63.961301,KGZ
2015,Osh (city),,KG21,61.963775,KGZ
2016,Osh (city),,KG21,50.222162,KGZ
2017,Osh (city),,KG21,46.864858,KGZ
2018,Osh (city),,KG21,34.244293,KGZ
2019,Osh (city),,KG21,32.995297,KGZ
2020,Osh (city),,KG21,32.9,KGZ
2021,Osh (city),,KG21,27.9,KGZ
2010,Osh (city),Male,KG21,46.169287,KGZ
2011,Osh (city),Male,KG21,50.086356,KGZ
2012,Osh (city),Male,KG21,61.253973,KGZ
2013,Osh (city),Male,KG21,64.835787,KGZ
2014,Osh (city),Male,KG21,67.427386,KGZ
2015,Osh (city),Male,KG21,62.759336,KGZ
2016,Osh (city),Male,KG21,55.052985,KGZ
2017,Osh (city),Male,KG21,53.08642,KGZ
2018,Osh (city),Male,KG21,38.695235,KGZ
2019,Osh (city),Male,KG21,37.349742,KGZ
2020,Osh (city),Male,KG21,35.5,KGZ
2021,Osh (city),Male,KG21,32.7,KGZ
2010,Osh (city),Female,KG21,37.626628,KGZ
2011,Osh (city),Female,KG21,42.931162,KGZ
2012,Osh (city),Female,KG21,45.755759,KGZ
2013,Osh (city),Female,KG21,45.221296,KGZ
2014,Osh (city),Female,KG21,60.234244,KGZ
2015,Osh (city),Female,KG21,61.084026,KGZ
2016,Osh (city),Female,KG21,44.969084,KGZ
2017,Osh (city),Female,KG21,39.96715,KGZ
2018,Osh (city),Female,KG21,29.401531,KGZ
2019,Osh (city),Female,KG21,28.398792,KGZ
2020,Osh (city),Female,KG21,30.2,KGZ
2021,Osh (city),Female,KG21,22.8,KGZ
