Year,Reference area,Sex,GeoCode,Value,M49_country_code
2013,Issyk-Kul,,KG02,21.5,KGZ
2014,Issyk-Kul,,KG02,14.3,KGZ
2015,Issyk-Kul,,KG02,17.6,KGZ
2016,Issyk-Kul,,KG02,16.5,KGZ
2017,Issyk-Kul,,KG02,13.3,KGZ
2018,Issyk-Kul,,KG02,3.7,KGZ
2019,Issyk-Kul,,KG02,6.086341,KGZ
2020,Issyk-Kul,,KG02,3.807684,KGZ
2021,Issyk-Kul,,KG02,6.151807,KGZ
2010,Issyk-Kul,Female,KG02,3.1,KGZ
2013,Issyk-Kul,Female,KG02,3.0,KGZ
2014,Issyk-Kul,Female,KG02,3.9,KGZ
2015,Issyk-Kul,Female,KG02,8.5,KGZ
2016,Issyk-Kul,Female,KG02,1.7,KGZ
2017,Issyk-Kul,Female,KG02,2.9,KGZ
2018,Issyk-Kul,Female,KG02,1.2,KGZ
2019,Issyk-Kul,Female,KG02,1.21241,KGZ
2020,Issyk-Kul,Female,KG02,0.402445,KGZ
2021,Issyk-Kul,Female,KG02,2.766241,KGZ
2010,Issyk-Kul,Male,KG02,35.1,KGZ
2013,Issyk-Kul,Male,KG02,40.2,KGZ
2014,Issyk-Kul,Male,KG02,24.9,KGZ
2015,Issyk-Kul,Male,KG02,26.7,KGZ
2016,Issyk-Kul,Male,KG02,31.4,KGZ
2017,Issyk-Kul,Male,KG02,23.9,KGZ
2018,Issyk-Kul,Male,KG02,6.2,KGZ
2019,Issyk-Kul,Male,KG02,10.999487,KGZ
2020,Issyk-Kul,Male,KG02,7.185342,KGZ
2021,Issyk-Kul,Male,KG02,9.56686,KGZ
2010,Naryn,,KG04,31.1,KGZ
2013,Naryn,,KG04,37.4,KGZ
2014,Naryn,,KG04,43.6,KGZ
2015,Naryn,,KG04,20.3,KGZ
2016,Naryn,,KG04,36.5,KGZ
2017,Naryn,,KG04,23.0,KGZ
2018,Naryn,,KG04,16.1,KGZ
2019,Naryn,,KG04,23.23686,KGZ
2020,Naryn,,KG04,21.314558,KGZ
2021,Naryn,,KG04,19.438931,KGZ
2010,Naryn,Female,KG04,5.4,KGZ
2013,Naryn,Female,KG04,7.5,KGZ
2014,Naryn,Female,KG04,11.2,KGZ
2015,Naryn,Female,KG04,5.1,KGZ
2016,Naryn,Female,KG04,13.8,KGZ
2017,Naryn,Female,KG04,9.4,KGZ
2018,Naryn,Female,KG04,2.1,KGZ
2019,Naryn,Female,KG04,3.532046,KGZ
2020,Naryn,Female,KG04,6.076524,KGZ
2021,Naryn,Female,KG04,6.948932,KGZ
2010,Naryn,Male,KG04,56.0,KGZ
2013,Naryn,Male,KG04,66.5,KGZ
2014,Naryn,Male,KG04,75.1,KGZ
2015,Naryn,Male,KG04,35.0,KGZ
2016,Naryn,Male,KG04,58.5,KGZ
2017,Naryn,Male,KG04,36.2,KGZ
2018,Naryn,Male,KG04,29.6,KGZ
2019,Naryn,Male,KG04,42.241814,KGZ
2020,Naryn,Male,KG04,37.122645,KGZ
2021,Naryn,Male,KG04,31.476235,KGZ
2010,Osh,,KG06,35.0,KGZ
2013,Osh,,KG06,27.2,KGZ
2014,Osh,,KG06,24.7,KGZ
2015,Osh,,KG06,29.3,KGZ
2016,Osh,,KG06,25.1,KGZ
2017,Osh,,KG06,26.2,KGZ
2018,Osh,,KG06,23.2,KGZ
2019,Osh,,KG06,20.960059,KGZ
2020,Osh,,KG06,17.175755,KGZ
2021,Osh,,KG06,17.246786,KGZ
2010,Osh,Female,KG06,2.9,KGZ
2013,Osh,Female,KG06,3.4,KGZ
2014,Osh,Female,KG06,1.3,KGZ
2015,Osh,Female,KG06,2.9,KGZ
2016,Osh,Female,KG06,3.6,KGZ
2017,Osh,Female,KG06,4.2,KGZ
2018,Osh,Female,KG06,2.1,KGZ
2019,Osh,Female,KG06,1.940293,KGZ
2020,Osh,Female,KG06,1.86318,KGZ
2021,Osh,Female,KG06,1.729927,KGZ
2010,Osh,Male,KG06,66.7,KGZ
2013,Osh,Male,KG06,50.7,KGZ
2014,Osh,Male,KG06,47.7,KGZ
2015,Osh,Male,KG06,55.2,KGZ
2016,Osh,Male,KG06,46.2,KGZ
2017,Osh,Male,KG06,47.8,KGZ
2018,Osh,Male,KG06,43.8,KGZ
2019,Osh,Male,KG06,39.564585,KGZ
2020,Osh,Male,KG06,32.838797,KGZ
2021,Osh,Male,KG06,32.417698,KGZ
2010,Talas,,KG07,43.0,KGZ
2013,Talas,,KG07,40.2,KGZ
2014,Talas,,KG07,41.6,KGZ
2015,Talas,,KG07,18.9,KGZ
2016,Talas,,KG07,24.5,KGZ
2017,Talas,,KG07,40.1,KGZ
2018,Talas,,KG07,26.0,KGZ
2019,Talas,,KG07,27.882862,KGZ
2020,Talas,,KG07,26.748199,KGZ
2021,Talas,,KG07,13.577384,KGZ
2010,Talas,Female,KG07,2.6,KGZ
2013,Talas,Female,KG07,5.0,KGZ
2014,Talas,Female,KG07,7.4,KGZ
2015,Talas,Female,KG07,4.0,KGZ
2016,Talas,Female,KG07,8.0,KGZ
2017,Talas,Female,KG07,7.1,KGZ
2018,Talas,Female,KG07,3.1,KGZ
2019,Talas,Female,KG07,5.334837,KGZ
2020,Talas,Female,KG07,8.819185,KGZ
2021,Talas,Female,KG07,1.483118,KGZ
2010,Talas,Male,KG07,83.1,KGZ
2013,Talas,Male,KG07,74.9,KGZ
2014,Talas,Male,KG07,75.2,KGZ
2015,Talas,Male,KG07,33.4,KGZ
2016,Talas,Male,KG07,40.7,KGZ
2017,Talas,Male,KG07,72.4,KGZ
2018,Talas,Male,KG07,48.5,KGZ
2019,Talas,Male,KG07,49.93181,KGZ
2020,Talas,Male,KG07,45.075501,KGZ
2021,Talas,Male,KG07,25.424775,KGZ
2010,Chui,,KG08,60.6,KGZ
2013,Chui,,KG08,51.1,KGZ
2014,Chui,,KG08,36.0,KGZ
2015,Chui,,KG08,30.0,KGZ
2016,Chui,,KG08,50.5,KGZ
2017,Chui,,KG08,32.8,KGZ
2018,Chui,,KG08,26.4,KGZ
2019,Chui,,KG08,32.298484,KGZ
2020,Chui,,KG08,22.637203,KGZ
2021,Chui,,KG08,28.259337,KGZ
2010,Chui,Female,KG08,20.1,KGZ
2013,Chui,Female,KG08,16.1,KGZ
2014,Chui,Female,KG08,10.5,KGZ
2015,Chui,Female,KG08,10.5,KGZ
2016,Chui,Female,KG08,16.3,KGZ
2017,Chui,Female,KG08,12.1,KGZ
2018,Chui,Female,KG08,8.2,KGZ
2019,Chui,Female,KG08,13.268429,KGZ
2020,Chui,Female,KG08,6.507574,KGZ
2021,Chui,Female,KG08,18.681751,KGZ
2010,Chui,Male,KG08,102.6,KGZ
2013,Chui,Male,KG08,87.2,KGZ
2014,Chui,Male,KG08,62.2,KGZ
2015,Chui,Male,KG08,50.1,KGZ
2016,Chui,Male,KG08,85.9,KGZ
2017,Chui,Male,KG08,54.3,KGZ
2018,Chui,Male,KG08,45.1,KGZ
2019,Chui,Male,KG08,51.905221,KGZ
2020,Chui,Male,KG08,38.28406,KGZ
2021,Chui,Male,KG08,38.143016,KGZ
2010,Bishkek (city),,KG11,164.9,KGZ
2013,Bishkek (city),,KG11,44.7,KGZ
2014,Bishkek (city),,KG11,40.7,KGZ
2015,Bishkek (city),,KG11,36.4,KGZ
2016,Bishkek (city),,KG11,48.6,KGZ
2017,Bishkek (city),,KG11,35.1,KGZ
2018,Bishkek (city),,KG11,29.7,KGZ
2019,Bishkek (city),,KG11,29.118376,KGZ
2020,Bishkek (city),,KG11,23.966278,KGZ
2021,Bishkek (city),,KG11,29.550909,KGZ
2010,Bishkek (city),Female,KG11,50.1,KGZ
2013,Bishkek (city),Female,KG11,19.0,KGZ
2014,Bishkek (city),Female,KG11,13.1,KGZ
2015,Bishkek (city),Female,KG11,11.1,KGZ
2016,Bishkek (city),Female,KG11,10.8,KGZ
2017,Bishkek (city),Female,KG11,16.5,KGZ
2018,Bishkek (city),Female,KG11,9.1,KGZ
2019,Bishkek (city),Female,KG11,9.227646,KGZ
2020,Bishkek (city),Female,KG11,11.409881,KGZ
2021,Bishkek (city),Female,KG11,19.441305,KGZ
2010,Bishkek (city),Male,KG11,297.5,KGZ
2013,Bishkek (city),Male,KG11,74.3,KGZ
2014,Bishkek (city),Male,KG11,72.3,KGZ
2015,Bishkek (city),Male,KG11,65.3,KGZ
2016,Bishkek (city),Male,KG11,91.6,KGZ
2017,Bishkek (city),Male,KG11,56.3,KGZ
2018,Bishkek (city),Male,KG11,53.0,KGZ
2019,Bishkek (city),Male,KG11,51.650669,KGZ
2020,Bishkek (city),Male,KG11,35.079762,KGZ
2021,Bishkek (city),Male,KG11,40.966897,KGZ
2010,Osh (city),,KG21,29.9,KGZ
2013,Osh (city),,KG21,18.3,KGZ
2014,Osh (city),,KG21,22.0,KGZ
2015,Osh (city),,KG21,19.8,KGZ
2016,Osh (city),,KG21,16.9,KGZ
2017,Osh (city),,KG21,11.6,KGZ
2018,Osh (city),,KG21,25.2,KGZ
2019,Osh (city),,KG21,9.477341,KGZ
2020,Osh (city),,KG21,16.385849,KGZ
2021,Osh (city),,KG21,17.688535,KGZ
2010,Osh (city),Female,KG21,4.5,KGZ
2013,Osh (city),Female,KG21,2.9,KGZ
2014,Osh (city),Female,KG21,5.8,KGZ
2015,Osh (city),Female,KG21,2.8,KGZ
2016,Osh (city),Female,KG21,2.1,KGZ
2017,Osh (city),Female,KG21,2.0,KGZ
2018,Osh (city),Female,KG21,4.0,KGZ
2019,Osh (city),Female,KG21,3.171502,KGZ
2020,Osh (city),Female,KG21,3.244836,KGZ
2021,Osh (city),Female,KG21,4.157411,KGZ
2010,Osh (city),Male,KG21,57.5,KGZ
2013,Osh (city),Male,KG21,34.8,KGZ
2014,Osh (city),Male,KG21,39.6,KGZ
2015,Osh (city),Male,KG21,38.0,KGZ
2016,Osh (city),Male,KG21,32.7,KGZ
2017,Osh (city),Male,KG21,21.8,KGZ
2018,Osh (city),Male,KG21,47.8,KGZ
2019,Osh (city),Male,KG21,16.179157,KGZ
2020,Osh (city),Male,KG21,28.789141,KGZ
2021,Osh (city),Male,KG21,31.970512,KGZ
