Year,Value,M49_country_code
2014,23.205713,KGZ
2015,1736.99,KGZ
2016,2008.5,KGZ
2017,2015.49,KGZ
2018,1878.49,KGZ
2019,1720.426152,KGZ
2020,1739.648626,KGZ
2021,1673.350822,KGZ
