Year,Reference area,GeoCode,Value,M49_country_code
2007,,,19.5,KGZ
2008,,,18.6,KGZ
2009,,,18.6,KGZ
2010,,,18.5,KGZ
2011,,,19.0,KGZ
2012,,,18.5,KGZ
2013,,,17.9,KGZ
2014,,,17.3,KGZ
2015,,,17.1,KGZ
2016,,,16.6,KGZ
2017,,,16.8,KGZ
2018,,,16.6,KGZ
2019,,,17.1,KGZ
2020,,,17.7,KGZ
2021,,,18.0,KGZ
2007,Batken,KG05,2.109664,KGZ
2008,Batken,KG05,1.934128,KGZ
2009,Batken,KG05,1.92383,KGZ
2010,Batken,KG05,1.874444,KGZ
2011,Batken,KG05,1.930035,KGZ
2012,Batken,KG05,1.845624,KGZ
2013,Batken,KG05,1.795079,KGZ
2014,Batken,KG05,1.762407,KGZ
2015,Batken,KG05,1.659097,KGZ
2016,Batken,KG05,1.495586,KGZ
2017,Batken,KG05,1.484306,KGZ
2018,Batken,KG05,1.525503,KGZ
2019,Batken,KG05,1.6,KGZ
2020,Batken,KG05,1.700698,KGZ
2021,Batken,KG05,1.748027,KGZ
2007,Jalal-Abad,KG03,4.616846,KGZ
2008,Jalal-Abad,KG03,4.193013,KGZ
2009,Jalal-Abad,KG03,4.11681,KGZ
2010,Jalal-Abad,KG03,4.091247,KGZ
2011,Jalal-Abad,KG03,4.27976,KGZ
2012,Jalal-Abad,KG03,4.13553,KGZ
2013,Jalal-Abad,KG03,4.101223,KGZ
2014,Jalal-Abad,KG03,3.951307,KGZ
2015,Jalal-Abad,KG03,3.864138,KGZ
2016,Jalal-Abad,KG03,3.746523,KGZ
2017,Jalal-Abad,KG03,3.792716,KGZ
2018,Jalal-Abad,KG03,3.804116,KGZ
2019,Jalal-Abad,KG03,3.9,KGZ
2020,Jalal-Abad,KG03,4.079253,KGZ
2021,Jalal-Abad,KG03,4.11126,KGZ
2007,Issyk-Kul,KG02,1.504927,KGZ
2008,Issyk-Kul,KG02,1.39314,KGZ
2009,Issyk-Kul,KG02,1.390619,KGZ
2010,Issyk-Kul,KG02,1.43283,KGZ
2011,Issyk-Kul,KG02,1.496891,KGZ
2012,Issyk-Kul,KG02,1.460728,KGZ
2013,Issyk-Kul,KG02,1.410681,KGZ
2014,Issyk-Kul,KG02,1.397339,KGZ
2015,Issyk-Kul,KG02,1.366613,KGZ
2016,Issyk-Kul,KG02,1.391437,KGZ
2017,Issyk-Kul,KG02,1.400236,KGZ
2018,Issyk-Kul,KG02,1.390469,KGZ
2019,Issyk-Kul,KG02,1.5,KGZ
2020,Issyk-Kul,KG02,1.496564,KGZ
2021,Issyk-Kul,KG02,1.522574,KGZ
2007,Naryn,KG04,1.671366,KGZ
2008,Naryn,KG04,1.457214,KGZ
2009,Naryn,KG04,1.423568,KGZ
2010,Naryn,KG04,1.503572,KGZ
