Year,Reference area,GeoCode,Value,M49_country_code
2007,,,29.5,KGZ
2008,,,30.1,KGZ
2009,,,31.2,KGZ
2010,,,34.1,KGZ
2011,,,41.4,KGZ
2012,,,42.1,KGZ
2013,,,41.9,KGZ
2014,,,43.3,KGZ
2015,,,42.3,KGZ
2016,,,38.1,KGZ
2017,,,33.9,KGZ
2018,,,35.9,KGZ
2019,,,37.7,KGZ
2020,,,33.4,KGZ
2021,,,29.684645,KGZ
2007,Batken,KG05,25.4,KGZ
2008,Batken,KG05,27.2,KGZ
2009,Batken,KG05,30.6,KGZ
2010,Batken,KG05,36.1,KGZ
2011,Batken,KG05,40.2,KGZ
2012,Batken,KG05,44.6,KGZ
2013,Batken,KG05,43.2,KGZ
2014,Batken,KG05,43.3,KGZ
2015,Batken,KG05,38.4,KGZ
2016,Batken,KG05,36.5,KGZ
2017,Batken,KG05,31.2,KGZ
2018,Batken,KG05,30.2,KGZ
2019,Batken,KG05,35.7,KGZ
2020,Batken,KG05,31.2,KGZ
2021,Batken,KG05,24.273949,KGZ
2007,Jalal-Abad,KG03,30.1,KGZ
2008,Jalal-Abad,KG03,33.0,KGZ
2009,Jalal-Abad,KG03,36.8,KGZ
2010,Jalal-Abad,KG03,38.8,KGZ
2011,Jalal-Abad,KG03,47.6,KGZ
2012,Jalal-Abad,KG03,45.3,KGZ
2013,Jalal-Abad,KG03,44.8,KGZ
2014,Jalal-Abad,KG03,47.7,KGZ
2015,Jalal-Abad,KG03,53.5,KGZ
2016,Jalal-Abad,KG03,39.3,KGZ
2017,Jalal-Abad,KG03,34.7,KGZ
2018,Jalal-Abad,KG03,36.2,KGZ
2019,Jalal-Abad,KG03,38.0,KGZ
2020,Jalal-Abad,KG03,35.7,KGZ
2021,Jalal-Abad,KG03,31.170325,KGZ
2007,Issyk-Kul,KG02,27.5,KGZ
2008,Issyk-Kul,KG02,27.7,KGZ
2009,Issyk-Kul,KG02,30.0,KGZ
2010,Issyk-Kul,KG02,30.2,KGZ
2011,Issyk-Kul,KG02,31.8,KGZ
2012,Issyk-Kul,KG02,31.8,KGZ
2013,Issyk-Kul,KG02,31.0,KGZ
2014,Issyk-Kul,KG02,31.8,KGZ
2015,Issyk-Kul,KG02,45.4,KGZ
2016,Issyk-Kul,KG02,32.8,KGZ
2017,Issyk-Kul,KG02,25.5,KGZ
2018,Issyk-Kul,KG02,28.8,KGZ
2019,Issyk-Kul,KG02,25.3,KGZ
2020,Issyk-Kul,KG02,21.3,KGZ
2021,Issyk-Kul,KG02,23.773042,KGZ
2007,Naryn,KG04,27.1,KGZ
2008,Naryn,KG04,23.1,KGZ
2009,Naryn,KG04,30.4,KGZ
2010,Naryn,KG04,29.7,KGZ
2011,Naryn,KG04,34.3,KGZ
2012,Naryn,KG04,33.0,KGZ
2013,Naryn,KG04,27.7,KGZ
2014,Naryn,KG04,29.2,KGZ
2015,Naryn,KG04,30.3,KGZ
2016,Naryn,KG04,29.1,KGZ
2017,Naryn,KG04,20.2,KGZ
2018,Naryn,KG04,22.7,KGZ
2019,Naryn,KG04,20.8,KGZ
2020,Naryn,KG04,20.1,KGZ
2021,Naryn,KG04,17.885951,KGZ
2007,Osh,KG06,27.1,KGZ
2008,Osh,KG06,27.1,KGZ
2009,Osh,KG06,30.4,KGZ
2010,Osh,KG06,33.0,KGZ
2011,Osh,KG06,43.2,KGZ
2012,Osh,KG06,44.0,KGZ
2013,Osh,KG06,43.4,KGZ
2014,Osh,KG06,45.8,KGZ
2015,Osh,KG06,72.3,KGZ
2016,Osh,KG06,41.6,KGZ
2017,Osh,KG06,38.5,KGZ
2018,Osh,KG06,35.2,KGZ
2019,Osh,KG06,37.9,KGZ
2020,Osh,KG06,35.6,KGZ
2021,Osh,KG06,27.236017,KGZ
2007,Talas,KG07,39.9,KGZ
2008,Talas,KG07,38.9,KGZ
2009,Talas,KG07,46.4,KGZ
