unique_id,col_caption_name,col_caption_name1_empty,year,value,M49_country_code
01_101_,Total,True,2000,27.9,UZB
01_101_,Total,True,2001,25.7,UZB
01_101_,Total,True,2002,25.0,UZB
01_101_,Total,True,2003,23.8,UZB
01_101_,Total,True,2004,22.4,UZB
01_101_,Total,True,2005,21.6,UZB
01_101_,Total,True,2006,20.7,UZB
01_101_,Total,True,2007,18.0,UZB
01_101_,Total,True,2008,15.2,UZB
01_101_,Total,True,2009,14.0,UZB
01_101_,Total,True,2010,17.2,UZB
01_101_,Total,True,2011,16.5,UZB
01_101_,Total,True,2012,16.7,UZB
01_101_,Total,True,2013,17.1,UZB
01_101_,Total,True,2014,17.0,UZB
01_101_,Total,True,2015,16.5,UZB
01_101_,Total,True,2016,16.1,UZB
01_101_,Total,True,2017,15.6,UZB
01_101_,Total,True,2018,18.6,UZB
01_101_,Total,True,2019,21.2,UZB
01_101_,Total,True,2020,22.1,UZB
01_101_,Total,True,2021,22.4,UZB
