,countryiso3code,date,value,unit,obs_status,decimal,indicator.id,indicator.value,country.id,country.value
0,KAZ,2022,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
1,KAZ,2021,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
2,KAZ,2020,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
3,KAZ,2019,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
4,KAZ,2018,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
5,KAZ,2017,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
6,KAZ,2016,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
7,KAZ,2015,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
8,KAZ,2014,5600.208464865079,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
9,KAZ,2013,5345.468426586261,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
10,KAZ,2012,5180.65351007528,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
11,KAZ,2011,4892.73489566655,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
12,KAZ,2010,4728.01159082733,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
13,KAZ,2009,4447.32440338929,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
14,KAZ,2008,4658.57189779157,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
15,KAZ,2007,4487.28613026757,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
16,KAZ,2006,4261.21229402633,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
17,KAZ,2005,4012.07391891836,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
18,KAZ,2004,3859.19281603178,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
19,KAZ,2003,3768.79256777391,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
20,KAZ,2002,3558.32727862026,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
21,KAZ,2001,3512.0355006129603,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
22,KAZ,2000,3169.52334061606,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
23,KAZ,1999,2838.35332635691,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
24,KAZ,1998,2948.7169279521004,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
25,KAZ,1997,3173.64775483627,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
26,KAZ,1996,3636.54991033318,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
27,KAZ,1995,4040.9723092898903,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
28,KAZ,1994,4327.14062621742,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
29,KAZ,1993,4527.8972681951,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
30,KAZ,1992,5354.49183790227,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
31,KAZ,1991,5641.419302831179,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
32,KAZ,1990,5905.003670173721,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
33,KAZ,1989,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
34,KAZ,1988,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
35,KAZ,1987,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
36,KAZ,1986,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
37,KAZ,1985,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
38,KAZ,1984,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
39,KAZ,1983,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
40,KAZ,1982,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
41,KAZ,1981,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
42,KAZ,1980,,,,0,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),KZ,Kazakhstan
