Year,UNIT_MEASURE,Value,M49_country_code
2016,million US dollars,12112.0,KAZ
2017,million US dollars,20832.4,KAZ
2018,million US dollars,900520.2,KAZ
2019,million US dollars,172482.2,KAZ
2020,million US dollars,202664.7,KAZ
2021,million US dollars,588964.4,KAZ
