unique_id,col_caption_name,col_caption_name1_empty,year,value,M49_country_code
10_104_,Republic of Karakalpakstan,True,2000,0.0,UZB
10_104_,Republic of Karakalpakstan,True,2000,0.0,UZB
10_104_,Republic of Karakalpakstan,True,2000,0.0,UZB
10_104_,Republic of Karakalpakstan,True,2001,0.0,UZB
10_104_,Republic of Karakalpakstan,True,2001,0.0,UZB
10_104_,Republic of Karakalpakstan,True,2001,0.0,UZB
10_104_,Republic of Karakalpakstan,True,2002,0.0,UZB
10_104_,Republic of Karakalpakstan,True,2002,0.0,UZB
10_104_,Republic of Karakalpakstan,True,2002,0.0,UZB
10_104_,Republic of Karakalpakstan,True,2003,6.6,UZB
10_104_,Republic of Karakalpakstan,True,2003,3.2,UZB
10_104_,Republic of Karakalpakstan,True,2003,2.8,UZB
10_104_,Republic of Karakalpakstan,True,2004,6.6,UZB
10_104_,Republic of Karakalpakstan,True,2004,3.1,UZB
10_104_,Republic of Karakalpakstan,True,2004,2.8,UZB
10_104_,Republic of Karakalpakstan,True,2005,6.5,UZB
10_104_,Republic of Karakalpakstan,True,2005,3.0,UZB
10_104_,Republic of Karakalpakstan,True,2005,2.6,UZB
10_104_,Republic of Karakalpakstan,True,2006,6.5,UZB
10_104_,Republic of Karakalpakstan,True,2006,3.0,UZB
10_104_,Republic of Karakalpakstan,True,2006,2.6,UZB
10_104_,Republic of Karakalpakstan,True,2007,6.6,UZB
10_104_,Republic of Karakalpakstan,True,2007,2.9,UZB
10_104_,Republic of Karakalpakstan,True,2007,1.9,UZB
10_104_,Republic of Karakalpakstan,True,2008,6.6,UZB
10_104_,Republic of Karakalpakstan,True,2008,2.8,UZB
10_104_,Republic of Karakalpakstan,True,2008,2.5,UZB
10_104_,Republic of Karakalpakstan,True,2009,6.4,UZB
10_104_,Republic of Karakalpakstan,True,2009,3.2,UZB
10_104_,Republic of Karakalpakstan,True,2009,1.6,UZB
10_104_,Republic of Karakalpakstan,True,2010,6.3,UZB
10_104_,Republic of Karakalpakstan,True,2010,2.7,UZB
10_104_,Republic of Karakalpakstan,True,2010,1.3,UZB
10_104_,Republic of Karakalpakstan,True,2011,6.2,UZB
10_104_,Republic of Karakalpakstan,True,2011,2.3,UZB
10_104_,Republic of Karakalpakstan,True,2011,1.2,UZB
10_104_,Republic of Karakalpakstan,True,2012,6.1,UZB
10_104_,Republic of Karakalpakstan,True,2012,2.2,UZB
10_104_,Republic of Karakalpakstan,True,2012,1.1,UZB
10_104_,Republic of Karakalpakstan,True,2013,6.1,UZB
10_104_,Republic of Karakalpakstan,True,2013,2.0,UZB
10_104_,Republic of Karakalpakstan,True,2013,1.0,UZB
10_104_,Republic of Karakalpakstan,True,2014,6.0,UZB
10_104_,Republic of Karakalpakstan,True,2014,1.9,UZB
10_104_,Republic of Karakalpakstan,True,2014,0.9,UZB
10_104_,Republic of Karakalpakstan,True,2015,6.2,UZB
10_104_,Republic of Karakalpakstan,True,2015,1.7,UZB
10_104_,Republic of Karakalpakstan,True,2015,0.9,UZB
10_104_,Republic of Karakalpakstan,True,2016,6.4,UZB
10_104_,Republic of Karakalpakstan,True,2016,1.6,UZB
10_104_,Republic of Karakalpakstan,True,2016,0.9,UZB
10_104_,Republic of Karakalpakstan,True,2017,6.6,UZB
10_104_,Republic of Karakalpakstan,True,2017,1.7,UZB
10_104_,Republic of Karakalpakstan,True,2017,0.9,UZB
10_104_,Republic of Karakalpakstan,True,2018,6.9,UZB
10_104_,Republic of Karakalpakstan,True,2018,1.7,UZB
10_104_,Republic of Karakalpakstan,True,2018,0.9,UZB
10_104_,Republic of Karakalpakstan,True,2019,7.1,UZB
10_104_,Republic of Karakalpakstan,True,2019,1.7,UZB
10_104_,Republic of Karakalpakstan,True,2019,0.8,UZB
10_104_,Republic of Karakalpakstan,True,2020,7.3,UZB
10_104_,Republic of Karakalpakstan,True,2020,1.7,UZB
10_104_,Republic of Karakalpakstan,True,2020,0.9,UZB
10_104_,Republic of Karakalpakstan,True,2021,7.6,UZB
10_104_,Republic of Karakalpakstan,True,2021,1.7,UZB
10_104_,Republic of Karakalpakstan,True,2021,0.9,UZB
10_105_,Andizhan Region,True,2000,0.0,UZB
10_105_,Andizhan Region,True,2000,0.0,UZB
10_105_,Andizhan Region,True,2000,0.0,UZB
10_105_,Andizhan Region,True,2001,0.0,UZB
10_105_,Andizhan Region,True,2001,0.0,UZB
10_105_,Andizhan Region,True,2001,0.0,UZB
10_105_,Andizhan Region,True,2002,0.0,UZB
10_105_,Andizhan Region,True,2002,0.0,UZB
10_105_,Andizhan Region,True,2002,0.0,UZB
10_105_,Andizhan Region,True,2003,7.4,UZB
10_105_,Andizhan Region,True,2003,2.8,UZB
10_105_,Andizhan Region,True,2003,1.6,UZB
10_105_,Andizhan Region,True,2004,7.3,UZB
10_105_,Andizhan Region,True,2004,2.7,UZB
10_105_,Andizhan Region,True,2004,1.6,UZB
10_105_,Andizhan Region,True,2005,7.3,UZB
10_105_,Andizhan Region,True,2005,2.5,UZB
10_105_,Andizhan Region,True,2005,1.5,UZB
10_105_,Andizhan Region,True,2006,7.3,UZB
10_105_,Andizhan Region,True,2006,2.4,UZB
10_105_,Andizhan Region,True,2006,1.5,UZB
10_105_,Andizhan Region,True,2007,7.4,UZB
10_105_,Andizhan Region,True,2007,2.4,UZB
10_105_,Andizhan Region,True,2007,1.5,UZB
10_105_,Andizhan Region,True,2008,7.3,UZB
10_105_,Andizhan Region,True,2008,2.3,UZB
10_105_,Andizhan Region,True,2008,1.4,UZB
10_105_,Andizhan Region,True,2009,7.2,UZB
10_105_,Andizhan Region,True,2009,2.2,UZB
10_105_,Andizhan Region,True,2009,1.2,UZB
10_105_,Andizhan Region,True,2010,1.0,UZB
10_105_,Andizhan Region,True,2010,7.2,UZB
10_105_,Andizhan Region,True,2010,1.8,UZB
10_105_,Andizhan Region,True,2011,1.0,UZB
10_105_,Andizhan Region,True,2011,7.1,UZB
10_105_,Andizhan Region,True,2011,1.5,UZB
10_105_,Andizhan Region,True,2012,0.8,UZB
10_105_,Andizhan Region,True,2012,7.0,UZB
10_105_,Andizhan Region,True,2012,1.4,UZB
10_105_,Andizhan Region,True,2013,0.8,UZB
10_105_,Andizhan Region,True,2013,7.0,UZB
10_105_,Andizhan Region,True,2013,1.3,UZB
10_105_,Andizhan Region,True,2014,0.8,UZB
10_105_,Andizhan Region,True,2014,7.1,UZB
10_105_,Andizhan Region,True,2014,1.3,UZB
10_105_,Andizhan Region,True,2015,0.8,UZB
10_105_,Andizhan Region,True,2015,7.2,UZB
10_105_,Andizhan Region,True,2015,1.2,UZB
10_105_,Andizhan Region,True,2016,0.7,UZB
10_105_,Andizhan Region,True,2016,7.5,UZB
10_105_,Andizhan Region,True,2016,1.1,UZB
10_105_,Andizhan Region,True,2017,0.7,UZB
10_105_,Andizhan Region,True,2017,7.7,UZB
10_105_,Andizhan Region,True,2017,1.1,UZB
10_105_,Andizhan Region,True,2018,0.8,UZB
10_105_,Andizhan Region,True,2018,8.0,UZB
10_105_,Andizhan Region,True,2018,1.1,UZB
10_105_,Andizhan Region,True,2019,0.8,UZB
10_105_,Andizhan Region,True,2019,8.2,UZB
10_105_,Andizhan Region,True,2019,1.1,UZB
10_105_,Andizhan Region,True,2020,0.8,UZB
10_105_,Andizhan Region,True,2020,8.4,UZB
10_105_,Andizhan Region,True,2020,1.1,UZB
10_105_,Andizhan Region,True,2021,0.8,UZB
10_105_,Andizhan Region,True,2021,8.7,UZB
10_105_,Andizhan Region,True,2021,1.1,UZB
10_106_,Bukhara Region,True,2000,0.0,UZB
10_106_,Bukhara Region,True,2000,0.0,UZB
10_106_,Bukhara Region,True,2000,0.0,UZB
10_106_,Bukhara Region,True,2001,0.0,UZB
10_106_,Bukhara Region,True,2001,0.0,UZB
10_106_,Bukhara Region,True,2001,0.0,UZB
10_106_,Bukhara Region,True,2002,0.0,UZB
10_106_,Bukhara Region,True,2002,0.0,UZB
10_106_,Bukhara Region,True,2002,0.0,UZB
10_106_,Bukhara Region,True,2003,1.4,UZB
10_106_,Bukhara Region,True,2003,7.5,UZB
10_106_,Bukhara Region,True,2003,2.1,UZB
10_106_,Bukhara Region,True,2004,1.3,UZB
10_106_,Bukhara Region,True,2004,7.7,UZB
10_106_,Bukhara Region,True,2004,2.0,UZB
10_106_,Bukhara Region,True,2005,1.2,UZB
10_106_,Bukhara Region,True,2005,7.8,UZB
10_106_,Bukhara Region,True,2005,2.0,UZB
10_106_,Bukhara Region,True,2006,1.2,UZB
10_106_,Bukhara Region,True,2006,7.8,UZB
10_106_,Bukhara Region,True,2006,2.0,UZB
10_106_,Bukhara Region,True,2007,1.2,UZB
10_106_,Bukhara Region,True,2007,8.0,UZB
10_106_,Bukhara Region,True,2007,2.0,UZB
10_106_,Bukhara Region,True,2008,1.2,UZB
10_106_,Bukhara Region,True,2008,8.2,UZB
10_106_,Bukhara Region,True,2008,2.0,UZB
10_106_,Bukhara Region,True,2009,1.0,UZB
10_106_,Bukhara Region,True,2009,7.4,UZB
10_106_,Bukhara Region,True,2009,2.7,UZB
10_106_,Bukhara Region,True,2010,0.9,UZB
10_106_,Bukhara Region,True,2010,7.3,UZB
10_106_,Bukhara Region,True,2010,2.5,UZB
10_106_,Bukhara Region,True,2011,0.8,UZB
10_106_,Bukhara Region,True,2011,7.2,UZB
10_106_,Bukhara Region,True,2011,2.0,UZB
10_106_,Bukhara Region,True,2012,0.6,UZB
10_106_,Bukhara Region,True,2012,7.3,UZB
10_106_,Bukhara Region,True,2012,1.8,UZB
10_106_,Bukhara Region,True,2013,0.6,UZB
10_106_,Bukhara Region,True,2013,7.3,UZB
10_106_,Bukhara Region,True,2013,1.7,UZB
10_106_,Bukhara Region,True,2014,0.5,UZB
10_106_,Bukhara Region,True,2014,7.4,UZB
10_106_,Bukhara Region,True,2014,1.6,UZB
10_106_,Bukhara Region,True,2015,0.5,UZB
10_106_,Bukhara Region,True,2015,7.6,UZB
10_106_,Bukhara Region,True,2015,1.6,UZB
10_106_,Bukhara Region,True,2016,0.5,UZB
10_106_,Bukhara Region,True,2016,7.9,UZB
10_106_,Bukhara Region,True,2016,1.5,UZB
10_106_,Bukhara Region,True,2017,0.5,UZB
10_106_,Bukhara Region,True,2017,8.2,UZB
10_106_,Bukhara Region,True,2017,1.5,UZB
10_106_,Bukhara Region,True,2018,0.5,UZB
10_106_,Bukhara Region,True,2018,8.6,UZB
10_106_,Bukhara Region,True,2018,1.5,UZB
10_106_,Bukhara Region,True,2019,0.5,UZB
10_106_,Bukhara Region,True,2019,8.9,UZB
10_106_,Bukhara Region,True,2019,1.6,UZB
10_106_,Bukhara Region,True,2020,0.6,UZB
10_106_,Bukhara Region,True,2020,9.1,UZB
10_106_,Bukhara Region,True,2020,1.5,UZB
10_106_,Bukhara Region,True,2021,0.6,UZB
10_106_,Bukhara Region,True,2021,9.5,UZB
10_106_,Bukhara Region,True,2021,1.6,UZB
10_107_,Dzhizak Region,True,2000,0.0,UZB
10_107_,Dzhizak Region,True,2000,0.0,UZB
10_107_,Dzhizak Region,True,2000,0.0,UZB
10_107_,Dzhizak Region,True,2001,0.0,UZB
10_107_,Dzhizak Region,True,2001,0.0,UZB
10_107_,Dzhizak Region,True,2001,0.0,UZB
10_107_,Dzhizak Region,True,2002,0.0,UZB
10_107_,Dzhizak Region,True,2002,0.0,UZB
10_107_,Dzhizak Region,True,2002,0.0,UZB
10_107_,Dzhizak Region,True,2003,2.0,UZB
10_107_,Dzhizak Region,True,2003,5.7,UZB
10_107_,Dzhizak Region,True,2003,2.0,UZB
10_107_,Dzhizak Region,True,2004,2.0,UZB
10_107_,Dzhizak Region,True,2004,5.8,UZB
10_107_,Dzhizak Region,True,2004,1.9,UZB
10_107_,Dzhizak Region,True,2005,1.9,UZB
10_107_,Dzhizak Region,True,2005,5.8,UZB
10_107_,Dzhizak Region,True,2005,1.9,UZB
10_107_,Dzhizak Region,True,2006,1.9,UZB
10_107_,Dzhizak Region,True,2006,5.9,UZB
10_107_,Dzhizak Region,True,2006,1.8,UZB
10_107_,Dzhizak Region,True,2007,1.8,UZB
10_107_,Dzhizak Region,True,2007,5.9,UZB
10_107_,Dzhizak Region,True,2007,1.9,UZB
10_107_,Dzhizak Region,True,2008,2.0,UZB
10_107_,Dzhizak Region,True,2008,6.1,UZB
10_107_,Dzhizak Region,True,2008,1.6,UZB
10_107_,Dzhizak Region,True,2009,1.7,UZB
10_107_,Dzhizak Region,True,2009,5.5,UZB
10_107_,Dzhizak Region,True,2009,2.2,UZB
10_107_,Dzhizak Region,True,2010,1.6,UZB
10_107_,Dzhizak Region,True,2010,5.5,UZB
10_107_,Dzhizak Region,True,2010,1.8,UZB
10_107_,Dzhizak Region,True,2011,1.6,UZB
10_107_,Dzhizak Region,True,2011,5.3,UZB
10_107_,Dzhizak Region,True,2011,1.2,UZB
10_107_,Dzhizak Region,True,2012,1.1,UZB
10_107_,Dzhizak Region,True,2012,5.3,UZB
10_107_,Dzhizak Region,True,2012,1.1,UZB
10_107_,Dzhizak Region,True,2013,1.1,UZB
10_107_,Dzhizak Region,True,2013,5.2,UZB
10_107_,Dzhizak Region,True,2013,1.0,UZB
10_107_,Dzhizak Region,True,2014,1.0,UZB
10_107_,Dzhizak Region,True,2014,5.2,UZB
10_107_,Dzhizak Region,True,2014,0.9,UZB
10_107_,Dzhizak Region,True,2015,1.0,UZB
10_107_,Dzhizak Region,True,2015,5.3,UZB
10_107_,Dzhizak Region,True,2015,0.9,UZB
10_107_,Dzhizak Region,True,2016,1.0,UZB
10_107_,Dzhizak Region,True,2016,5.5,UZB
10_107_,Dzhizak Region,True,2016,0.9,UZB
10_107_,Dzhizak Region,True,2017,1.0,UZB
10_107_,Dzhizak Region,True,2017,5.6,UZB
10_107_,Dzhizak Region,True,2017,0.9,UZB
10_107_,Dzhizak Region,True,2018,1.1,UZB
10_107_,Dzhizak Region,True,2018,5.9,UZB
10_107_,Dzhizak Region,True,2018,0.9,UZB
10_107_,Dzhizak Region,True,2019,1.1,UZB
10_107_,Dzhizak Region,True,2019,6.1,UZB
10_107_,Dzhizak Region,True,2019,0.9,UZB
10_107_,Dzhizak Region,True,2020,1.1,UZB
10_107_,Dzhizak Region,True,2020,6.2,UZB
10_107_,Dzhizak Region,True,2020,0.9,UZB
10_107_,Dzhizak Region,True,2021,1.1,UZB
10_107_,Dzhizak Region,True,2021,6.4,UZB
10_107_,Dzhizak Region,True,2021,0.9,UZB
10_108_,Kashkadarya Region,True,2000,0.0,UZB
10_108_,Kashkadarya Region,True,2000,0.0,UZB
10_108_,Kashkadarya Region,True,2000,0.0,UZB
10_108_,Kashkadarya Region,True,2001,0.0,UZB
10_108_,Kashkadarya Region,True,2001,0.0,UZB
10_108_,Kashkadarya Region,True,2001,0.0,UZB
10_108_,Kashkadarya Region,True,2002,0.0,UZB
10_108_,Kashkadarya Region,True,2002,0.0,UZB
10_108_,Kashkadarya Region,True,2002,0.0,UZB
10_108_,Kashkadarya Region,True,2003,1.9,UZB
10_108_,Kashkadarya Region,True,2003,6.2,UZB
10_108_,Kashkadarya Region,True,2003,1.6,UZB
10_108_,Kashkadarya Region,True,2004,1.9,UZB
10_108_,Kashkadarya Region,True,2004,6.2,UZB
10_108_,Kashkadarya Region,True,2004,1.6,UZB
10_108_,Kashkadarya Region,True,2005,1.8,UZB
10_108_,Kashkadarya Region,True,2005,6.2,UZB
10_108_,Kashkadarya Region,True,2005,1.5,UZB
10_108_,Kashkadarya Region,True,2006,1.8,UZB
10_108_,Kashkadarya Region,True,2006,6.3,UZB
10_108_,Kashkadarya Region,True,2006,1.5,UZB
10_108_,Kashkadarya Region,True,2007,1.7,UZB
10_108_,Kashkadarya Region,True,2007,6.4,UZB
10_108_,Kashkadarya Region,True,2007,1.5,UZB
10_108_,Kashkadarya Region,True,2008,1.5,UZB
10_108_,Kashkadarya Region,True,2008,6.5,UZB
10_108_,Kashkadarya Region,True,2008,1.4,UZB
10_108_,Kashkadarya Region,True,2009,1.4,UZB
10_108_,Kashkadarya Region,True,2009,6.2,UZB
10_108_,Kashkadarya Region,True,2009,1.6,UZB
10_108_,Kashkadarya Region,True,2010,1.4,UZB
10_108_,Kashkadarya Region,True,2010,6.3,UZB
10_108_,Kashkadarya Region,True,2010,1.3,UZB
10_108_,Kashkadarya Region,True,2011,1.2,UZB
10_108_,Kashkadarya Region,True,2011,6.3,UZB
