Year,UNIT_MEASURE,Value,M49_country_code
2010,T_PERCAP,55.77,KAZ
2011,T_PERCAP,25.41,KAZ
2012,T_PERCAP,21.2,KAZ
2013,T_PERCAP,10.6,KAZ
2014,T_PERCAP,8.58,KAZ
2015,T_PERCAP,14.34,KAZ
2016,T_PERCAP,8.51,KAZ
2017,T_PERCAP,7.0,KAZ
2018,T_PERCAP,8.2,KAZ
2019,T_PERCAP,9.75,KAZ
2014,,23.205713,KGZ
2015,,1736.99,KGZ
2016,,2008.5,KGZ
2017,,2015.49,KGZ
2018,,1878.49,KGZ
2019,,1720.426152,KGZ
2020,,1739.648626,KGZ
2021,,1673.350822,KGZ
