Year,UNIT_MEASURE,Regions,Value,M49_country_code,Unit multiplier,SERIES,COMMENT_TS,unique_id,col_caption_name,col_caption_name1_empty,year,value
2019.0,"percent, base year 2010",Nur-Sultan city,22.9,KAZ,,,,,,,,
2019.0,"percent, base year 2010",Almaty city,4.2,KAZ,,,,,,,,
2019.0,"percent, base year 2010",Shymkent city,4.0,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,,1250.8,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Akmola,1124.0,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Aktobe,1178.0,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Almaty,779.2,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Atyrau,2151.0,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Batys Kazakhstan,647.1,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Zhambyl,496.1,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Karagandy,3537.8,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Kostanay,1034.4,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Kyzylorda,292.7,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Mangistau,728.4,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Pavlodar,3003.2,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Soltustik Kazakhstan,602.3,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Shygys Kazakhstan,2149.3,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Nur-Sultan city,836.2,KAZ,,,,,,,,
2019.0,tenge per US dollars in 2010 prices,Almaty city,984.2,KAZ,,,,,,,,
2020.0,"percent, base year 2010",,11.6,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Akmola,16.3,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Aktobe,9.6,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Almaty,15.3,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Atyrau,4.6,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Batys Kazakhstan,4.7,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Zhambyl,12.6,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Karagandy,28.1,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Kostanay,13.8,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Kyzylorda,4.1,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Mangistau,4.7,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Pavlodar,23.9,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Soltustik Kazakhstan,8.3,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Nur-Sultan city,23.0,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Almaty city,4.3,KAZ,,,,,,,,
2020.0,"percent, base year 2010",Shymkent city,4.5,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,,1283.7,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Akmola,1740.7,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Aktobe,1509.6,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Almaty,1307.3,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Atyrau,1061.9,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Batys Kazakhstan,1147.1,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Zhambyl,1354.5,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Karagandy,1206.7,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Kostanay,2043.6,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Kyzylorda,1435.7,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Mangistau,1243.6,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Pavlodar,1161.5,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Soltustik Kazakhstan,1483.9,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Shygys Kazakhstan,1869.1,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Nur-Sultan city,1596.9,KAZ,,,,,,,,
2020.0,tenge per US dollars in 2010 prices,Almaty city,1069.1,KAZ,,,,,,,,
2007.0,Percent,,9.9,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2008.0,Percent,,13.2,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2009.0,Percent,,14.2,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2010.0,Percent,,16.9,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2011.0,Percent,,18.3,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2012.0,Percent,,12.1,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2013.0,Percent,,15.8,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2014.0,Percent,,13.7,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2015.0,Percent,,14.0,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2016.0,Percent,,15.4,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2017.0,Percent,,15.0,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2018.0,Percent,,14.3,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2019.0,Percent,,14.7,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2020.0,Percent,,14.5,KGZ,Units,Manufacturing value added as a proportion of GDP,PT,,,,,
2007.0,Local currency,,2.8,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2008.0,Local currency,,4.9,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2009.0,Local currency,,5.6,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2010.0,Local currency,,7.2,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2011.0,Local currency,,9.9,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2012.0,Local currency,,7.0,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2013.0,Local currency,,10.3,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2014.0,Local currency,,9.8,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2015.0,Local currency,,10.6,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2016.0,Local currency,,12.6,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2017.0,Local currency,,13.4,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2018.0,Local currency,,13.4,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2019.0,Local currency,,14.7,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
2020.0,Local currency,,13.8,KGZ,Thousands,Manufacturing value added per capita,CUR_LCU,,,,,
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2000.0,0.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2001.0,0.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2002.0,0.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2003.0,0.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2004.0,0.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2005.0,0.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2006.0,0.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2007.0,0.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2008.0,0.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2009.0,0.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2010.0,11.6
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2011.0,11.5
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2012.0,11.9
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2013.0,13.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2014.0,14.1
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2015.0,14.1
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2016.0,15.0
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2017.0,15.5
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2018.0,18.2
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2019.0,19.6
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2020.0,20.9
,,,,UZB,,,,16_179_,"share in GDP, % ",True,2021.0,20.0
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2000.0,0.0
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2001.0,0.0
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2002.0,0.0
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2003.0,0.0
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2004.0,0.0
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2005.0,0.0
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2006.0,0.0
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2007.0,0.0
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2008.0,0.0
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2009.0,0.0
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2010.0,281.4
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2011.0,360.5
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2012.0,451.5
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2013.0,588.8
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2014.0,770.7
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2015.0,905.9
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2016.0,1095.1
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2017.0,1354.2
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2018.0,2092.8
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2019.0,2821.6
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2020.0,3413.2
,,,,UZB,,,,16_180_,"per capita, thousand soums",True,2021.0,4202.6
