Year,UNIT_MEASURE,Value,M49_country_code
2016,Percent,15.0,KAZ
2017,Percent,16.0,KAZ
2018,Percent,17.5,KAZ
2019,Percent,20.1,KAZ
2020,Percent,18.8,KAZ
2021,Percent,20.0,KAZ
