Year,Age,Area,Regions,Value,M49_country_code,Reference area,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2013.0,age: 10-14 years old,rural,Mangistau,0.0862849993528625,KAZ,,,,,,,
2013.0,age: 10-14 years old,rural,Ontustik Kazakhstan,0.0129495937064974,KAZ,,,,,,,
2013.0,age: 10-14 years old,rural,Pavlodar,0.1349800904366606,KAZ,,,,,,,
2013.0,age: 10-14 years old,rural,Soltustik Kazakhstan,0.0889323669349459,KAZ,,,,,,,
2013.0,age: 10-14 years old,rural,Shygys Kazakhstan,0.0535145693415032,KAZ,,,,,,,
2013.0,15-19,,,33.61561193920943,KAZ,,,,,,,
2013.0,,,Akmola,31.21202916160389,KAZ,,,,,,,
2013.0,,,Aktobe,30.866878236178387,KAZ,,,,,,,
2013.0,,,Almaty,37.16566489998043,KAZ,,,,,,,
2013.0,,,Atyrau,51.92388219420276,KAZ,,,,,,,
2013.0,,,Batys Kazakhstan,31.55906211801312,KAZ,,,,,,,
2013.0,,,Zhambyl,46.20394407250535,KAZ,,,,,,,
2013.0,,,Karagandy,30.56140919652024,KAZ,,,,,,,
2013.0,,,Kostanay,29.647305529945587,KAZ,,,,,,,
2013.0,,,Kyzylorda,28.17602239154097,KAZ,,,,,,,
2013.0,,,Mangistau,53.41390261115032,KAZ,,,,,,,
2013.0,,,Ontustik Kazakhstan,37.75585696670777,KAZ,,,,,,,
2013.0,,,Pavlodar,30.001714383679065,KAZ,,,,,,,
2013.0,,,Soltustik Kazakhstan,27.34794756071352,KAZ,,,,,,,
2013.0,,,Shygys Kazakhstan,26.45001540445245,KAZ,,,,,,,
2013.0,,,Nur-Sultan city,26.40558442427351,KAZ,,,,,,,
2013.0,,,Almaty city,14.738082270953974,KAZ,,,,,,,
2013.0,,urban,,30.784273157448624,KAZ,,,,,,,
2013.0,,urban,Akmola,31.363531846401468,KAZ,,,,,,,
2013.0,,urban,Aktobe,32.718822618125486,KAZ,,,,,,,
2013.0,,urban,Almaty,37.69821481998604,KAZ,,,,,,,
2013.0,,urban,Atyrau,55.26128979413531,KAZ,,,,,,,
2013.0,,urban,Batys Kazakhstan,34.77985094349596,KAZ,,,,,,,
2013.0,,urban,Zhambyl,35.296937735962125,KAZ,,,,,,,
2013.0,,urban,Karagandy,31.34268891938554,KAZ,,,,,,,
2013.0,,urban,Kostanay,28.228476821192054,KAZ,,,,,,,
2013.0,,urban,Kyzylorda,30.1990391214825,KAZ,,,,,,,
2013.0,,urban,Mangistau,45.243834600407936,KAZ,,,,,,,
2013.0,,urban,Ontustik Kazakhstan,38.465173424062,KAZ,,,,,,,
2013.0,,urban,Pavlodar,27.79374471682164,KAZ,,,,,,,
2013.0,,urban,Soltustik Kazakhstan,25.8230012825994,KAZ,,,,,,,
2013.0,,urban,Shygys Kazakhstan,28.709811742532164,KAZ,,,,,,,
2013.0,,urban,Nur-Sultan city,26.40558442427351,KAZ,,,,,,,
2013.0,,urban,Almaty city,14.738082270953974,KAZ,,,,,,,
2013.0,,rural,,36.29177883652456,KAZ,,,,,,,
2013.0,,rural,Akmola,31.105506515342583,KAZ,,,,,,,
2013.0,,rural,Aktobe,28.700851603551367,KAZ,,,,,,,
2013.0,,rural,Almaty,37.017117635058696,KAZ,,,,,,,
2013.0,,rural,Atyrau,49.44676366878775,KAZ,,,,,,,
2013.0,,rural,Batys Kazakhstan,29.22227335480902,KAZ,,,,,,,
2013.0,,rural,Zhambyl,52.88867668123554,KAZ,,,,,,,
2013.0,,rural,Karagandy,28.42377260981912,KAZ,,,,,,,
2013.0,,rural,Kostanay,30.747504573611067,KAZ,,,,,,,
2013.0,,rural,Kyzylorda,26.908778230191448,KAZ,,,,,,,
2013.0,,rural,Mangistau,60.82786471479051,KAZ,,,,,,,
2013.0,,rural,Ontustik Kazakhstan,37.3774046340418,KAZ,,,,,,,
2013.0,,rural,Pavlodar,33.82292702908304,KAZ,,,,,,,
2013.0,,rural,Soltustik Kazakhstan,28.04653531278154,KAZ,,,,,,,
2013.0,,rural,Shygys Kazakhstan,23.995429442011044,KAZ,,,,,,,
2014.0,age: 10-14 years old,,,0.0369105192343352,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Akmola,0.0864696599580622,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Aktobe,0.0808717979822486,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Almaty,0.0451814033343875,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Atyrau,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Batys Kazakhstan,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Zhambyl,0.0719165767709457,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Karagandy,0.0743153696570345,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Kostanay,0.1195266743694968,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Kyzylorda,0.033963930306015,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Mangistau,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Ontustik Kazakhstan,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Pavlodar,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Shygys Kazakhstan,0.0521030076461163,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Nur-Sultan city,0.0953743443013829,KAZ,,,,,,,
2014.0,age: 10-14 years old,,Almaty city,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,,0.0365290798872712,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Akmola,0.2083876009377442,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Aktobe,0.0731314904197747,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Almaty,0.0684017921269537,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Atyrau,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Batys Kazakhstan,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Zhambyl,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Karagandy,0.1013753252458351,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Kostanay,0.0922892344608001,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Kyzylorda,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Mangistau,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Ontustik Kazakhstan,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Pavlodar,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Shygys Kazakhstan,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Nur-Sultan city,0.0953743443013829,KAZ,,,,,,,
2014.0,age: 10-14 years old,urban,Almaty city,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,,0.037264261202145,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Akmola,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Aktobe,0.0904445348889793,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Almaty,0.0386253246941357,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Atyrau,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Batys Kazakhstan,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Zhambyl,0.1136988118474161,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Karagandy,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Kostanay,0.1402180390507238,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Kyzylorda,0.0548696844993141,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Mangistau,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Ontustik Kazakhstan,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Pavlodar,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2014.0,age: 10-14 years old,rural,Shygys Kazakhstan,0.1054741061069507,KAZ,,,,,,,
2014.0,15-19,,,34.4240799755831,KAZ,,,,,,,
2014.0,,,Akmola,33.03104918623506,KAZ,,,,,,,
2014.0,,,Aktobe,31.70599891911367,KAZ,,,,,,,
2014.0,,,Almaty,39.74978719416482,KAZ,,,,,,,
2014.0,,,Atyrau,45.463357890655296,KAZ,,,,,,,
2014.0,,,Batys Kazakhstan,32.38808461923728,KAZ,,,,,,,
2014.0,,,Zhambyl,50.15628582807352,KAZ,,,,,,,
2014.0,,,Karagandy,32.00235544583607,KAZ,,,,,,,
2014.0,,,Kostanay,28.951187838973343,KAZ,,,,,,,
2014.0,,,Kyzylorda,28.207179118852125,KAZ,,,,,,,
2014.0,,,Mangistau,53.81555484431439,KAZ,,,,,,,
2014.0,,,Ontustik Kazakhstan,37.42960681899382,KAZ,,,,,,,
2014.0,,,Pavlodar,30.0443837487197,KAZ,,,,,,,
2014.0,,,Soltustik Kazakhstan,29.48992713244749,KAZ,,,,,,,
2014.0,,,Shygys Kazakhstan,28.74603618161274,KAZ,,,,,,,
2014.0,,,Nur-Sultan city,26.615519405176293,KAZ,,,,,,,
2014.0,,,Almaty city,15.952255415577568,KAZ,,,,,,,
2014.0,,urban,,31.917575529974663,KAZ,,,,,,,
2014.0,,urban,Akmola,32.71187265735287,KAZ,,,,,,,
2014.0,,urban,Aktobe,33.807949254335654,KAZ,,,,,,,
2014.0,,urban,Almaty,41.21254599614509,KAZ,,,,,,,
2014.0,,urban,Atyrau,52.58302583025831,KAZ,,,,,,,
2014.0,,urban,Batys Kazakhstan,34.0,KAZ,,,,,,,
2014.0,,urban,Zhambyl,37.45222929936306,KAZ,,,,,,,
2014.0,,urban,Karagandy,33.071301357243755,KAZ,,,,,,,
2014.0,,urban,Kostanay,28.646288209606983,KAZ,,,,,,,
2014.0,,urban,Kyzylorda,30.12666894899008,KAZ,,,,,,,
2014.0,,urban,Mangistau,52.083333333333336,KAZ,,,,,,,
2014.0,,urban,Ontustik Kazakhstan,40.73333714089897,KAZ,,,,,,,
2014.0,,urban,Pavlodar,26.81213677042108,KAZ,,,,,,,
2014.0,,urban,Soltustik Kazakhstan,24.844720496894407,KAZ,,,,,,,
2014.0,,urban,Shygys Kazakhstan,28.569424637037383,KAZ,,,,,,,
2014.0,,urban,Nur-Sultan city,26.615519405176293,KAZ,,,,,,,
2014.0,,urban,Almaty city,15.952255415577568,KAZ,,,,,,,
2014.0,,rural,,36.83573970079744,KAZ,,,,,,,
2014.0,,rural,Akmola,33.253995239714385,KAZ,,,,,,,
2014.0,,rural,Aktobe,29.298082869511443,KAZ,,,,,,,
2014.0,,rural,Almaty,39.33035893725632,KAZ,,,,,,,
2014.0,,rural,Atyrau,40.30100334448161,KAZ,,,,,,,
2014.0,,rural,Batys Kazakhstan,31.288860363432143,KAZ,,,,,,,
2014.0,,rural,Zhambyl,57.90793027729737,KAZ,,,,,,,
2014.0,,rural,Karagandy,28.998015016829207,KAZ,,,,,,,
2014.0,,rural,Kostanay,29.18816182459951,KAZ,,,,,,,
2014.0,,rural,Kyzylorda,27.02346079750877,KAZ,,,,,,,
2014.0,,rural,Mangistau,55.09992833824349,KAZ,,,,,,,
2014.0,,rural,Ontustik Kazakhstan,35.46959603694693,KAZ,,,,,,,
2014.0,,rural,Pavlodar,35.750251762336354,KAZ,,,,,,,
2014.0,,rural,Soltustik Kazakhstan,31.604773984280783,KAZ,,,,,,,
2014.0,,rural,Shygys Kazakhstan,28.93711741791876,KAZ,,,,,,,
2015.0,age: 10-14 years old,,,0.0321787648943224,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Akmola,0.042158516020236,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Aktobe,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Almaty,0.0590392832631011,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Atyrau,0.092805271339412,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Batys Kazakhstan,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Zhambyl,0.0230648583817695,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Karagandy,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Kostanay,0.0786271696184616,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Kyzylorda,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Mangistau,0.0418699101890426,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Ontustik Kazakhstan,0.0239444488786016,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Pavlodar,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Soltustik Kazakhstan,0.1784651992861392,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Shygys Kazakhstan,0.0251351011687822,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Nur-Sultan city,0.0441666850694521,KAZ,,,,,,,
2015.0,age: 10-14 years old,,Almaty city,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,,0.0377585819249668,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Akmola,0.1008420309585035,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Aktobe,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Almaty,0.0660022440762986,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Atyrau,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Batys Kazakhstan,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Zhambyl,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Karagandy,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Kostanay,0.088754770568918,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Kyzylorda,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Mangistau,0.1065019436604718,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Ontustik Kazakhstan,0.0587555572964609,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Pavlodar,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Soltustik Kazakhstan,0.3501400560224089,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Shygys Kazakhstan,0.0490677134445534,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Nur-Sultan city,0.0441666850694521,KAZ,,,,,,,
2015.0,age: 10-14 years old,urban,Almaty city,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,,0.026744493141709,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Akmola,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Aktobe,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Almaty,0.0570336783870875,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Atyrau,0.166009545548869,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Batys Kazakhstan,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Zhambyl,0.0364404926754609,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Karagandy,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Kostanay,0.0705741204700236,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Kyzylorda,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Mangistau,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Ontustik Kazakhstan,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Pavlodar,0.0,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Soltustik Kazakhstan,0.0901063254640475,KAZ,,,,,,,
2015.0,age: 10-14 years old,rural,Shygys Kazakhstan,0.0,KAZ,,,,,,,
2015.0,15-19,,,30.947651865577136,KAZ,,,,,,,
2015.0,,,Akmola,30.374421539756,KAZ,,,,,,,
2015.0,,,Aktobe,30.162059103908483,KAZ,,,,,,,
2015.0,,,Almaty,36.08312184335503,KAZ,,,,,,,
2015.0,,,Atyrau,39.80300542997853,KAZ,,,,,,,
2015.0,,,Batys Kazakhstan,25.955840064014403,KAZ,,,,,,,
2015.0,,,Zhambyl,46.00266277816522,KAZ,,,,,,,
2015.0,,,Karagandy,28.304355065052444,KAZ,,,,,,,
2015.0,,,Kostanay,26.603476771739786,KAZ,,,,,,,
2015.0,,,Kyzylorda,24.46757185195396,KAZ,,,,,,,
2015.0,,,Mangistau,48.40312278211498,KAZ,,,,,,,
2015.0,,,Ontustik Kazakhstan,35.01186581720037,KAZ,,,,,,,
2015.0,,,Pavlodar,29.561355333221904,KAZ,,,,,,,
2015.0,,,Soltustik Kazakhstan,26.51594865165499,KAZ,,,,,,,
2015.0,,,Shygys Kazakhstan,24.069402255058435,KAZ,,,,,,,
2015.0,,,Nur-Sultan city,23.002210795638025,KAZ,,,,,,,
2015.0,,,Almaty city,12.937644441564611,KAZ,,,,,,,
2015.0,,urban,,27.55982964303374,KAZ,,,,,,,
2015.0,,urban,Akmola,29.029949913114585,KAZ,,,,,,,
2015.0,,urban,Aktobe,34.56196769975615,KAZ,,,,,,,
2015.0,,urban,Almaty,36.72985781990521,KAZ,,,,,,,
2015.0,,urban,Atyrau,38.982647967672925,KAZ,,,,,,,
2015.0,,urban,Batys Kazakhstan,25.035260930888576,KAZ,,,,,,,
2015.0,,urban,Zhambyl,35.83486545211433,KAZ,,,,,,,
2015.0,,urban,Karagandy,29.108356657337065,KAZ,,,,,,,
2015.0,,urban,Kostanay,25.71133186497056,KAZ,,,,,,,
2015.0,,urban,Kyzylorda,26.1820144855819,KAZ,,,,,,,
2015.0,,urban,Mangistau,41.90067520666372,KAZ,,,,,,,
2015.0,,urban,Ontustik Kazakhstan,34.447062969407305,KAZ,,,,,,,
2015.0,,urban,Pavlodar,25.68480439462549,KAZ,,,,,,,
2015.0,,urban,Soltustik Kazakhstan,23.75212072506474,KAZ,,,,,,,
2015.0,,urban,Shygys Kazakhstan,24.666031699514008,KAZ,,,,,,,
2015.0,,urban,Nur-Sultan city,23.002210795638025,KAZ,,,,,,,
2015.0,,urban,Almaty city,12.937644441564611,KAZ,,,,,,,
2015.0,,rural,,34.3547915612055,KAZ,,,,,,,
2015.0,,rural,Akmola,31.314792307142348,KAZ,,,,,,,
2015.0,,rural,Aktobe,25.00724547675237,KAZ,,,,,,,
2015.0,,rural,Almaty,35.89404977106177,KAZ,,,,,,,
2015.0,,rural,Atyrau,40.409364430974655,KAZ,,,,,,,
2015.0,,rural,Batys Kazakhstan,26.63764961915125,KAZ,,,,,,,
2015.0,,rural,Zhambyl,52.21654749744637,KAZ,,,,,,,
2015.0,,rural,Karagandy,25.972821297713462,KAZ,,,,,,,
2015.0,,rural,Kostanay,27.313027313027312,KAZ,,,,,,,
2015.0,,rural,Kyzylorda,23.403245175524336,KAZ,,,,,,,
2015.0,,rural,Mangistau,52.30291791242478,KAZ,,,,,,,
2015.0,,rural,Ontustik Kazakhstan,35.38810273113405,KAZ,,,,,,,
2015.0,,rural,Pavlodar,36.55352480417755,KAZ,,,,,,,
2015.0,,rural,Soltustik Kazakhstan,27.918781725888326,KAZ,,,,,,,
2015.0,,rural,Shygys Kazakhstan,23.40454483603212,KAZ,,,,,,,
2016.0,age: 10-14 years old,,,0.0162248504677218,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Akmola,0.0414439056736706,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Aktobe,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Almaty,0.0141013889868152,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Atyrau,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Batys Kazakhstan,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Zhambyl,0.0440693651807945,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Karagandy,0.0229391996513241,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Kostanay,0.0389241368572651,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Kyzylorda,0.095568793603262,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Mangistau,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Ontustik Kazakhstan,0.0077102191244275,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Pavlodar,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Shygys Kazakhstan,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Nur-Sultan city,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,,Almaty city,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,,0.0129748385443528,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Akmola,0.0980199960792001,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Aktobe,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Almaty,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Atyrau,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Batys Kazakhstan,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Zhambyl,0.0599970001499925,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Karagandy,0.0308475360530577,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Kostanay,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Kyzylorda,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Mangistau,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Ontustik Kazakhstan,0.0186598496016122,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Pavlodar,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Shygys Kazakhstan,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Nur-Sultan city,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,urban,Almaty city,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,,0.0194773891858289,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Akmola,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Aktobe,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Almaty,0.0181435517816967,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Atyrau,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Batys Kazakhstan,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Zhambyl,0.03482439797322,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Karagandy,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Kostanay,0.0718003949021719,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Kyzylorda,0.1592737118738552,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Mangistau,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Ontustik Kazakhstan,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Pavlodar,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2016.0,age: 10-14 years old,rural,Shygys Kazakhstan,0.0,KAZ,,,,,,,
2016.0,15-19,,,28.10458708900485,KAZ,,,,,,,
2016.0,,,Akmola,26.028811201364267,KAZ,,,,,,,
2016.0,,,Aktobe,25.86516584840139,KAZ,,,,,,,
2016.0,,,Almaty,35.01756005024482,KAZ,,,,,,,
2016.0,,,Atyrau,35.11327281712487,KAZ,,,,,,,
2016.0,,,Batys Kazakhstan,26.18286774559324,KAZ,,,,,,,
2016.0,,,Zhambyl,41.08942065491184,KAZ,,,,,,,
2016.0,,,Karagandy,24.049562792575674,KAZ,,,,,,,
2016.0,,,Kostanay,24.55622514655844,KAZ,,,,,,,
2016.0,,,Kyzylorda,21.58428663932657,KAZ,,,,,,,
2016.0,,,Mangistau,42.24941724941725,KAZ,,,,,,,
2016.0,,,Ontustik Kazakhstan,31.771182664043828,KAZ,,,,,,,
2016.0,,,Pavlodar,25.180846537007834,KAZ,,,,,,,
2016.0,,,Soltustik Kazakhstan,26.1332171857014,KAZ,,,,,,,
2016.0,,,Shygys Kazakhstan,22.96335318987992,KAZ,,,,,,,
2016.0,,,Nur-Sultan city,18.71146076972145,KAZ,,,,,,,
2016.0,,,Almaty city,13.499080609110228,KAZ,,,,,,,
2016.0,,urban,,25.18400379322608,KAZ,,,,,,,
2016.0,,urban,Akmola,25.883737098240548,KAZ,,,,,,,
2016.0,,urban,Aktobe,30.060483140777222,KAZ,,,,,,,
2016.0,,urban,Almaty,37.002987818892215,KAZ,,,,,,,
2016.0,,urban,Atyrau,40.14554275318376,KAZ,,,,,,,
2016.0,,urban,Batys Kazakhstan,25.696418419556565,KAZ,,,,,,,
2016.0,,urban,Zhambyl,31.9368251860652,KAZ,,,,,,,
2016.0,,urban,Karagandy,23.858675420488,KAZ,,,,,,,
2016.0,,urban,Kostanay,22.08927749654855,KAZ,,,,,,,
2016.0,,urban,Kyzylorda,22.544580984939483,KAZ,,,,,,,
2016.0,,urban,Mangistau,40.10125233146815,KAZ,,,,,,,
2016.0,,urban,Ontustik Kazakhstan,31.73533672472459,KAZ,,,,,,,
2016.0,,urban,Pavlodar,23.254912600286808,KAZ,,,,,,,
2016.0,,urban,Soltustik Kazakhstan,21.914550242079333,KAZ,,,,,,,
2016.0,,urban,Shygys Kazakhstan,23.7741456166419,KAZ,,,,,,,
2016.0,,urban,Nur-Sultan city,18.71146076972145,KAZ,,,,,,,
2016.0,,urban,Almaty city,13.499080609110228,KAZ,,,,,,,
2016.0,,rural,,31.119631844965497,KAZ,,,,,,,
2016.0,,rural,Akmola,26.13368384428036,KAZ,,,,,,,
2016.0,,rural,Aktobe,20.715714603245164,KAZ,,,,,,,
2016.0,,rural,Almaty,34.44748737915333,KAZ,,,,,,,
2016.0,,rural,Atyrau,31.333970943207174,KAZ,,,,,,,
2016.0,,rural,Batys Kazakhstan,26.58621664938249,KAZ,,,,,,,
2016.0,,rural,Zhambyl,46.59174456464657,KAZ,,,,,,,
2016.0,,rural,Karagandy,24.609278094765564,KAZ,,,,,,,
2016.0,,rural,Kostanay,26.537551744529864,KAZ,,,,,,,
2016.0,,rural,Kyzylorda,20.9720176730486,KAZ,,,,,,,
2016.0,,rural,Mangistau,43.48158337154211,KAZ,,,,,,,
2016.0,,rural,Ontustik Kazakhstan,31.7951646105994,KAZ,,,,,,,
2016.0,,rural,Pavlodar,28.69257950530035,KAZ,,,,,,,
2016.0,,rural,Soltustik Kazakhstan,28.57142857142857,KAZ,,,,,,,
2016.0,,rural,Shygys Kazakhstan,22.02540496445636,KAZ,,,,,,,
2017.0,age: 10-14 years old,,,0.0200450705702128,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Akmola,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Aktobe,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Almaty,0.0400069345353194,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Atyrau,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Batys Kazakhstan,0.0943618778013682,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Zhambyl,0.0,KAZ,,,,,,,
2017.0,age: 10-14 years old,,Karagandy,0.0220580125730671,KAZ,,,,,,,
