Year,UNIT_MEASURE,Value,M49_country_code
2010,units,7.78,KAZ
2011,units,8.18,KAZ
2012,units,8.1,KAZ
2013,units,7.93,KAZ
2014,units,8.15,KAZ
2015,units,8.14,KAZ
2016,units,8.51,KAZ
2017,units,7.95,KAZ
2018,units,8.26,KAZ
2019,units,8.04,KAZ
2020,units,7.93,KAZ
