unique_id,col_caption_name,col_caption_name1_empty,year,value,M49_country_code
18_186_,Animals,True,2000,113,UZB
18_186_,Animals,True,2001,113,UZB
18_186_,Animals,True,2002,113,UZB
18_186_,Animals,True,2003,184,UZB
18_186_,Animals,True,2004,184,UZB
18_186_,Animals,True,2005,184,UZB
18_186_,Animals,True,2006,184,UZB
18_186_,Animals,True,2007,184,UZB
18_186_,Animals,True,2008,184,UZB
18_186_,Animals,True,2009,184,UZB
18_186_,Animals,True,2010,184,UZB
18_186_,Animals,True,2011,184,UZB
18_186_,Animals,True,2012,184,UZB
18_186_,Animals,True,2013,184,UZB
18_186_,Animals,True,2014,184,UZB
18_186_,Animals,True,2015,184,UZB
18_186_,Animals,True,2016,184,UZB
18_186_,Animals,True,2017,184,UZB
18_186_,Animals,True,2018,184,UZB
18_186_,Animals,True,2019,206,UZB
18_186_,Animals,True,2020,206,UZB
18_186_,Animals,True,2021,206,UZB
18_187_,Plants,True,2000,301,UZB
18_187_,Plants,True,2001,301,UZB
18_187_,Plants,True,2002,301,UZB
18_187_,Plants,True,2003,301,UZB
18_187_,Plants,True,2004,301,UZB
18_187_,Plants,True,2005,301,UZB
18_187_,Plants,True,2006,305,UZB
18_187_,Plants,True,2007,305,UZB
18_187_,Plants,True,2008,305,UZB
18_187_,Plants,True,2009,324,UZB
18_187_,Plants,True,2010,324,UZB
18_187_,Plants,True,2011,324,UZB
18_187_,Plants,True,2012,324,UZB
18_187_,Plants,True,2013,324,UZB
18_187_,Plants,True,2014,324,UZB
18_187_,Plants,True,2015,324,UZB
18_187_,Plants,True,2016,324,UZB
18_187_,Plants,True,2017,324,UZB
18_187_,Plants,True,2018,324,UZB
18_187_,Plants,True,2019,314,UZB
18_187_,Plants,True,2020,314,UZB
18_187_,Plants,True,2021,314,UZB
