Year,UNIT_MEASURE,SERIES,Regions,Value,M49_country_code,Reference area,GeoCode,unique_id,col_caption_name,col_caption_name1_empty,year,value
2010.0,thousand of tenge,_L_KZ_010502_1B,Pavlodar,0.0,KAZ,,,,,,,
2010.0,thousand of tenge,_L_KZ_010502_1B,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2010.0,thousand of tenge,_L_KZ_010502_1B,Turkistan,0.0,KAZ,,,,,,,
2010.0,thousand of tenge,_L_KZ_010502_1B,Shygys Kazakhstan,30600.0,KAZ,,,,,,,
2010.0,thousand of tenge,_L_KZ_010502_1B,Nur-Sultan city,0.0,KAZ,,,,,,,
2010.0,thousand of tenge,_L_KZ_010502_1B,Almaty city,0.0,KAZ,,,,,,,
2010.0,thousand of tenge,_L_KZ_010502_1B,Shymkent city,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,,325575.2,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Akmola,578.3,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Aktobe,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Almaty,280.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Atyrau,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Batys Kazakhstan,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Zhambyl,64.9,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Karagandy,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Kostanay,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Kyzylorda,4500.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Mangistau,120853.4,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Pavlodar,91298.6,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Turkistan,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Shygys Kazakhstan,108000.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Nur-Sultan city,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Almaty city,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1A,Shymkent city,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,,949121.4,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Akmola,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Aktobe,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Almaty,367400.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Atyrau,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Batys Kazakhstan,274747.9,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Zhambyl,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Karagandy,255073.5,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Kostanay,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Kyzylorda,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Mangistau,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Pavlodar,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Turkistan,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Shygys Kazakhstan,51900.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Nur-Sultan city,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Almaty city,0.0,KAZ,,,,,,,
2011.0,thousand of tenge,_L_KZ_010502_1B,Shymkent city,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,,1238491.2,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Akmola,7579.2,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Aktobe,2000.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Almaty,867.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Atyrau,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Batys Kazakhstan,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Zhambyl,55.5,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Karagandy,74.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Kostanay,20400.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Kyzylorda,9700.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Mangistau,34652.9,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Pavlodar,76462.6,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Turkistan,977400.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Shygys Kazakhstan,109300.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Nur-Sultan city,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Almaty city,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1A,Shymkent city,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,,1484323.6,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Akmola,57044.3,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Aktobe,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Almaty,970900.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Atyrau,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Batys Kazakhstan,407495.3,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Zhambyl,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Karagandy,14384.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Kostanay,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Kyzylorda,21500.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Mangistau,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Pavlodar,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Turkistan,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Shygys Kazakhstan,13000.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Nur-Sultan city,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Almaty city,0.0,KAZ,,,,,,,
2012.0,thousand of tenge,_L_KZ_010502_1B,Shymkent city,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,,385119.9,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Akmola,56392.5,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Aktobe,2000.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Almaty,1363.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Atyrau,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Batys Kazakhstan,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Zhambyl,59.3,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Karagandy,3500.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Kostanay,36800.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Kyzylorda,93800.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Mangistau,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Pavlodar,138605.1,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Soltustik Kazakhstan,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Turkistan,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Shygys Kazakhstan,52600.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Nur-Sultan city,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Almaty city,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1A,Shymkent city,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,,1238029.8,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,Akmola,25791.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,Aktobe,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,Almaty,927600.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,Atyrau,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,Batys Kazakhstan,274838.8,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,Zhambyl,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,Karagandy,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,Kostanay,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,Kyzylorda,7600.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,Mangistau,0.0,KAZ,,,,,,,
2013.0,thousand of tenge,_L_KZ_010502_1B,Pavlodar,0.0,KAZ,,,,,,,
