Year,UNIT_MEASURE,Value,M49_country_code
2012,Percent,17.0,KAZ
2013,Percent,18.0,KAZ
2014,Percent,23.0,KAZ
2015,Percent,23.12,KAZ
2016,Percent,26.8,KAZ
2017,Percent,30.86,KAZ
2018,Percent,32.2,KAZ
2019,Percent,34.0,KAZ
