Year,UNIT_MEASURE,SERIES,Regions,Value,M49_country_code,Unit multiplier,COMPOSITE_BREAKDOWN,unique_id,col_caption_name,year,value
2017.0,mln.people,Passengers transported by all means of transport,,22744.7,KAZ,,,,,,
2017.0,mln.people,Railway transport,,22.9,KAZ,,,,,,
2017.0,mln.people,Automobile,,22643.6,KAZ,,,,,,
2017.0,mln.people,Inland water еransport,,0.1,KAZ,,,,,,
2017.0,mln.people,Air,,7.4,KAZ,,,,,,
2017.0,mln.people,City electric transport,,70.6,KAZ,,,,,,
2017.0,mln.people,,Akmola,1643.9,KAZ,,,,,,
2017.0,mln.people,,Aktobe,294.7,KAZ,,,,,,
2017.0,mln.people,,Almaty,873.0,KAZ,,,,,,
2017.0,mln.people,,Batys Kazakhstan,451.5,KAZ,,,,,,
2017.0,mln.people,,Zhambyl,957.3,KAZ,,,,,,
2017.0,mln.people,,Kostanay,1796.6,KAZ,,,,,,
2017.0,mln.people,,Kyzylorda,367.5,KAZ,,,,,,
2017.0,mln.people,,Mangistau,88.8,KAZ,,,,,,
2017.0,mln.people,,Ontustik Kazakhstan,2607.6,KAZ,,,,,,
2017.0,mln.people,,Pavlodar,1225.0,KAZ,,,,,,
2017.0,mln.people,,Soltustik Kazakhstan,501.6,KAZ,,,,,,
2017.0,mln.people,,Shygys Kazakhstan,1709.2,KAZ,,,,,,
2017.0,mln.people,,Almaty city,5097.2,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,,3322.3,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Akmola,116.1,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Aktobe,76.8,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Almaty,181.1,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Atyrau,75.9,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,39.3,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Zhambyl,100.1,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Karagandy,795.5,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Kostanay,291.5,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Kyzylorda,104.6,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Mangistau,236.5,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Pavlodar,88.6,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,51.4,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,600.2,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1J,Almaty city,254.5,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,,22690.3,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Akmola,1643.9,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Aktobe,294.7,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Almaty,872.6,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Atyrau,181.0,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Batys Kazakhstan,421.7,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Zhambyl,957.9,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Karagandy,2397.7,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Kostanay,1796.5,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Kyzylorda,367.5,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Mangistau,88.8,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Ontustik Kazakhstan,2605.6,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Pavlodar,1225.0,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,501.6,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,1708.8,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Nur-Sultan city,2528.4,KAZ,,,,,,
2017.0,mln.people,Passengers transported by all means of transport,Almaty city,5098.6,KAZ,,,,,,
2017.0,tons,transported by air,,22449.9,KAZ,,,,,,
2017.0,tons,transported by air,Almaty city,20345.2,KAZ,,,,,,
2017.0,thousand people,passengers transported by air,,7363.7,KAZ,,,,,,
2017.0,thousand people,passengers transported by air,Almaty,10.6,KAZ,,,,,,
2017.0,thousand people,passengers transported by air,Atyrau,0.2,KAZ,,,,,,
2017.0,thousand people,passengers transported by air,Ontustik Kazakhstan,1931.8,KAZ,,,,,,
2017.0,thousand people,passengers transported by air,Almaty city,33.2,KAZ,,,,,,
2017.0,thousand people,passengers transported by air,Shymkent city,4467.0,KAZ,,,,,,
2017.0,millions tonnes,performance indicators of pipeline transport,,232.8,KAZ,,,,,,
2017.0,millions tonnes,performance indicators of pipeline transport,Atyrau,78.3,KAZ,,,,,,
2017.0,millions tonnes,performance indicators of pipeline transport,Pavlodar,43.5,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1R,,2.1,KAZ,,,,,,
2017.0,millions tonnes,_L_KZ_090102_1R,Mangistau,2.1,KAZ,,,,,,
2018.0,millions tonnes,Cargo transported by all means of transport,,4103.8,KAZ,,,,,,
2018.0,millions tonnes,Pipeline,,281.4,KAZ,,,,,,
2018.0,millions tonnes,Railway,,397.9,KAZ,,,,,,
2018.0,millions tonnes,Air,,0.0,KAZ,,,,,,
2018.0,millions tonnes,Inland water еransport,,1.2,KAZ,,,,,,
2018.0,millions tonnes,,Akmola,126.5,KAZ,,,,,,
2018.0,millions tonnes,,Aktobe,79.1,KAZ,,,,,,
2018.0,millions tonnes,,Almaty,184.6,KAZ,,,,,,
2018.0,millions tonnes,,Atyrau,174.3,KAZ,,,,,,
2018.0,millions tonnes,,Zhambyl,103.9,KAZ,,,,,,
2018.0,millions tonnes,,Karagandy,821.2,KAZ,,,,,,
2018.0,millions tonnes,,Kostanay,297.1,KAZ,,,,,,
2018.0,millions tonnes,,Kyzylorda,104.7,KAZ,,,,,,
2018.0,millions tonnes,,Mangistau,238.5,KAZ,,,,,,
2018.0,millions tonnes,,Pavlodar,142.2,KAZ,,,,,,
2018.0,millions tonnes,,Soltustik Kazakhstan,51.5,KAZ,,,,,,
2018.0,millions tonnes,,Turkistan,71.0,KAZ,,,,,,
2018.0,millions tonnes,,Shygys Kazakhstan,631.5,KAZ,,,,,,
2018.0,millions tonnes,,Nur-Sultan city,154.2,KAZ,,,,,,
2018.0,millions tonnes,,Almaty city,247.0,KAZ,,,,,,
2018.0,mln.people,Passengers transported by all means of transport,,23021.6,KAZ,,,,,,
2018.0,mln.people,Railway transport,,23.1,KAZ,,,,,,
2018.0,mln.people,Automobile,,22911.5,KAZ,,,,,,
2018.0,mln.people,Air,,7.6,KAZ,,,,,,
2018.0,mln.people,City electric transport,,69.7,KAZ,,,,,,
2018.0,mln.people,,Aktobe,304.3,KAZ,,,,,,
2018.0,mln.people,,Zhambyl,987.4,KAZ,,,,,,
2018.0,mln.people,,Kostanay,1805.6,KAZ,,,,,,
2018.0,mln.people,,Kyzylorda,397.4,KAZ,,,,,,
2018.0,mln.people,,Soltustik Kazakhstan,507.4,KAZ,,,,,,
2018.0,mln.people,,Turkistan,820.6,KAZ,,,,,,
2018.0,mln.people,,Almaty city,5202.2,KAZ,,,,,,
2018.0,mln.people,,Shymkent city,1808.1,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Akmola,126.5,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Aktobe,79.1,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Almaty,184.6,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,39.5,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Zhambyl,103.9,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Karagandy,821.2,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Kostanay,297.1,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Kyzylorda,104.7,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,51.5,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Turkistan,71.0,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,631.1,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Nur-Sultan city,154.2,KAZ,,,,,,
2018.0,millions tonnes,_L_KZ_090102_1J,Almaty city,247.0,KAZ,,,,,,
2018.0,mln.people,Passengers transported by all means of transport,,22982.2,KAZ,,,,,,
2018.0,mln.people,Passengers transported by all means of transport,Aktobe,304.3,KAZ,,,,,,
2018.0,mln.people,Passengers transported by all means of transport,Zhambyl,987.4,KAZ,,,,,,
2018.0,mln.people,Passengers transported by all means of transport,Kostanay,1805.6,KAZ,,,,,,
2018.0,mln.people,Passengers transported by all means of transport,Kyzylorda,397.4,KAZ,,,,,,
2018.0,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,507.4,KAZ,,,,,,
2018.0,mln.people,Passengers transported by all means of transport,Turkistan,820.6,KAZ,,,,,,
2018.0,mln.people,Passengers transported by all means of transport,Almaty city,5197.8,KAZ,,,,,,
2018.0,mln.people,Passengers transported by all means of transport,Shymkent city,1805.9,KAZ,,,,,,
2018.0,tons,transported by air,,44140.0,KAZ,,,,,,
2018.0,tons,transported by air,Almaty city,40560.0,KAZ,,,,,,
2018.0,thousand people,passengers transported by air,,7555.6,KAZ,,,,,,
2018.0,thousand people,passengers transported by air,Almaty city,33.4,KAZ,,,,,,
2018.0,thousand people,passengers transported by air,Shymkent city,4380.2,KAZ,,,,,,
2018.0,millions tonnes,performance indicators of pipeline transport,,281.4,KAZ,,,,,,
2019.0,millions tonnes,Cargo transported by all means of transport,,4222.7,KAZ,,,,,,
2019.0,millions tonnes,Pipeline,,273.0,KAZ,,,,,,
2019.0,millions tonnes,Railway,,397.0,KAZ,,,,,,
2019.0,millions tonnes,Automobile,,3550.5,KAZ,,,,,,
2019.0,millions tonnes,Air,,0.0,KAZ,,,,,,
2019.0,millions tonnes,Inland water еransport,,1.3,KAZ,,,,,,
2019.0,millions tonnes,nautical,,0.8,KAZ,,,,,,
2019.0,millions tonnes,,Akmola,130.0,KAZ,,,,,,
2019.0,millions tonnes,,Aktobe,83.0,KAZ,,,,,,
2019.0,millions tonnes,,Almaty,197.1,KAZ,,,,,,
2019.0,millions tonnes,,Atyrau,175.7,KAZ,,,,,,
2019.0,millions tonnes,,Batys Kazakhstan,40.0,KAZ,,,,,,
2019.0,millions tonnes,,Zhambyl,103.4,KAZ,,,,,,
2019.0,millions tonnes,,Karagandy,864.6,KAZ,,,,,,
2019.0,millions tonnes,,Kostanay,320.1,KAZ,,,,,,
2019.0,millions tonnes,,Kyzylorda,107.0,KAZ,,,,,,
2019.0,millions tonnes,,Mangistau,233.0,KAZ,,,,,,
2019.0,millions tonnes,,Pavlodar,133.8,KAZ,,,,,,
2019.0,millions tonnes,,Soltustik Kazakhstan,52.3,KAZ,,,,,,
2019.0,millions tonnes,,Turkistan,86.0,KAZ,,,,,,
2019.0,millions tonnes,,Shygys Kazakhstan,661.5,KAZ,,,,,,
2019.0,millions tonnes,,Nur-Sultan city,155.1,KAZ,,,,,,
2019.0,millions tonnes,,Almaty city,257.5,KAZ,,,,,,
2019.0,millions tonnes,,Shymkent city,111.2,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,,23835.9,KAZ,,,,,,
2019.0,mln.people,Railway transport,,22.4,KAZ,,,,,,
2019.0,mln.people,Automobile,,23719.2,KAZ,,,,,,
2019.0,mln.people,Inland water еransport,,0.0,KAZ,,,,,,
2019.0,mln.people,nautical,,0.1,KAZ,,,,,,
2019.0,mln.people,Air,,8.6,KAZ,,,,,,
2019.0,mln.people,City electric transport,,85.5,KAZ,,,,,,
2019.0,mln.people,,Akmola,1744.9,KAZ,,,,,,
2019.0,mln.people,,Aktobe,319.5,KAZ,,,,,,
2019.0,mln.people,,Almaty,937.9,KAZ,,,,,,
2019.0,mln.people,,Atyrau,195.2,KAZ,,,,,,
2019.0,mln.people,,Batys Kazakhstan,429.4,KAZ,,,,,,
2019.0,mln.people,,Zhambyl,1056.3,KAZ,,,,,,
2019.0,mln.people,,Karagandy,2474.0,KAZ,,,,,,
2019.0,mln.people,,Kostanay,1868.6,KAZ,,,,,,
2019.0,mln.people,,Kyzylorda,405.8,KAZ,,,,,,
2019.0,mln.people,,Mangistau,90.4,KAZ,,,,,,
2019.0,mln.people,,Pavlodar,1237.7,KAZ,,,,,,
2019.0,mln.people,,Soltustik Kazakhstan,508.7,KAZ,,,,,,
2019.0,mln.people,,Turkistan,997.9,KAZ,,,,,,
2019.0,mln.people,,Shygys Kazakhstan,1716.3,KAZ,,,,,,
2019.0,mln.people,,Nur-Sultan city,2574.2,KAZ,,,,,,
2019.0,mln.people,,Almaty city,5588.9,KAZ,,,,,,
2019.0,mln.people,,Shymkent city,1667.6,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,,3550.5,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Akmola,130.0,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Aktobe,83.0,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Almaty,197.1,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Atyrau,61.5,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,40.0,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Zhambyl,103.4,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Karagandy,864.6,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Kostanay,320.1,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Kyzylorda,107.0,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Mangistau,232.2,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Pavlodar,88.7,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,52.3,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Turkistan,86.0,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,660.9,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Nur-Sultan city,155.1,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Almaty city,257.4,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1J,Shymkent city,111.2,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,,23804.7,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Akmola,1744.9,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Aktobe,319.5,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Almaty,937.8,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Atyrau,195.2,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Batys Kazakhstan,428.7,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Zhambyl,1056.3,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Karagandy,2474.0,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Kostanay,1868.6,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Kyzylorda,405.8,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Mangistau,90.4,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Pavlodar,1237.7,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,508.7,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Turkistan,997.9,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,1716.3,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Nur-Sultan city,2574.1,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Almaty city,5583.4,KAZ,,,,,,
2019.0,mln.people,Passengers transported by all means of transport,Shymkent city,1665.2,KAZ,,,,,,
2019.0,tons,transported by air,,26721.1,KAZ,,,,,,
2019.0,tons,transported by air,Almaty city,22551.1,KAZ,,,,,,
2019.0,thousand people,passengers transported by air,,8644.9,KAZ,,,,,,
2019.0,thousand people,passengers transported by air,Almaty,12.7,KAZ,,,,,,
2019.0,thousand people,passengers transported by air,Turkistan,0.0,KAZ,,,,,,
2019.0,thousand people,passengers transported by air,Shygys Kazakhstan,0.0,KAZ,,,,,,
2019.0,thousand people,passengers transported by air,Shymkent city,5538.3,KAZ,,,,,,
2019.0,millions tonnes,performance indicators of pipeline transport,,273.0,KAZ,,,,,,
2019.0,millions tonnes,performance indicators of pipeline transport,Atyrau,114.2,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1R,,0.8,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1R,Mangistau,0.8,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1S,,0.1,KAZ,,,,,,
2019.0,millions tonnes,_L_KZ_090102_1S,Mangistau,0.1,KAZ,,,,,,
2020.0,millions tonnes,Cargo transported by all means of transport,,3944.8,KAZ,,,,,,
2020.0,millions tonnes,Pipeline,,253.7,KAZ,,,,,,
2020.0,millions tonnes,Railway,,402.3,KAZ,,,,,,
2020.0,millions tonnes,Automobile,,3287.0,KAZ,,,,,,
2020.0,millions tonnes,Air,,0.02,KAZ,,,,,,
2020.0,millions tonnes,Inland water еransport,,0.9,KAZ,,,,,,
2020.0,millions tonnes,,Akmola,134.5,KAZ,,,,,,
2020.0,millions tonnes,,Aktobe,89.6,KAZ,,,,,,
2020.0,millions tonnes,,Almaty,193.6,KAZ,,,,,,
2020.0,millions tonnes,,Atyrau,125.8,KAZ,,,,,,
2020.0,millions tonnes,,Batys Kazakhstan,62.3,KAZ,,,,,,
2020.0,millions tonnes,,Zhambyl,95.6,KAZ,,,,,,
2020.0,millions tonnes,,Karagandy,749.0,KAZ,,,,,,
2020.0,millions tonnes,,Kostanay,318.0,KAZ,,,,,,
2020.0,millions tonnes,,Kyzylorda,87.8,KAZ,,,,,,
2020.0,millions tonnes,,Mangistau,227.5,KAZ,,,,,,
2020.0,millions tonnes,,Pavlodar,105.7,KAZ,,,,,,
2020.0,millions tonnes,,Soltustik Kazakhstan,61.0,KAZ,,,,,,
2020.0,millions tonnes,,Turkistan,83.4,KAZ,,,,,,
2020.0,millions tonnes,,Shygys Kazakhstan,646.7,KAZ,,,,,,
2020.0,millions tonnes,,Nur-Sultan city,141.7,KAZ,,,,,,
2020.0,millions tonnes,,Almaty city,252.3,KAZ,,,,,,
2020.0,millions tonnes,,Shymkent city,116.8,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,,8324.0,KAZ,,,,,,
2020.0,mln.people,Railway transport,,13.2,KAZ,,,,,,
2020.0,mln.people,Automobile,,8377.7,KAZ,,,,,,
2020.0,mln.people,Inland water еransport,,0.0397,KAZ,,,,,,
2020.0,mln.people,nautical,,0.04,KAZ,,,,,,
2020.0,mln.people,Air,,5.5,KAZ,,,,,,
2020.0,mln.people,City electric transport,,53.7,KAZ,,,,,,
2020.0,mln.people,,Akmola,540.6,KAZ,,,,,,
2020.0,mln.people,,Aktobe,115.5,KAZ,,,,,,
2020.0,mln.people,,Almaty,379.5,KAZ,,,,,,
2020.0,mln.people,,Atyrau,72.3,KAZ,,,,,,
2020.0,mln.people,,Batys Kazakhstan,144.0,KAZ,,,,,,
2020.0,mln.people,,Zhambyl,449.1,KAZ,,,,,,
2020.0,mln.people,,Karagandy,896.4,KAZ,,,,,,
2020.0,mln.people,,Kostanay,700.1,KAZ,,,,,,
2020.0,mln.people,,Kyzylorda,118.3,KAZ,,,,,,
2020.0,mln.people,,Mangistau,31.4,KAZ,,,,,,
2020.0,mln.people,,Pavlodar,576.3,KAZ,,,,,,
2020.0,mln.people,,Soltustik Kazakhstan,157.2,KAZ,,,,,,
2020.0,mln.people,,Turkistan,346.1,KAZ,,,,,,
2020.0,mln.people,,Shygys Kazakhstan,722.7,KAZ,,,,,,
2020.0,mln.people,,Nur-Sultan city,690.3,KAZ,,,,,,
2020.0,mln.people,,Almaty city,1949.8,KAZ,,,,,,
2020.0,mln.people,,Shymkent city,495.5,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,,3287.0,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Akmola,134.5,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Aktobe,82.0,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Almaty,191.8,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Atyrau,42.7,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,33.1,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Zhambyl,94.3,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Karagandy,733.3,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Kostanay,308.2,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Kyzylorda,87.6,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Mangistau,207.8,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Pavlodar,94.0,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,50.0,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Turkistan,75.9,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,646.5,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Nur-Sultan city,141.7,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Almaty city,252.3,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1J,Shymkent city,111.6,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,,8377.7,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Akmola,540.6,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Aktobe,115.5,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Almaty,379.4,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Atyrau,72.3,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Batys Kazakhstan,143.9,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Zhambyl,449.1,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Karagandy,896.4,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Kostanay,700.1,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Kyzylorda,118.3,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Mangistau,31.4,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Pavlodar,576.3,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,157.2,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Turkistan,346.1,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,722.7,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Nur-Sultan city,688.2,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Almaty city,1946.1,KAZ,,,,,,
2020.0,mln.people,Passengers transported by all means of transport,Shymkent city,494.1,KAZ,,,,,,
2020.0,tons,transported by air,,23421.6,KAZ,,,,,,
2020.0,tons,transported by air,Almaty city,15819.7,KAZ,,,,,,
2020.0,thousand people,passengers transported by air,,5494.5,KAZ,,,,,,
2020.0,thousand people,passengers transported by air,Almaty,11.8,KAZ,,,,,,
2020.0,thousand people,passengers transported by air,Turkistan,0.0,KAZ,,,,,,
2020.0,thousand people,passengers transported by air,Shygys Kazakhstan,0.0,KAZ,,,,,,
2020.0,thousand people,passengers transported by air,Almaty city,3712.5,KAZ,,,,,,
2020.0,thousand people,passengers transported by air,Shymkent city,1331.8,KAZ,,,,,,
2020.0,millions tonnes,performance indicators of pipeline transport,,253.7,KAZ,,,,,,
2020.0,millions tonnes,performance indicators of pipeline transport,Aktobe,7.6,KAZ,,,,,,
2020.0,millions tonnes,performance indicators of pipeline transport,Atyrau,83.1,KAZ,,,,,,
2020.0,millions tonnes,performance indicators of pipeline transport,Batys Kazakhstan,29.3,KAZ,,,,,,
2020.0,millions tonnes,performance indicators of pipeline transport,Mangistau,18.8,KAZ,,,,,,
2020.0,millions tonnes,performance indicators of pipeline transport,Turkistan,7.5,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1S,,0.0,KAZ,,,,,,
2020.0,millions tonnes,_L_KZ_090102_1S,Mangistau,0.0,KAZ,,,,,,
2007.0,Number,Passenger volume (passenger kilometres),,7037.4,KGZ,Millions,,,,,
2008.0,Number,Passenger volume (passenger kilometres),,7541.0,KGZ,Millions,,,,,
2009.0,Number,Passenger volume (passenger kilometres),,7834.7,KGZ,Millions,,,,,
2010.0,Number,Passenger volume (passenger kilometres),,8122.4,KGZ,Millions,,,,,
2014.0,Number,Passenger volume (passenger kilometres),,10776.8,KGZ,Millions,,,,,
2015.0,Number,Passenger volume (passenger kilometres),,11012.5,KGZ,Millions,,,,,
2016.0,Number,Passenger volume (passenger kilometres),,11333.6,KGZ,Millions,,,,,
2017.0,Number,Passenger volume (passenger kilometres),,12279.3,KGZ,Millions,,,,,
2018.0,Number,Passenger volume (passenger kilometres),,12516.2,KGZ,Millions,,,,,
2019.0,Number,Passenger volume (passenger kilometres),,13135.1,KGZ,Millions,,,,,
2020.0,Number,Passenger volume (passenger kilometres),,7381.8,KGZ,Millions,,,,,
2021.0,Number,Passenger volume (passenger kilometres),,9090.7,KGZ,Millions,,,,,
2007.0,Number,Passenger volume (passenger kilometres),,59.9,KGZ,Millions,Mode of Transport: Rail,,,,
2008.0,Number,Passenger volume (passenger kilometres),,90.2,KGZ,Millions,Mode of Transport: Rail,,,,
2009.0,Number,Passenger volume (passenger kilometres),,106.1,KGZ,Millions,Mode of Transport: Rail,,,,
2010.0,Number,Passenger volume (passenger kilometres),,98.7,KGZ,Millions,Mode of Transport: Rail,,,,
2014.0,Number,Passenger volume (passenger kilometres),,42.9,KGZ,Millions,Mode of Transport: Rail,,,,
2015.0,Number,Passenger volume (passenger kilometres),,40.8,KGZ,Millions,Mode of Transport: Rail,,,,
2016.0,Number,Passenger volume (passenger kilometres),,40.8,KGZ,Millions,Mode of Transport: Rail,,,,
2017.0,Number,Passenger volume (passenger kilometres),,43.4,KGZ,Millions,Mode of Transport: Rail,,,,
2018.0,Number,Passenger volume (passenger kilometres),,35.0,KGZ,Millions,Mode of Transport: Rail,,,,
2019.0,Number,Passenger volume (passenger kilometres),,37.1,KGZ,Millions,Mode of Transport: Rail,,,,
