Year,UNIT_MEASURE,SERIES,Regions,Value,M49_country_code,Unit multiplier,COMPOSITE_BREAKDOWN,unique_id,col_caption_name,year,value
2013.0,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,38.9,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1J,Zhambyl,88.4,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1J,Karagandy,676.7,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1J,Kostanay,299.7,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1J,Kyzylorda,106.1,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1J,Mangistau,211.1,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1J,Ontustik Kazakhstan,133.0,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1J,Pavlodar,83.3,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,49.3,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,553.3,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1J,Nur-Sultan city,124.1,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1J,Almaty city,194.4,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,,19970.6,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Akmola,1604.5,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Aktobe,238.4,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Almaty,628.9,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Atyrau,167.9,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Batys Kazakhstan,425.6,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Zhambyl,864.6,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Karagandy,2299.9,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Kostanay,1657.4,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Kyzylorda,251.3,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Mangistau,85.5,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Ontustik Kazakhstan,2256.5,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Pavlodar,1194.6,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,492.8,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,1606.7,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Nur-Sultan city,1961.0,KAZ,,,,,,
2013.0,mln.people,Passengers transported by all means of transport,Almaty city,4235.1,KAZ,,,,,,
2013.0,tons,transported by air,,23873.5,KAZ,,,,,,
2013.0,tons,transported by air,Batys Kazakhstan,227.2,KAZ,,,,,,
2013.0,tons,transported by air,Shygys Kazakhstan,1062.0,KAZ,,,,,,
2013.0,tons,transported by air,Almaty city,22584.3,KAZ,,,,,,
2013.0,thousand people,passengers transported by air,,4985.6,KAZ,,,,,,
2013.0,thousand people,passengers transported by air,Almaty,25.5,KAZ,,,,,,
2013.0,thousand people,passengers transported by air,Karagandy,10.0,KAZ,,,,,,
2013.0,thousand people,passengers transported by air,Batys Kazakhstan,140.1,KAZ,,,,,,
2013.0,thousand people,passengers transported by air,Ontustik Kazakhstan,1109.6,KAZ,,,,,,
2013.0,thousand people,passengers transported by air,Almaty city,1.3,KAZ,,,,,,
2013.0,thousand people,passengers transported by air,Shymkent city,3699.1,KAZ,,,,,,
2013.0,millions tonnes,performance indicators of pipeline transport,,225.9,KAZ,,,,,,
2013.0,millions tonnes,performance indicators of pipeline transport,Atyrau,68.7,KAZ,,,,,,
2013.0,millions tonnes,performance indicators of pipeline transport,Pavlodar,32.5,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1R,,4.0,KAZ,,,,,,
2013.0,millions tonnes,_L_KZ_090102_1R,Mangistau,4.0,KAZ,,,,,,
2014.0,millions tonnes,Cargo transported by all means of transport,,3749.8,KAZ,,,,,,
2014.0,millions tonnes,Pipeline,,225.0,KAZ,,,,,,
2014.0,millions tonnes,Railway,,390.7,KAZ,,,,,,
2014.0,millions tonnes,Automobile,,3129.1,KAZ,,,,,,
2014.0,millions tonnes,Air,,0.2,KAZ,,,,,,
2014.0,millions tonnes,Inland water еransport,,1.3,KAZ,,,,,,
2014.0,millions tonnes,nautical,,3.6,KAZ,,,,,,
2014.0,millions tonnes,,Akmola,121.3,KAZ,,,,,,
2014.0,millions tonnes,,Aktobe,63.6,KAZ,,,,,,
2014.0,millions tonnes,,Almaty,159.9,KAZ,,,,,,
2014.0,millions tonnes,,Atyrau,151.2,KAZ,,,,,,
2014.0,millions tonnes,,Batys Kazakhstan,40.0,KAZ,,,,,,
2014.0,millions tonnes,,Zhambyl,88.9,KAZ,,,,,,
2014.0,millions tonnes,,Karagandy,719.2,KAZ,,,,,,
2014.0,millions tonnes,,Kostanay,297.3,KAZ,,,,,,
2014.0,millions tonnes,,Kyzylorda,107.2,KAZ,,,,,,
2014.0,millions tonnes,,Mangistau,217.6,KAZ,,,,,,
2014.0,millions tonnes,,Ontustik Kazakhstan,145.4,KAZ,,,,,,
2014.0,millions tonnes,,Pavlodar,128.1,KAZ,,,,,,
2014.0,millions tonnes,,Soltustik Kazakhstan,49.9,KAZ,,,,,,
2014.0,millions tonnes,,Shygys Kazakhstan,595.5,KAZ,,,,,,
2014.0,millions tonnes,,Nur-Sultan city,136.7,KAZ,,,,,,
2014.0,millions tonnes,,Almaty city,216.8,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,,21281.2,KAZ,,,,,,
2014.0,mln.people,Railway transport,,23.2,KAZ,,,,,,
2014.0,mln.people,Automobile,,21189.9,KAZ,,,,,,
2014.0,mln.people,Inland water еransport,,0.1,KAZ,,,,,,
2014.0,mln.people,Air,,5.4,KAZ,,,,,,
2014.0,mln.people,City electric transport,,62.5,KAZ,,,,,,
2014.0,mln.people,,Akmola,1723.9,KAZ,,,,,,
2014.0,mln.people,,Aktobe,251.0,KAZ,,,,,,
2014.0,mln.people,,Almaty,654.3,KAZ,,,,,,
2014.0,mln.people,,Atyrau,172.1,KAZ,,,,,,
2014.0,mln.people,,Batys Kazakhstan,428.3,KAZ,,,,,,
2014.0,mln.people,,Zhambyl,882.5,KAZ,,,,,,
2014.0,mln.people,,Karagandy,2428.7,KAZ,,,,,,
2014.0,mln.people,,Kostanay,1752.0,KAZ,,,,,,
2014.0,mln.people,,Kyzylorda,282.1,KAZ,,,,,,
2014.0,mln.people,,Mangistau,85.5,KAZ,,,,,,
2014.0,mln.people,,Ontustik Kazakhstan,2262.5,KAZ,,,,,,
2014.0,mln.people,,Pavlodar,1195.6,KAZ,,,,,,
2014.0,mln.people,,Soltustik Kazakhstan,496.1,KAZ,,,,,,
2014.0,mln.people,,Shygys Kazakhstan,1654.2,KAZ,,,,,,
2014.0,mln.people,,Nur-Sultan city,2180.3,KAZ,,,,,,
2014.0,mln.people,,Almaty city,4808.6,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,,3129.1,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Akmola,121.3,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Aktobe,63.6,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Almaty,159.9,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Atyrau,82.1,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,39.9,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Zhambyl,88.9,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Karagandy,719.2,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Kostanay,297.3,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Kyzylorda,107.2,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Mangistau,214.0,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Ontustik Kazakhstan,145.4,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Pavlodar,91.8,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,49.9,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,595.1,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Nur-Sultan city,136.7,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1J,Almaty city,216.8,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,,21252.4,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Akmola,1723.9,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Aktobe,251.0,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Almaty,654.3,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Atyrau,172.1,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Batys Kazakhstan,427.9,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Zhambyl,882.5,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Karagandy,2428.7,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Kostanay,1752.0,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Kyzylorda,282.1,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Mangistau,85.5,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Ontustik Kazakhstan,2261.3,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Pavlodar,1195.6,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,496.1,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,1654.2,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Nur-Sultan city,2180.3,KAZ,,,,,,
2014.0,mln.people,Passengers transported by all means of transport,Almaty city,4804.8,KAZ,,,,,,
2014.0,tons,transported by air,,19082.4,KAZ,,,,,,
2014.0,tons,transported by air,Batys Kazakhstan,239.4,KAZ,,,,,,
2014.0,tons,transported by air,Shygys Kazakhstan,978.0,KAZ,,,,,,
2014.0,tons,transported by air,Almaty city,17865.0,KAZ,,,,,,
2014.0,thousand people,passengers transported by air,,5434.6,KAZ,,,,,,
2014.0,thousand people,passengers transported by air,Almaty,28.5,KAZ,,,,,,
2014.0,thousand people,passengers transported by air,Karagandy,8.5,KAZ,,,,,,
2014.0,thousand people,passengers transported by air,Batys Kazakhstan,354.7,KAZ,,,,,,
2014.0,thousand people,passengers transported by air,Ontustik Kazakhstan,1254.7,KAZ,,,,,,
2014.0,thousand people,passengers transported by air,Almaty city,1.4,KAZ,,,,,,
2014.0,thousand people,passengers transported by air,Shymkent city,3786.8,KAZ,,,,,,
2014.0,millions tonnes,performance indicators of pipeline transport,,225.0,KAZ,,,,,,
2014.0,millions tonnes,performance indicators of pipeline transport,Atyrau,69.0,KAZ,,,,,,
2014.0,millions tonnes,performance indicators of pipeline transport,Pavlodar,35.4,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1R,,3.6,KAZ,,,,,,
2014.0,millions tonnes,_L_KZ_090102_1R,Mangistau,3.6,KAZ,,,,,,
2015.0,millions tonnes,Cargo transported by all means of transport,,3733.8,KAZ,,,,,,
2015.0,millions tonnes,Pipeline,,214.6,KAZ,,,,,,
2015.0,millions tonnes,Railway,,341.4,KAZ,,,,,,
2015.0,millions tonnes,Automobile,,3174.0,KAZ,,,,,,
2015.0,millions tonnes,Air,,0.2,KAZ,,,,,,
2015.0,millions tonnes,Inland water еransport,,1.2,KAZ,,,,,,
2015.0,millions tonnes,nautical,,2.5,KAZ,,,,,,
2015.0,millions tonnes,,Akmola,120.3,KAZ,,,,,,
2015.0,millions tonnes,,Aktobe,70.1,KAZ,,,,,,
2015.0,millions tonnes,,Almaty,167.2,KAZ,,,,,,
2015.0,millions tonnes,,Atyrau,144.4,KAZ,,,,,,
2015.0,millions tonnes,,Batys Kazakhstan,39.5,KAZ,,,,,,
2015.0,millions tonnes,,Zhambyl,91.3,KAZ,,,,,,
2015.0,millions tonnes,,Karagandy,709.9,KAZ,,,,,,
2015.0,millions tonnes,,Kostanay,294.9,KAZ,,,,,,
2015.0,millions tonnes,,Kyzylorda,108.7,KAZ,,,,,,
2015.0,millions tonnes,,Mangistau,227.8,KAZ,,,,,,
2015.0,millions tonnes,,Ontustik Kazakhstan,155.0,KAZ,,,,,,
2015.0,millions tonnes,,Pavlodar,127.9,KAZ,,,,,,
2015.0,millions tonnes,,Soltustik Kazakhstan,49.7,KAZ,,,,,,
2015.0,millions tonnes,,Shygys Kazakhstan,598.8,KAZ,,,,,,
2015.0,millions tonnes,,Nur-Sultan city,142.5,KAZ,,,,,,
2015.0,millions tonnes,,Almaty city,232.1,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,,21839.1,KAZ,,,,,,
2015.0,mln.people,Railway transport,,22.5,KAZ,,,,,,
2015.0,mln.people,Automobile,,21744.7,KAZ,,,,,,
2015.0,mln.people,Inland water еransport,,0.0,KAZ,,,,,,
2015.0,mln.people,Air,,5.9,KAZ,,,,,,
2015.0,mln.people,City electric transport,,65.9,KAZ,,,,,,
2015.0,mln.people,,Akmola,1729.5,KAZ,,,,,,
2015.0,mln.people,,Aktobe,264.7,KAZ,,,,,,
2015.0,mln.people,,Almaty,706.7,KAZ,,,,,,
2015.0,mln.people,,Atyrau,172.0,KAZ,,,,,,
2015.0,mln.people,,Batys Kazakhstan,436.3,KAZ,,,,,,
2015.0,mln.people,,Zhambyl,929.5,KAZ,,,,,,
2015.0,mln.people,,Karagandy,2421.2,KAZ,,,,,,
2015.0,mln.people,,Kostanay,1745.2,KAZ,,,,,,
2015.0,mln.people,,Kyzylorda,298.1,KAZ,,,,,,
2015.0,mln.people,,Mangistau,85.3,KAZ,,,,,,
2015.0,mln.people,,Ontustik Kazakhstan,2347.4,KAZ,,,,,,
2015.0,mln.people,,Pavlodar,1240.8,KAZ,,,,,,
2015.0,mln.people,,Soltustik Kazakhstan,495.2,KAZ,,,,,,
2015.0,mln.people,,Shygys Kazakhstan,1681.0,KAZ,,,,,,
2015.0,mln.people,,Nur-Sultan city,2279.0,KAZ,,,,,,
2015.0,mln.people,,Almaty city,4984.8,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,,3174.0,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Akmola,120.3,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Aktobe,70.1,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Almaty,167.2,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Atyrau,75.7,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,39.5,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Zhambyl,91.3,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Karagandy,709.9,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Kostanay,294.9,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Kyzylorda,108.7,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Mangistau,225.3,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Ontustik Kazakhstan,155.0,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Pavlodar,93.6,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,49.7,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,598.3,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Nur-Sultan city,142.5,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1J,Almaty city,232.1,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,,21810.7,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Akmola,1729.5,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Aktobe,264.7,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Almaty,706.7,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Atyrau,172.0,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Batys Kazakhstan,436.0,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Zhambyl,929.5,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Karagandy,2421.2,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Kostanay,1745.2,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Kyzylorda,298.1,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Mangistau,85.3,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Ontustik Kazakhstan,2346.1,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Pavlodar,1240.8,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,495.2,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,1681.0,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Nur-Sultan city,2279.0,KAZ,,,,,,
2015.0,mln.people,Passengers transported by all means of transport,Almaty city,4980.4,KAZ,,,,,,
2015.0,tons,transported by air,,17178.2,KAZ,,,,,,
2015.0,tons,transported by air,Batys Kazakhstan,131.0,KAZ,,,,,,
2015.0,tons,transported by air,Almaty city,15956.2,KAZ,,,,,,
2015.0,thousand people,passengers transported by air,,5922.8,KAZ,,,,,,
2015.0,thousand people,passengers transported by air,Almaty,25.2,KAZ,,,,,,
2015.0,thousand people,passengers transported by air,Atyrau,4.3,KAZ,,,,,,
2015.0,thousand people,passengers transported by air,Batys Kazakhstan,332.4,KAZ,,,,,,
2015.0,thousand people,passengers transported by air,Ontustik Kazakhstan,1224.7,KAZ,,,,,,
2015.0,thousand people,passengers transported by air,Almaty city,5.2,KAZ,,,,,,
2015.0,thousand people,passengers transported by air,Shymkent city,4324.4,KAZ,,,,,,
2015.0,millions tonnes,performance indicators of pipeline transport,,214.6,KAZ,,,,,,
2015.0,millions tonnes,performance indicators of pipeline transport,Atyrau,68.6,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1R,,2.5,KAZ,,,,,,
2015.0,millions tonnes,_L_KZ_090102_1R,Mangistau,2.5,KAZ,,,,,,
2016.0,millions tonnes,Cargo transported by all means of transport,,3729.2,KAZ,,,,,,
2016.0,millions tonnes,Pipeline,,205.8,KAZ,,,,,,
2016.0,millions tonnes,Railway,,338.9,KAZ,,,,,,
2016.0,millions tonnes,Automobile,,3180.7,KAZ,,,,,,
2016.0,millions tonnes,Air,,0.2,KAZ,,,,,,
2016.0,millions tonnes,Inland water еransport,,1.2,KAZ,,,,,,
2016.0,millions tonnes,nautical,,2.6,KAZ,,,,,,
2016.0,millions tonnes,,Akmola,113.1,KAZ,,,,,,
2016.0,millions tonnes,,Aktobe,76.3,KAZ,,,,,,
2016.0,millions tonnes,,Almaty,179.0,KAZ,,,,,,
2016.0,millions tonnes,,Atyrau,145.1,KAZ,,,,,,
2016.0,millions tonnes,,Batys Kazakhstan,39.4,KAZ,,,,,,
2016.0,millions tonnes,,Zhambyl,91.3,KAZ,,,,,,
2016.0,millions tonnes,,Karagandy,727.5,KAZ,,,,,,
2016.0,millions tonnes,,Kostanay,277.3,KAZ,,,,,,
2016.0,millions tonnes,,Kyzylorda,104.3,KAZ,,,,,,
2016.0,millions tonnes,,Mangistau,218.9,KAZ,,,,,,
2016.0,millions tonnes,,Ontustik Kazakhstan,158.7,KAZ,,,,,,
2016.0,millions tonnes,,Pavlodar,131.5,KAZ,,,,,,
2016.0,millions tonnes,,Soltustik Kazakhstan,48.2,KAZ,,,,,,
2016.0,millions tonnes,,Shygys Kazakhstan,582.4,KAZ,,,,,,
2016.0,millions tonnes,,Nur-Sultan city,142.6,KAZ,,,,,,
2016.0,millions tonnes,,Almaty city,252.3,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,,22332.8,KAZ,,,,,,
2016.0,mln.people,Railway transport,,23.1,KAZ,,,,,,
2016.0,mln.people,Automobile,,22239.4,KAZ,,,,,,
2016.0,mln.people,Inland water еransport,,0.1,KAZ,,,,,,
2016.0,mln.people,Air,,6.0,KAZ,,,,,,
2016.0,mln.people,City electric transport,,64.2,KAZ,,,,,,
2016.0,mln.people,,Akmola,1700.1,KAZ,,,,,,
2016.0,mln.people,,Aktobe,278.4,KAZ,,,,,,
2016.0,mln.people,,Almaty,808.3,KAZ,,,,,,
2016.0,mln.people,,Atyrau,181.0,KAZ,,,,,,
2016.0,mln.people,,Batys Kazakhstan,434.3,KAZ,,,,,,
2016.0,mln.people,,Zhambyl,957.3,KAZ,,,,,,
2016.0,mln.people,,Karagandy,2418.1,KAZ,,,,,,
2016.0,mln.people,,Kostanay,1751.7,KAZ,,,,,,
2016.0,mln.people,,Kyzylorda,335.5,KAZ,,,,,,
2016.0,mln.people,,Mangistau,84.8,KAZ,,,,,,
2016.0,mln.people,,Ontustik Kazakhstan,2478.5,KAZ,,,,,,
2016.0,mln.people,,Pavlodar,1244.5,KAZ,,,,,,
2016.0,mln.people,,Soltustik Kazakhstan,506.8,KAZ,,,,,,
2016.0,mln.people,,Shygys Kazakhstan,1705.2,KAZ,,,,,,
2016.0,mln.people,,Nur-Sultan city,2441.1,KAZ,,,,,,
2016.0,mln.people,,Almaty city,4984.2,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,,3180.7,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Akmola,113.1,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Aktobe,76.3,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Almaty,179.0,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Atyrau,75.0,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Batys Kazakhstan,39.4,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Zhambyl,91.3,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Karagandy,727.5,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Kostanay,277.3,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Kyzylorda,104.3,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Mangistau,216.4,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Ontustik Kazakhstan,158.7,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Pavlodar,97.7,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Soltustik Kazakhstan,48.2,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Shygys Kazakhstan,581.9,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Nur-Sultan city,142.6,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1J,Almaty city,252.2,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,,22303.6,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Akmola,1700.1,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Aktobe,278.4,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Almaty,808.3,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Atyrau,181.0,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Batys Kazakhstan,433.6,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Zhambyl,957.3,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Karagandy,2418.1,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Kostanay,1751.7,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Kyzylorda,335.5,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Mangistau,84.8,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Ontustik Kazakhstan,2477.2,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Pavlodar,1244.4,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Soltustik Kazakhstan,506.8,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Shygys Kazakhstan,1705.1,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Nur-Sultan city,2441.0,KAZ,,,,,,
2016.0,mln.people,Passengers transported by all means of transport,Almaty city,4980.3,KAZ,,,,,,
2016.0,tons,transported by air,,18015.9,KAZ,,,,,,
2016.0,tons,transported by air,Almaty city,16810.9,KAZ,,,,,,
2016.0,thousand people,passengers transported by air,,6021.7,KAZ,,,,,,
2016.0,thousand people,passengers transported by air,Almaty,16.2,KAZ,,,,,,
2016.0,thousand people,passengers transported by air,Atyrau,0.1,KAZ,,,,,,
2016.0,thousand people,passengers transported by air,Ontustik Kazakhstan,1288.9,KAZ,,,,,,
2016.0,thousand people,passengers transported by air,Almaty city,34.6,KAZ,,,,,,
2016.0,thousand people,passengers transported by air,Shymkent city,3945.5,KAZ,,,,,,
2016.0,millions tonnes,performance indicators of pipeline transport,,205.8,KAZ,,,,,,
2016.0,millions tonnes,performance indicators of pipeline transport,Atyrau,70.1,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1R,,2.6,KAZ,,,,,,
2016.0,millions tonnes,_L_KZ_090102_1R,Mangistau,2.6,KAZ,,,,,,
2017.0,millions tonnes,Cargo transported by all means of transport,,3946.1,KAZ,,,,,,
2017.0,millions tonnes,Pipeline,,232.8,KAZ,,,,,,
2017.0,millions tonnes,Railway,,387.2,KAZ,,,,,,
2017.0,millions tonnes,Automobile,,3322.3,KAZ,,,,,,
2017.0,millions tonnes,Air,,0.2,KAZ,,,,,,
2017.0,millions tonnes,Inland water еransport,,1.6,KAZ,,,,,,
2017.0,millions tonnes,nautical,,2.1,KAZ,,,,,,
2017.0,millions tonnes,,Akmola,116.1,KAZ,,,,,,
2017.0,millions tonnes,,Aktobe,76.8,KAZ,,,,,,
2017.0,millions tonnes,,Almaty,181.1,KAZ,,,,,,
2017.0,millions tonnes,,Atyrau,154.2,KAZ,,,,,,
2017.0,millions tonnes,,Batys Kazakhstan,39.3,KAZ,,,,,,
2017.0,millions tonnes,,Zhambyl,100.1,KAZ,,,,,,
2017.0,millions tonnes,,Karagandy,795.5,KAZ,,,,,,
2017.0,millions tonnes,,Kostanay,291.5,KAZ,,,,,,
2017.0,millions tonnes,,Kyzylorda,104.6,KAZ,,,,,,
2017.0,millions tonnes,,Mangistau,238.6,KAZ,,,,,,
2017.0,millions tonnes,,Pavlodar,133.1,KAZ,,,,,,
2017.0,millions tonnes,,Soltustik Kazakhstan,51.4,KAZ,,,,,,
2017.0,millions tonnes,,Shygys Kazakhstan,600.8,KAZ,,,,,,
2017.0,millions tonnes,,Almaty city,256.0,KAZ,,,,,,
