unique_id,col_caption_name,col_caption_name1_empty,year,value,M49_country_code
01_101_,Total,True,2000,74.0,UZB
01_101_,Total,True,2001,82.5,UZB
01_101_,Total,True,2002,91.4,UZB
01_101_,Total,True,2003,9.9,UZB
01_101_,Total,True,2004,101.3,UZB
01_101_,Total,True,2005,105.9,UZB
01_101_,Total,True,2006,107.4,UZB
01_101_,Total,True,2007,109.6,UZB
01_101_,Total,True,2008,108.2,UZB
01_101_,Total,True,2009,102.2,UZB
01_101_,Total,True,2010,94.3,UZB
01_101_,Total,True,2011,85.6,UZB
01_101_,Total,True,2012,86.1,UZB
01_101_,Total,True,2013,85.0,UZB
01_101_,Total,True,2014,84.2,UZB
01_101_,Total,True,2015,83.7,UZB
01_101_,Total,True,2016,83.5,UZB
01_101_,Total,True,2017,91.2,UZB
01_101_,Total,True,2018,108.0,UZB
01_101_,Total,True,2019,130.0,UZB
01_101_,Total,True,2020,165.4,UZB
01_101_,Total,True,2021,0.0,UZB
