Year,UNIT_MEASURE,Value,M49_country_code
2010,Percent,48,KAZ
2011,Percent,54,KAZ
2012,Percent,65,KAZ
2013,Percent,79,KAZ
2014,Percent,91,KAZ
2015,Percent,98,KAZ
2016,Percent,100,KAZ
2017,Percent,100,KAZ
2018,Percent,100,KAZ
2019,Percent,100,KAZ
2020,Percent,100,KAZ
2021,Percent,100,KAZ
