Year,UNIT_MEASURE,SERIES,Regions,Value,M49_country_code,COMPOSITE_BREAKDOWN
2019,thousands,_L_KZ_170602_1C,Karagandy,4.1,KAZ,
2019,thousands,_L_KZ_170602_1C,Kostanay,1.8,KAZ,
2019,thousands,_L_KZ_170602_1C,Kyzylorda,2.8,KAZ,
2019,thousands,_L_KZ_170602_1C,Mangistau,7.2,KAZ,
2019,thousands,_L_KZ_170602_1C,Pavlodar,0.7,KAZ,
2019,thousands,_L_KZ_170602_1C,Soltustik Kazakhstan,1.7,KAZ,
2019,thousands,_L_KZ_170602_1C,Turkistan,1.0,KAZ,
2019,thousands,_L_KZ_170602_1C,Shygys Kazakhstan,0.8,KAZ,
2019,thousands,_L_KZ_170602_1C,Nur-Sultan city,21.1,KAZ,
2019,thousands,_L_KZ_170602_1C,Almaty city,1.6,KAZ,
2019,thousands,_L_KZ_170602_1C,Shymkent city,0.5,KAZ,
2019,thousands,_L_KZ_170602_1B,,1006.1,KAZ,
2019,thousands,_L_KZ_170602_1B,Akmola,76.6,KAZ,
2019,thousands,_L_KZ_170602_1B,Aktobe,49.9,KAZ,
2019,thousands,_L_KZ_170602_1B,Almaty,132.1,KAZ,
2019,thousands,_L_KZ_170602_1B,Atyrau,50.4,KAZ,
2019,thousands,_L_KZ_170602_1B,Batys Kazakhstan,26.4,KAZ,
2019,thousands,_L_KZ_170602_1B,Zhambyl,46.2,KAZ,
2019,thousands,_L_KZ_170602_1B,Karagandy,79.4,KAZ,
2019,thousands,_L_KZ_170602_1B,Kostanay,70.9,KAZ,
2019,thousands,_L_KZ_170602_1B,Kyzylorda,41.2,KAZ,
2019,thousands,_L_KZ_170602_1B,Mangistau,32.9,KAZ,
2019,thousands,_L_KZ_170602_1B,Pavlodar,45.3,KAZ,
2019,thousands,_L_KZ_170602_1B,Soltustik Kazakhstan,55.9,KAZ,
2019,thousands,_L_KZ_170602_1B,Turkistan,51.5,KAZ,
2019,thousands,_L_KZ_170602_1B,Shygys Kazakhstan,83.9,KAZ,
2019,thousands,_L_KZ_170602_1B,Nur-Sultan city,38.5,KAZ,
2019,thousands,_L_KZ_170602_1B,Almaty city,99.2,KAZ,
2019,thousands,_L_KZ_170602_1B,Shymkent city,26.0,KAZ,
2019,thousands,_L_KZ_170602_1A,Akmola,29.9,KAZ,
2019,thousands,_L_KZ_170602_1A,Aktobe,57.8,KAZ,
2019,thousands,_L_KZ_170602_1A,Almaty,31.6,KAZ,
2019,thousands,_L_KZ_170602_1A,Atyrau,38.6,KAZ,
2019,thousands,_L_KZ_170602_1A,Batys Kazakhstan,41.8,KAZ,
2019,thousands,_L_KZ_170602_1A,Zhambyl,35.2,KAZ,
2019,thousands,_L_KZ_170602_1A,Karagandy,174.4,KAZ,
2019,thousands,_L_KZ_170602_1A,Kostanay,87.3,KAZ,
2019,thousands,_L_KZ_170602_1A,Kyzylorda,15.8,KAZ,
2019,thousands,_L_KZ_170602_1A,Mangistau,44.9,KAZ,
2019,thousands,_L_KZ_170602_1A,Pavlodar,104.6,KAZ,
2019,thousands,_L_KZ_170602_1A,Soltustik Kazakhstan,47.9,KAZ,
2019,thousands,_L_KZ_170602_1A,Turkistan,3.0,KAZ,
2019,thousands,_L_KZ_170602_1A,Shygys Kazakhstan,111.3,KAZ,
2019,thousands,_L_KZ_170602_1A,Nur-Sultan city,201.3,KAZ,
2019,thousands,_L_KZ_170602_1A,Almaty city,295.2,KAZ,
2019,thousands,_L_KZ_170602_1A,Shymkent city,47.2,KAZ,
2020,thousands,,,2620.4,KAZ,
2020,thousands,_L_KZ_170602_1C,,45.8,KAZ,
2020,thousands,_L_KZ_170602_1C,Akmola,2.5,KAZ,
2020,thousands,_L_KZ_170602_1C,Aktobe,1.1,KAZ,
2020,thousands,_L_KZ_170602_1C,Almaty,1.3,KAZ,
2020,thousands,_L_KZ_170602_1C,Atyrau,1.1,KAZ,
2020,thousands,_L_KZ_170602_1C,Batys Kazakhstan,0.9,KAZ,
2020,thousands,_L_KZ_170602_1C,Zhambyl,0.6,KAZ,
2020,thousands,_L_KZ_170602_1C,Karagandy,4.1,KAZ,
2020,thousands,_L_KZ_170602_1C,Kostanay,2.0,KAZ,
2020,thousands,_L_KZ_170602_1C,Kyzylorda,2.0,KAZ,
2020,thousands,_L_KZ_170602_1C,Mangistau,6.8,KAZ,
2020,thousands,_L_KZ_170602_1C,Pavlodar,0.4,KAZ,
2020,thousands,_L_KZ_170602_1C,Soltustik Kazakhstan,1.2,KAZ,
2020,thousands,_L_KZ_170602_1C,Turkistan,1.1,KAZ,
2020,thousands,_L_KZ_170602_1C,Shygys Kazakhstan,0.7,KAZ,
2020,thousands,_L_KZ_170602_1C,Nur-Sultan city,18.3,KAZ,
2020,thousands,_L_KZ_170602_1C,Almaty city,1.6,KAZ,
2020,thousands,_L_KZ_170602_1C,Shymkent city,0.1,KAZ,
2020,thousands,_L_KZ_170602_1B,,1075.1,KAZ,
2020,thousands,_L_KZ_170602_1B,Akmola,79.4,KAZ,
2020,thousands,_L_KZ_170602_1B,Aktobe,60.1,KAZ,
2020,thousands,_L_KZ_170602_1B,Almaty,148.4,KAZ,
2020,thousands,_L_KZ_170602_1B,Atyrau,52.1,KAZ,
2020,thousands,_L_KZ_170602_1B,Batys Kazakhstan,29.2,KAZ,
2020,thousands,_L_KZ_170602_1B,Zhambyl,49.5,KAZ,
2020,thousands,_L_KZ_170602_1B,Karagandy,86.1,KAZ,
2020,thousands,_L_KZ_170602_1B,Kostanay,75.1,KAZ,
2020,thousands,_L_KZ_170602_1B,Kyzylorda,45.8,KAZ,
2020,thousands,_L_KZ_170602_1B,Mangistau,36.2,KAZ,
2020,thousands,_L_KZ_170602_1B,Pavlodar,46.0,KAZ,
2020,thousands,_L_KZ_170602_1B,Soltustik Kazakhstan,59.2,KAZ,
2020,thousands,_L_KZ_170602_1B,Turkistan,55.8,KAZ,
2020,thousands,_L_KZ_170602_1B,Shygys Kazakhstan,90.6,KAZ,
2020,thousands,_L_KZ_170602_1B,Nur-Sultan city,34.8,KAZ,
2020,thousands,_L_KZ_170602_1B,Almaty city,99.1,KAZ,
2020,thousands,_L_KZ_170602_1B,Shymkent city,27.5,KAZ,
2020,thousands,_L_KZ_170602_1A,Akmola,35.0,KAZ,
2020,thousands,_L_KZ_170602_1A,Aktobe,58.6,KAZ,
2020,thousands,_L_KZ_170602_1A,Almaty,41.2,KAZ,
2020,thousands,_L_KZ_170602_1A,Atyrau,38.9,KAZ,
2020,thousands,_L_KZ_170602_1A,Batys Kazakhstan,41.0,KAZ,
2020,thousands,_L_KZ_170602_1A,Zhambyl,35.2,KAZ,
2020,thousands,_L_KZ_170602_1A,Karagandy,163.8,KAZ,
2020,thousands,_L_KZ_170602_1A,Kostanay,83.9,KAZ,
2020,thousands,_L_KZ_170602_1A,Kyzylorda,17.5,KAZ,
2020,thousands,_L_KZ_170602_1A,Mangistau,51.2,KAZ,
2020,thousands,_L_KZ_170602_1A,Pavlodar,106.8,KAZ,
2020,thousands,_L_KZ_170602_1A,Soltustik Kazakhstan,46.1,KAZ,
2020,thousands,_L_KZ_170602_1A,Turkistan,2.3,KAZ,
2020,thousands,_L_KZ_170602_1A,Shygys Kazakhstan,112.8,KAZ,
2020,thousands,_L_KZ_170602_1A,Nur-Sultan city,212.9,KAZ,
2020,thousands,_L_KZ_170602_1A,Almaty city,297.4,KAZ,
2020,thousands,_L_KZ_170602_1A,Shymkent city,48.0,KAZ,
2021,thousands,,,2753.6,KAZ,
2021,thousands,_L_KZ_170602_1C,,46.8,KAZ,
2021,thousands,_L_KZ_170602_1C,Akmola,1.5,KAZ,
2021,thousands,_L_KZ_170602_1C,Aktobe,0.5,KAZ,
2021,thousands,_L_KZ_170602_1C,Almaty,0.6,KAZ,
2021,thousands,_L_KZ_170602_1C,Atyrau,0.2,KAZ,
2021,thousands,_L_KZ_170602_1C,Batys Kazakhstan,0.1,KAZ,
2021,thousands,_L_KZ_170602_1C,Zhambyl,0.4,KAZ,
2021,thousands,_L_KZ_170602_1C,Karagandy,12.5,KAZ,
2021,thousands,_L_KZ_170602_1C,Kostanay,1.6,KAZ,
2021,thousands,_L_KZ_170602_1C,Kyzylorda,0.7,KAZ,
2021,thousands,_L_KZ_170602_1C,Mangistau,6.5,KAZ,
2021,thousands,_L_KZ_170602_1C,Pavlodar,0.2,KAZ,
2021,thousands,_L_KZ_170602_1C,Soltustik Kazakhstan,0.1,KAZ,
2021,thousands,_L_KZ_170602_1C,Turkistan,0.3,KAZ,
2021,thousands,_L_KZ_170602_1C,Shygys Kazakhstan,0.2,KAZ,
2021,thousands,_L_KZ_170602_1C,Nur-Sultan city,18.4,KAZ,
2021,thousands,_L_KZ_170602_1C,Almaty city,1.4,KAZ,
2021,thousands,_L_KZ_170602_1C,Shymkent city,1.6,KAZ,
2021,thousands,_L_KZ_170602_1B,,1071.5,KAZ,
2021,thousands,_L_KZ_170602_1B,Akmola,80.3,KAZ,
2021,thousands,_L_KZ_170602_1B,Aktobe,62.4,KAZ,
2021,thousands,_L_KZ_170602_1B,Almaty,149.9,KAZ,
2021,thousands,_L_KZ_170602_1B,Atyrau,53.0,KAZ,
2021,thousands,_L_KZ_170602_1B,Batys Kazakhstan,29.9,KAZ,
2021,thousands,_L_KZ_170602_1B,Zhambyl,50.0,KAZ,
2021,thousands,_L_KZ_170602_1B,Karagandy,80.0,KAZ,
2021,thousands,_L_KZ_170602_1B,Kostanay,75.7,KAZ,
2021,thousands,_L_KZ_170602_1B,Kyzylorda,46.6,KAZ,
2021,thousands,_L_KZ_170602_1B,Mangistau,37.1,KAZ,
2021,thousands,_L_KZ_170602_1B,Pavlodar,44.4,KAZ,
2021,thousands,_L_KZ_170602_1B,Soltustik Kazakhstan,60.1,KAZ,
2021,thousands,_L_KZ_170602_1B,Turkistan,57.7,KAZ,
2021,thousands,_L_KZ_170602_1B,Shygys Kazakhstan,89.5,KAZ,
2021,thousands,_L_KZ_170602_1B,Nur-Sultan city,30.7,KAZ,
2021,thousands,_L_KZ_170602_1B,Almaty city,97.6,KAZ,
2021,thousands,_L_KZ_170602_1B,Shymkent city,26.5,KAZ,
2021,thousands,_L_KZ_170602_1A,Akmola,38.9,KAZ,
2021,thousands,_L_KZ_170602_1A,Aktobe,61.1,KAZ,
2021,thousands,_L_KZ_170602_1A,Almaty,48.7,KAZ,
2021,thousands,_L_KZ_170602_1A,Atyrau,41.7,KAZ,
2021,thousands,_L_KZ_170602_1A,Batys Kazakhstan,42.5,KAZ,
2021,thousands,_L_KZ_170602_1A,Zhambyl,37.7,KAZ,
2021,thousands,_L_KZ_170602_1A,Karagandy,172.6,KAZ,
2021,thousands,_L_KZ_170602_1A,Kostanay,88.4,KAZ,
2021,thousands,_L_KZ_170602_1A,Kyzylorda,20.6,KAZ,
2021,thousands,_L_KZ_170602_1A,Mangistau,57.0,KAZ,
2021,thousands,_L_KZ_170602_1A,Pavlodar,110.3,KAZ,
2021,thousands,_L_KZ_170602_1A,Soltustik Kazakhstan,47.5,KAZ,
2021,thousands,_L_KZ_170602_1A,Turkistan,3.6,KAZ,
2021,thousands,_L_KZ_170602_1A,Shygys Kazakhstan,120.6,KAZ,
2021,thousands,_L_KZ_170602_1A,Nur-Sultan city,242.1,KAZ,
2021,thousands,_L_KZ_170602_1A,Almaty city,325.6,KAZ,
2021,thousands,_L_KZ_170602_1A,Shymkent city,51.9,KAZ,
2012,,,,22233.0,KGZ,Internet speed: 256 kbit/s to less than 2 Mbit/s
2013,,,,77877.0,KGZ,Internet speed: 256 kbit/s to less than 2 Mbit/s
2014,,,,105680.0,KGZ,Internet speed: 256 kbit/s to less than 2 Mbit/s
2015,,,,46408.0,KGZ,Internet speed: 256 kbit/s to less than 2 Mbit/s
2016,,,,27317.0,KGZ,Internet speed: 256 kbit/s to less than 2 Mbit/s
2017,,,,27428.0,KGZ,Internet speed: 256 kbit/s to less than 2 Mbit/s
2018,,,,22654.0,KGZ,Internet speed: 256 kbit/s to less than 2 Mbit/s
2019,,,,20556.0,KGZ,Internet speed: 256 kbit/s to less than 2 Mbit/s
2020,,,,8075.0,KGZ,Internet speed: 256 kbit/s to less than 2 Mbit/s
2021,,,,7105.0,KGZ,Internet speed: 256 kbit/s to less than 2 Mbit/s
2012,,,,6530.0,KGZ,Internet speed: 2 Mbit/s to less than 10 Mbit/s
2013,,,,43943.0,KGZ,Internet speed: 2 Mbit/s to less than 10 Mbit/s
2014,,,,65345.0,KGZ,Internet speed: 2 Mbit/s to less than 10 Mbit/s
2015,,,,59377.0,KGZ,Internet speed: 2 Mbit/s to less than 10 Mbit/s
2016,,,,91834.0,KGZ,Internet speed: 2 Mbit/s to less than 10 Mbit/s
2017,,,,101786.0,KGZ,Internet speed: 2 Mbit/s to less than 10 Mbit/s
2018,,,,158296.0,KGZ,Internet speed: 2 Mbit/s to less than 10 Mbit/s
2019,,,,174988.0,KGZ,Internet speed: 2 Mbit/s to less than 10 Mbit/s
2020,,,,79553.0,KGZ,Internet speed: 2 Mbit/s to less than 10 Mbit/s
2021,,,,81079.0,KGZ,Internet speed: 2 Mbit/s to less than 10 Mbit/s
2012,,,,19351.0,KGZ,Internet speed: 10 Mbit/s or above
2013,,,,14065.0,KGZ,Internet speed: 10 Mbit/s or above
2014,,,,14032.0,KGZ,Internet speed: 10 Mbit/s or above
2015,,,,105739.0,KGZ,Internet speed: 10 Mbit/s or above
2016,,,,115047.0,KGZ,Internet speed: 10 Mbit/s or above
2017,,,,128799.0,KGZ,Internet speed: 10 Mbit/s or above
2018,,,,69662.0,KGZ,Internet speed: 10 Mbit/s or above
2019,,,,73547.0,KGZ,Internet speed: 10 Mbit/s or above
2020,,,,181557.0,KGZ,Internet speed: 10 Mbit/s or above
2021,,,,214139.0,KGZ,Internet speed: 10 Mbit/s or above
