Year,UNIT_MEASURE,Value,M49_country_code
2015,Percent,60.0,KAZ
2016,Percent,75.0,KAZ
2017,Percent,82.8,KAZ
2018,Percent,83.0,KAZ
2019,Percent,88.4,KAZ
2020,Percent,89.6,KAZ
2021,Percent,88.9,KAZ
