,countryiso3code,date,value,unit,obs_status,decimal,indicator.id,indicator.value,country.id,country.value
50,KGZ,1972,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
51,KGZ,1971,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
52,KGZ,1970,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
53,KGZ,1969,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
54,KGZ,1968,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
55,KGZ,1967,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
56,KGZ,1966,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
57,KGZ,1965,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
58,KGZ,1964,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
59,KGZ,1963,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
60,KGZ,1962,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
61,KGZ,1961,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
62,KGZ,1960,,,,1,SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),KG,Kyrgyz Republic
