unique_id,col_caption_name,col_caption_name1_empty,year,value
16_101_,Total,True,2000,1.8
16_101_,Total,True,2001,1.6
16_101_,Total,True,2002,1.6
16_101_,Total,True,2003,1.5
16_101_,Total,True,2004,1.4
16_101_,Total,True,2005,1.4
16_101_,Total,True,2006,1.4
16_101_,Total,True,2007,1.4
16_101_,Total,True,2008,1.7
16_101_,Total,True,2009,2.2
16_101_,Total,True,2010,1.7
16_101_,Total,True,2011,1.4
16_101_,Total,True,2012,1.3
16_101_,Total,True,2013,1.4
16_101_,Total,True,2014,1.4
16_101_,Total,True,2015,1.4
16_101_,Total,True,2016,1.4
16_101_,Total,True,2017,0.8
16_101_,Total,True,2018,1.8
16_101_,Total,True,2019,2.1
16_101_,Total,True,2020,1.9
16_101_,Total,True,2021,0
