unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,74
01_101_,Total,True,2001,82.5
01_101_,Total,True,2002,91.4
01_101_,Total,True,2003,9.9
01_101_,Total,True,2004,101.3
01_101_,Total,True,2005,105.9
01_101_,Total,True,2006,107.4
01_101_,Total,True,2007,109.6
01_101_,Total,True,2008,108.2
01_101_,Total,True,2009,102.2
01_101_,Total,True,2010,94.3
01_101_,Total,True,2011,85.6
01_101_,Total,True,2012,86.1
01_101_,Total,True,2013,85
01_101_,Total,True,2014,84.2
01_101_,Total,True,2015,83.7
01_101_,Total,True,2016,83.5
01_101_,Total,True,2017,91.2
01_101_,Total,True,2018,108
01_101_,Total,True,2019,130
01_101_,Total,True,2020,165.4
01_101_,Total,True,2021,0
