unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,0
01_101_,Total,True,2001,0
01_101_,Total,True,2002,0
01_101_,Total,True,2003,0
01_101_,Total,True,2004,0
01_101_,Total,True,2005,0
01_101_,Total,True,2006,0
01_101_,Total,True,2007,0
01_101_,Total,True,2008,0
01_101_,Total,True,2009,0
01_101_,Total,True,2010,0
01_101_,Total,True,2011,0
01_101_,Total,True,2012,0
01_101_,Total,True,2013,0
01_101_,Total,True,2014,0
01_101_,Total,True,2015,0
01_101_,Total,True,2016,7.1
01_101_,Total,True,2017,12.1
01_101_,Total,True,2018,15.1
01_101_,Total,True,2019,18.1
01_101_,Total,True,2020,2.8
01_101_,Total,True,2021,13.9
