unique_id,col_caption_name,col_caption_name1_empty,year,value
12_101_,Total,True,2000,15
12_101_,Total,True,2001,17
12_101_,Total,True,2002,19
12_101_,Total,True,2003,24
12_101_,Total,True,2004,27
12_101_,Total,True,2005,29
12_101_,Total,True,2006,29
12_101_,Total,True,2007,35
12_101_,Total,True,2008,37
12_101_,Total,True,2009,44
12_101_,Total,True,2010,37
12_101_,Total,True,2011,53
12_101_,Total,True,2012,56
12_101_,Total,True,2013,63
12_101_,Total,True,2014,73
12_101_,Total,True,2015,73
12_101_,Total,True,2016,80
12_101_,Total,True,2017,87
12_101_,Total,True,2018,101
12_101_,Total,True,2019,101
12_101_,Total,True,2020,115
12_101_,Total,True,2021,0
