unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,96.8
01_101_,Total,True,2001,97
01_101_,Total,True,2002,97.2
01_101_,Total,True,2003,97.1
01_101_,Total,True,2004,97.2
01_101_,Total,True,2005,97.7
01_101_,Total,True,2006,97.8
01_101_,Total,True,2007,97.8
01_101_,Total,True,2008,97.8
01_101_,Total,True,2009,97.8
01_101_,Total,True,2010,98.3
01_101_,Total,True,2011,98.4
01_101_,Total,True,2012,98.4
01_101_,Total,True,2013,98.4
01_101_,Total,True,2014,98.4
01_101_,Total,True,2015,98.4
01_101_,Total,True,2016,98.5
01_101_,Total,True,2017,98.5
01_101_,Total,True,2018,98.5
01_101_,Total,True,2019,98.5
01_101_,Total,True,2020,98.7
01_101_,Total,True,2021,0
