unique_id,col_caption_name,col_caption_name1_empty,year,value
16_101_,Total,True,2000,53.5
16_101_,Total,True,2001,50.7
16_101_,Total,True,2002,59.5
16_101_,Total,True,2003,70
16_101_,Total,True,2004,75.3
16_101_,Total,True,2005,83.1
16_101_,Total,True,2006,84.7
16_101_,Total,True,2007,87.5
16_101_,Total,True,2008,87.6
16_101_,Total,True,2009,87.9
16_101_,Total,True,2010,90.1
16_101_,Total,True,2011,94.5
16_101_,Total,True,2012,95.8
16_101_,Total,True,2013,96.3
16_101_,Total,True,2014,98.1
16_101_,Total,True,2015,99.3
16_101_,Total,True,2016,95.2
16_101_,Total,True,2017,98.5
16_101_,Total,True,2018,98.9
16_101_,Total,True,2019,99.1
16_101_,Total,True,2020,99.6
16_101_,Total,True,2021,99.7
