unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,0
01_101_,Total,True,2001,0
01_101_,Total,True,2002,0
01_101_,Total,True,2003,0
01_101_,Total,True,2004,0
01_101_,Total,True,2005,0
01_101_,Total,True,2006,0
01_101_,Total,True,2007,0
01_101_,Total,True,2008,0
01_101_,Total,True,2009,0
01_101_,Total,True,2010,0
01_101_,Total,True,2011,0
01_101_,Total,True,2012,0
01_101_,Total,True,2013,0
01_101_,Total,True,2014,0
01_101_,Total,True,2015,1.2
01_101_,Total,True,2016,2
01_101_,Total,True,2017,0.3
01_101_,Total,True,2018,0.9
01_101_,Total,True,2019,2.2
01_101_,Total,True,2020,3.1
01_101_,Total,True,2021,2
