unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,0
01_101_,Total,True,2001,51.6
01_101_,Total,True,2002,47.4
01_101_,Total,True,2003,45.3
01_101_,Total,True,2004,46.7
01_101_,Total,True,2005,42.6
01_101_,Total,True,2006,34.3
01_101_,Total,True,2007,25.4
01_101_,Total,True,2008,17.2
01_101_,Total,True,2009,19.2
01_101_,Total,True,2010,19.3
01_101_,Total,True,2011,19.7
01_101_,Total,True,2012,18.1
01_101_,Total,True,2013,17.6
01_101_,Total,True,2014,21
01_101_,Total,True,2015,21.4
01_101_,Total,True,2016,21.2
01_101_,Total,True,2017,22.6
01_101_,Total,True,2018,21.8
01_101_,Total,True,2019,25.9
01_101_,Total,True,2020,28.6
01_101_,Total,True,2021,29.3
