unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,7.7
01_101_,Total,True,2001,7.1
01_101_,Total,True,2002,6.9
01_101_,Total,True,2003,7.7
01_101_,Total,True,2004,7.3
01_101_,Total,True,2005,6.8
01_101_,Total,True,2006,6.7
01_101_,Total,True,2007,6.3
01_101_,Total,True,2008,6.6
01_101_,Total,True,2009,6.9
01_101_,Total,True,2010,6.6
01_101_,Total,True,2011,6.3
01_101_,Total,True,2012,6.1
01_101_,Total,True,2013,6
01_101_,Total,True,2014,7.1
01_101_,Total,True,2015,7.9
01_101_,Total,True,2016,7.1
01_101_,Total,True,2017,7.8
01_101_,Total,True,2018,6.9
01_101_,Total,True,2019,6.2
01_101_,Total,True,2020,6.4
01_101_,Total,True,2021,5.9
10_104_,Republic of Karakalpakstan,True,2000,7
10_104_,Republic of Karakalpakstan,True,2001,7.3
10_104_,Republic of Karakalpakstan,True,2002,6.7
10_104_,Republic of Karakalpakstan,True,2003,6.9
10_104_,Republic of Karakalpakstan,True,2004,6.2
10_104_,Republic of Karakalpakstan,True,2005,5.8
10_104_,Republic of Karakalpakstan,True,2006,7.2
10_104_,Republic of Karakalpakstan,True,2007,5.6
10_104_,Republic of Karakalpakstan,True,2008,6.4
10_104_,Republic of Karakalpakstan,True,2009,7
10_104_,Republic of Karakalpakstan,True,2010,6.4
10_104_,Republic of Karakalpakstan,True,2011,5.9
10_104_,Republic of Karakalpakstan,True,2012,6
10_104_,Republic of Karakalpakstan,True,2013,6.2
10_104_,Republic of Karakalpakstan,True,2014,8.4
10_104_,Republic of Karakalpakstan,True,2015,8.7
10_104_,Republic of Karakalpakstan,True,2016,10.3
10_104_,Republic of Karakalpakstan,True,2017,12.6
10_104_,Republic of Karakalpakstan,True,2018,11.1
10_104_,Republic of Karakalpakstan,True,2019,7.8
10_104_,Republic of Karakalpakstan,True,2020,9.3
10_104_,Republic of Karakalpakstan,True,2021,7.5
10_105_,Andizhan Region,True,2000,6.7
10_105_,Andizhan Region,True,2001,5.6
