unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,0
01_101_,Total,True,2001,0
01_101_,Total,True,2002,0
01_101_,Total,True,2003,0
01_101_,Total,True,2004,0
01_101_,Total,True,2005,0
01_101_,Total,True,2006,0
01_101_,Total,True,2007,0
01_101_,Total,True,2008,53.6
01_101_,Total,True,2009,55.8
01_101_,Total,True,2010,54.7
01_101_,Total,True,2011,54.6
01_101_,Total,True,2012,56.2
01_101_,Total,True,2013,56.9
01_101_,Total,True,2014,57.5
01_101_,Total,True,2015,57.6
01_101_,Total,True,2016,57.8
01_101_,Total,True,2017,57.2
01_101_,Total,True,2018,54.3
01_101_,Total,True,2019,51.8
01_101_,Total,True,2020,0
01_101_,Total,True,2021,0
