unique_id,col_caption_name,col_caption_name1_empty,year,value
11_101_,Total,True,2000,0
11_101_,Total,True,2001,0
11_101_,Total,True,2002,0
11_101_,Total,True,2003,0
11_101_,Total,True,2004,0
11_101_,Total,True,2005,0
11_101_,Total,True,2006,0
11_101_,Total,True,2007,1.1
11_101_,Total,True,2008,1
11_101_,Total,True,2009,1
11_101_,Total,True,2010,1
11_101_,Total,True,2011,0.9
11_101_,Total,True,2012,0.8
11_101_,Total,True,2013,0.8
11_101_,Total,True,2014,0.8
11_101_,Total,True,2015,0.7
11_101_,Total,True,2016,0.7
11_101_,Total,True,2017,0.8
11_101_,Total,True,2018,0.7
11_101_,Total,True,2019,0.7
11_101_,Total,True,2020,0.7
11_101_,Total,True,2021,0.1
11_124_,Girls,True,2000,0
11_124_,Girls,True,2001,0
11_124_,Girls,True,2002,0
11_124_,Girls,True,2003,0
11_124_,Girls,True,2004,0
11_124_,Girls,True,2005,0
11_124_,Girls,True,2006,0
11_124_,Girls,True,2007,0
11_124_,Girls,True,2008,0
11_124_,Girls,True,2009,0
11_124_,Girls,True,2010,0
11_124_,Girls,True,2011,0
11_124_,Girls,True,2012,0
11_124_,Girls,True,2013,0
11_124_,Girls,True,2014,0
11_124_,Girls,True,2015,0
11_124_,Girls,True,2016,0
11_124_,Girls,True,2017,0
11_124_,Girls,True,2018,0
11_124_,Girls,True,2019,0.7
11_124_,Girls,True,2020,0.7
11_124_,Girls,True,2021,0.1
11_125_,Boys,True,2000,0
11_125_,Boys,True,2001,0
11_125_,Boys,True,2002,0
11_125_,Boys,True,2003,0
11_125_,Boys,True,2004,0
11_125_,Boys,True,2005,0
11_125_,Boys,True,2006,0
11_125_,Boys,True,2007,0
11_125_,Boys,True,2008,0
11_125_,Boys,True,2009,0
11_125_,Boys,True,2010,0
11_125_,Boys,True,2011,0
11_125_,Boys,True,2012,0
11_125_,Boys,True,2013,0
11_125_,Boys,True,2014,0
11_125_,Boys,True,2015,0
11_125_,Boys,True,2016,0
11_125_,Boys,True,2017,0
11_125_,Boys,True,2018,0
11_125_,Boys,True,2019,0.7
11_125_,Boys,True,2020,0.6
11_125_,Boys,True,2021,0.1
