unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,21.1
01_101_,Total,True,2001,17.3
01_101_,Total,True,2002,15.1
01_101_,Total,True,2003,12.4
01_101_,Total,True,2004,9.5
01_101_,Total,True,2005,9.1
01_101_,Total,True,2006,8.9
01_101_,Total,True,2007,9.4
01_101_,Total,True,2008,9.9
01_101_,Total,True,2009,20.5
01_101_,Total,True,2010,23.6
01_101_,Total,True,2011,24.3
01_101_,Total,True,2012,24.6
01_101_,Total,True,2013,23.7
01_101_,Total,True,2014,24.2
01_101_,Total,True,2015,23.8
01_101_,Total,True,2016,21
01_101_,Total,True,2017,19
01_101_,Total,True,2018,21.9
01_101_,Total,True,2019,24.3
01_101_,Total,True,2020,26.3
01_101_,Total,True,2021,34.3
