unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,14.3
01_101_,Total,True,2001,11.6
01_101_,Total,True,2002,12.9
01_101_,Total,True,2003,10.7
01_101_,Total,True,2004,9.4
01_101_,Total,True,2005,8.9
01_101_,Total,True,2006,10.2
01_101_,Total,True,2007,9.7
01_101_,Total,True,2008,8.6
01_101_,Total,True,2009,8.6
01_101_,Total,True,2010,9.2
01_101_,Total,True,2011,17.8
01_101_,Total,True,2012,27.2
01_101_,Total,True,2013,32.8
01_101_,Total,True,2014,35.3
01_101_,Total,True,2015,43.1
01_101_,Total,True,2016,51.7
01_101_,Total,True,2017,54.2
01_101_,Total,True,2018,57.1
01_101_,Total,True,2019,54
01_101_,Total,True,2020,49.8
01_101_,Total,True,2021,80.8
