unique_id,col_caption_name,col_caption_name1_empty,year,value
01_101_,Total,True,2000,75.7
01_101_,Total,True,2001,83
01_101_,Total,True,2002,85.1
01_101_,Total,True,2003,87.1
01_101_,Total,True,2004,86.6
01_101_,Total,True,2005,88.1
01_101_,Total,True,2006,88.7
01_101_,Total,True,2007,89.8
01_101_,Total,True,2008,81.9
01_101_,Total,True,2009,84.4
01_101_,Total,True,2010,86.5
01_101_,Total,True,2011,86.6
01_101_,Total,True,2012,93.1
01_101_,Total,True,2013,92.5
01_101_,Total,True,2014,92.6
01_101_,Total,True,2015,93.5
01_101_,Total,True,2016,94.1
01_101_,Total,True,2017,92.2
01_101_,Total,True,2018,93.3
01_101_,Total,True,2019,92.1
01_101_,Total,True,2020,92.4
01_101_,Total,True,2021,92.2
