unique_id,col_caption_name,col_caption_name1_empty,year,value
16_101_,Total,True,2000,20
16_101_,Total,True,2001,20
16_101_,Total,True,2002,22
16_101_,Total,True,2003,23
16_101_,Total,True,2004,24
16_101_,Total,True,2005,24
16_101_,Total,True,2006,25
16_101_,Total,True,2007,25
16_101_,Total,True,2008,26
16_101_,Total,True,2009,27
16_101_,Total,True,2010,28
16_101_,Total,True,2011,29
16_101_,Total,True,2012,30
16_101_,Total,True,2013,33
16_101_,Total,True,2014,36
16_101_,Total,True,2015,36
16_101_,Total,True,2016,36
16_101_,Total,True,2017,36
16_101_,Total,True,2018,36
16_101_,Total,True,2019,36
16_101_,Total,True,2020,36
16_101_,Total,True,2021,36
