unique_id,col_caption_name,col_caption_name1_empty,year,value
20_152_,Copy or move a file or folder,True,2000,0
20_152_,Copy or move a file or folder,True,2001,0
20_152_,Copy or move a file or folder,True,2002,0
20_152_,Copy or move a file or folder,True,2003,0
20_152_,Copy or move a file or folder,True,2004,0
20_152_,Copy or move a file or folder,True,2005,0
20_152_,Copy or move a file or folder,True,2006,0
20_152_,Copy or move a file or folder,True,2007,0
20_152_,Copy or move a file or folder,True,2008,0
20_152_,Copy or move a file or folder,True,2009,0
20_152_,Copy or move a file or folder,True,2010,0
20_152_,Copy or move a file or folder,True,2011,0
20_152_,Copy or move a file or folder,True,2012,0
20_152_,Copy or move a file or folder,True,2013,0
20_152_,Copy or move a file or folder,True,2014,0
20_152_,Copy or move a file or folder,True,2015,0
20_152_,Copy or move a file or folder,True,2016,0
20_152_,Copy or move a file or folder,True,2017,38.3
20_152_,Copy or move a file or folder,True,2018,39.4
20_152_,Copy or move a file or folder,True,2019,39.7
20_152_,Copy or move a file or folder,True,2020,33.9
20_152_,Copy or move a file or folder,True,2021,43.5
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2000,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2001,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2002,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2003,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2004,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2005,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2006,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2007,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2008,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2009,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2010,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2011,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2012,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2013,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2014,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2015,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2016,0
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2017,19.3
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2018,22.4
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2019,22.7
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2020,20.3
20_153_,Use copy and paste tools to duplicate or move information in a document,True,2021,23.6
20_154_,"Sending an email with attached files (such as a document, photo, video)",True,2000,0
20_154_,"Sending an email with attached files (such as a document, photo, video)",True,2001,0
20_154_,"Sending an email with attached files (such as a document, photo, video)",True,2002,0
20_154_,"Sending an email with attached files (such as a document, photo, video)",True,2003,0
20_154_,"Sending an email with attached files (such as a document, photo, video)",True,2004,0
20_154_,"Sending an email with attached files (such as a document, photo, video)",True,2005,0
20_154_,"Sending an email with attached files (such as a document, photo, video)",True,2006,0
20_154_,"Sending an email with attached files (such as a document, photo, video)",True,2007,0
20_154_,"Sending an email with attached files (such as a document, photo, video)",True,2008,0
20_154_,"Sending an email with attached files (such as a document, photo, video)",True,2009,0
