Year,UNIT_MEASURE,SERIES,Regions,Value,M49_country_code
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Akmola,45.5,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Aktobe,1.2,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Almaty,50.6,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Atyrau,0.4,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Batys Kazakhstan,7.9,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Zhambyl,3.6,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Karagandy,5.6,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kostanay,17.5,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kyzylorda,6.2,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Mangistau,0.1,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Pavlodar,27.4,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Soltustik Kazakhstan,50.2,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Turkistan,3.3,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Shygys Kazakhstan,209.3,KAZ
2018,Percent,_L_KZ_150201_1B,,29.600000000000364,KAZ
2018,Percent,_L_KZ_150201_1B,Akmola,1.6999999999999886,KAZ
2018,Percent,_L_KZ_150201_1B,Aktobe,0.6000000000000014,KAZ
2018,Percent,_L_KZ_150201_1B,Almaty,20.799999999999955,KAZ
2018,Percent,_L_KZ_150201_1B,Atyrau,2.099999999999998,KAZ
2018,Percent,_L_KZ_150201_1B,Batys Kazakhstan,-0.1000000000000085,KAZ
2018,Percent,_L_KZ_150201_1B,Zhambyl,-38.20000000000027,KAZ
2018,Percent,_L_KZ_150201_1B,Karagandy,0.0999999999999943,KAZ
2018,Percent,_L_KZ_150201_1B,Kostanay,1.3000000000000114,KAZ
2018,Percent,_L_KZ_150201_1B,Kyzylorda,15.700000000000273,KAZ
2018,Percent,_L_KZ_150201_1B,Mangistau,0.1000000000000085,KAZ
2018,Percent,_L_KZ_150201_1B,Pavlodar,3.200000000000045,KAZ
2018,Percent,_L_KZ_150201_1B,Soltustik Kazakhstan,1.2999999999999543,KAZ
2018,Percent,_L_KZ_150201_1B,Turkistan,15.200000000000044,KAZ
2018,Percent,_L_KZ_150201_1B,Shygys Kazakhstan,5.600000000000136,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],,100.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Akmola,6.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Aktobe,0.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Almaty,15.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Atyrau,0.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Batys Kazakhstan,0.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Zhambyl,19.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Karagandy,3.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kostanay,0.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kyzylorda,2.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Mangistau,0.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Pavlodar,8.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Soltustik Kazakhstan,5.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Turkistan,6.0,KAZ
2018,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Shygys Kazakhstan,36.0,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],,12933.1,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Akmola,383.8,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Aktobe,52.5,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Almaty,1949.5,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Atyrau,18.7,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Batys Kazakhstan,91.1,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Zhambyl,2323.1,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Karagandy,153.6,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kostanay,241.3,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kyzylorda,3118.9,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Mangistau,125.2,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Pavlodar,261.6,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Soltustik Kazakhstan,538.5,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Turkistan,1654.4,KAZ
2018,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Shygys Kazakhstan,2020.9,KAZ
2019,thousands hectares,_L_KZ_150201_1A,,13121.8,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Akmola,384.2,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Aktobe,56.3,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Almaty,2104.2,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Atyrau,18.7,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Batys Kazakhstan,91.2,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Zhambyl,2297.9,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Karagandy,152.3,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Kostanay,242.2,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Kyzylorda,3146.7,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Mangistau,125.4,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Pavlodar,267.5,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Soltustik Kazakhstan,540.4,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Turkistan,1665.6,KAZ
2019,thousands hectares,_L_KZ_150201_1A,Shygys Kazakhstan,2029.1,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],,435.8,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Akmola,46.0,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Aktobe,1.2,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Almaty,51.9,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Atyrau,0.4,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Batys Kazakhstan,7.9,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Zhambyl,3.7,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Karagandy,5.7,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kostanay,17.7,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kyzylorda,6.5,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Mangistau,0.1,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Pavlodar,28.0,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Soltustik Kazakhstan,51.0,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Turkistan,3.4,KAZ
2019,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Shygys Kazakhstan,212.3,KAZ
2019,Percent,_L_KZ_150201_1B,,188.6999999999989,KAZ
2019,Percent,_L_KZ_150201_1B,Akmola,0.4,KAZ
2019,Percent,_L_KZ_150201_1B,Aktobe,3.8,KAZ
2019,Percent,_L_KZ_150201_1B,Almaty,154.7,KAZ
2019,Percent,_L_KZ_150201_1B,Atyrau,0.0,KAZ
2019,Percent,_L_KZ_150201_1B,Batys Kazakhstan,0.1,KAZ
2019,Percent,_L_KZ_150201_1B,Zhambyl,-25.2,KAZ
2019,Percent,_L_KZ_150201_1B,Karagandy,-1.3,KAZ
2019,Percent,_L_KZ_150201_1B,Kostanay,0.9,KAZ
2019,Percent,_L_KZ_150201_1B,Kyzylorda,27.8,KAZ
2019,Percent,_L_KZ_150201_1B,Mangistau,0.2,KAZ
2019,Percent,_L_KZ_150201_1B,Pavlodar,5.9,KAZ
2019,Percent,_L_KZ_150201_1B,Soltustik Kazakhstan,1.9,KAZ
2019,Percent,_L_KZ_150201_1B,Turkistan,11.2,KAZ
2019,Percent,_L_KZ_150201_1B,Shygys Kazakhstan,8.2,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],,100.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Akmola,6.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Aktobe,0.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Almaty,22.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Atyrau,0.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Batys Kazakhstan,0.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Zhambyl,17.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Karagandy,3.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kostanay,0.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kyzylorda,2.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Mangistau,0.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Pavlodar,8.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Soltustik Kazakhstan,4.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Turkistan,5.0,KAZ
2019,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Shygys Kazakhstan,33.0,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],,13121.8,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Akmola,384.2,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Aktobe,56.3,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Almaty,2104.2,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Atyrau,18.7,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Batys Kazakhstan,91.2,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Zhambyl,2297.9,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Karagandy,152.3,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kostanay,242.2,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kyzylorda,3146.7,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Mangistau,125.4,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Pavlodar,267.5,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Soltustik Kazakhstan,540.4,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Turkistan,1665.6,KAZ
2019,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Shygys Kazakhstan,2029.1,KAZ
2020,thousands hectares,_L_KZ_150201_1A,,13316.9,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Akmola,384.8,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Aktobe,57.3,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Almaty,2005.9,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Atyrau,18.7,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Batys Kazakhstan,89.7,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Zhambyl,2282.4,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Karagandy,152.6,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Kostanay,272.3,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Kyzylorda,3540.5,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Mangistau,125.5,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Pavlodar,270.6,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Soltustik Kazakhstan,542.7,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Turkistan,1540.6,KAZ
2020,thousands hectares,_L_KZ_150201_1A,Shygys Kazakhstan,2033.4,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],,446.3,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Akmola,47.1,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Aktobe,1.2,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Almaty,52.8,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Atyrau,0.4,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Batys Kazakhstan,8.0,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Zhambyl,3.9,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Karagandy,5.8,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kostanay,20.8,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kyzylorda,7.9,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Mangistau,0.1,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Pavlodar,28.6,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Soltustik Kazakhstan,51.7,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Turkistan,2.9,KAZ
2020,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Shygys Kazakhstan,215.1,KAZ
2020,Percent,_L_KZ_150201_1B,,195.1,KAZ
2020,Percent,_L_KZ_150201_1B,Akmola,0.6,KAZ
2020,Percent,_L_KZ_150201_1B,Aktobe,1.0,KAZ
2020,Percent,_L_KZ_150201_1B,Almaty,-98.3,KAZ
2020,Percent,_L_KZ_150201_1B,Atyrau,0.0,KAZ
2020,Percent,_L_KZ_150201_1B,Batys Kazakhstan,-1.5,KAZ
2020,Percent,_L_KZ_150201_1B,Zhambyl,-15.5,KAZ
2020,Percent,_L_KZ_150201_1B,Karagandy,0.3,KAZ
2020,Percent,_L_KZ_150201_1B,Kostanay,30.1,KAZ
2020,Percent,_L_KZ_150201_1B,Kyzylorda,393.8,KAZ
2020,Percent,_L_KZ_150201_1B,Mangistau,0.1,KAZ
2020,Percent,_L_KZ_150201_1B,Pavlodar,3.1,KAZ
2020,Percent,_L_KZ_150201_1B,Soltustik Kazakhstan,2.3,KAZ
2020,Percent,_L_KZ_150201_1B,Turkistan,-125.0,KAZ
2020,Percent,_L_KZ_150201_1B,Shygys Kazakhstan,4.3,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],,100.0,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Akmola,3.3,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Aktobe,0.1,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Almaty,12.9,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Atyrau,0.0,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Batys Kazakhstan,0.0,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Zhambyl,10.0,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Karagandy,1.7,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kostanay,0.7,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kyzylorda,18.8,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Mangistau,0.0,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Pavlodar,4.6,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Soltustik Kazakhstan,2.6,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Turkistan,25.9,KAZ
2020,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Shygys Kazakhstan,19.4,KAZ
