Year,UNIT_MEASURE,SERIES,Regions,Value,M49_country_code
2014,thousands hectares,_L_KZ_150201_1A,Karagandy,155.8,KAZ
2014,thousands hectares,_L_KZ_150201_1A,Kostanay,234.9,KAZ
2014,thousands hectares,_L_KZ_150201_1A,Kyzylorda,3063.0,KAZ
2014,thousands hectares,_L_KZ_150201_1A,Mangistau,122.4,KAZ
2014,thousands hectares,_L_KZ_150201_1A,Pavlodar,253.1,KAZ
2014,thousands hectares,_L_KZ_150201_1A,Soltustik Kazakhstan,531.9,KAZ
2014,thousands hectares,_L_KZ_150201_1A,Turkistan,1616.8,KAZ
2014,thousands hectares,_L_KZ_150201_1A,Shygys Kazakhstan,2004.7,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],,412.2,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Akmola,45.4,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Aktobe,1.1,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Almaty,40.7,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Atyrau,0.5,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Batys Kazakhstan,8.3,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Zhambyl,3.4,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Karagandy,4.6,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kostanay,15.5,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kyzylorda,5.9,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Mangistau,0.1,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Pavlodar,27.0,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Soltustik Kazakhstan,52.0,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Turkistan,3.1,KAZ
2014,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Shygys Kazakhstan,204.6,KAZ
2014,Percent,_L_KZ_150201_1B,,33.100000000000364,KAZ
2014,Percent,_L_KZ_150201_1B,Akmola,0.0999999999999659,KAZ
2014,Percent,_L_KZ_150201_1B,Aktobe,0.5,KAZ
2014,Percent,_L_KZ_150201_1B,Almaty,1.7999999999999543,KAZ
2014,Percent,_L_KZ_150201_1B,Atyrau,0.0,KAZ
2014,Percent,_L_KZ_150201_1B,Batys Kazakhstan,-0.0999999999999943,KAZ
2014,Percent,_L_KZ_150201_1B,Zhambyl,5.099999999999909,KAZ
2014,Percent,_L_KZ_150201_1B,Karagandy,0.200000000000017,KAZ
2014,Percent,_L_KZ_150201_1B,Kostanay,5.900000000000006,KAZ
2014,Percent,_L_KZ_150201_1B,Kyzylorda,8.0,KAZ
2014,Percent,_L_KZ_150201_1B,Mangistau,0.0,KAZ
2014,Percent,_L_KZ_150201_1B,Pavlodar,2.6,KAZ
2014,Percent,_L_KZ_150201_1B,Soltustik Kazakhstan,2.6000000000000227,KAZ
2014,Percent,_L_KZ_150201_1B,Turkistan,2.599999999999909,KAZ
2014,Percent,_L_KZ_150201_1B,Shygys Kazakhstan,3.900000000000091,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],,100.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Akmola,8.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Aktobe,0.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Almaty,12.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Atyrau,0.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Batys Kazakhstan,0.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Zhambyl,0.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Karagandy,4.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kostanay,0.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kyzylorda,3.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Mangistau,0.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Pavlodar,11.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Soltustik Kazakhstan,7.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Turkistan,7.0,KAZ
2014,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Shygys Kazakhstan,48.0,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],,12627.0,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Akmola,379.4,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Aktobe,50.3,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Almaty,1856.2,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Atyrau,16.4,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Batys Kazakhstan,106.0,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Zhambyl,2236.1,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Karagandy,155.8,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kostanay,234.9,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kyzylorda,3063.0,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Mangistau,122.4,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Pavlodar,253.1,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Soltustik Kazakhstan,531.9,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Turkistan,1616.8,KAZ
2014,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Shygys Kazakhstan,2004.7,KAZ
2015,thousands hectares,_L_KZ_150201_1A,,12652.4,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Akmola,380.3,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Aktobe,51.6,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Almaty,1870.6,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Atyrau,16.5,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Batys Kazakhstan,103.9,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Zhambyl,2240.6,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Karagandy,153.3,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Kostanay,236.4,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Kyzylorda,3059.1,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Mangistau,122.4,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Pavlodar,254.5,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Soltustik Kazakhstan,534.0,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Turkistan,1623.7,KAZ
2015,thousands hectares,_L_KZ_150201_1A,Shygys Kazakhstan,2005.3,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],,412.2,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Akmola,45.4,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Aktobe,1.1,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Almaty,40.7,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Atyrau,0.5,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Batys Kazakhstan,8.3,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Zhambyl,3.4,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Karagandy,4.6,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kostanay,15.5,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kyzylorda,5.9,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Mangistau,0.1,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Pavlodar,27.0,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Soltustik Kazakhstan,52.0,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Turkistan,3.1,KAZ
2015,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Shygys Kazakhstan,204.6,KAZ
2015,Percent,_L_KZ_150201_1B,,25.39999999999964,KAZ
2015,Percent,_L_KZ_150201_1B,Akmola,0.9000000000000341,KAZ
2015,Percent,_L_KZ_150201_1B,Aktobe,1.3000000000000045,KAZ
2015,Percent,_L_KZ_150201_1B,Almaty,14.399999999999864,KAZ
2015,Percent,_L_KZ_150201_1B,Atyrau,0.1000000000000014,KAZ
2015,Percent,_L_KZ_150201_1B,Batys Kazakhstan,-2.0999999999999943,KAZ
2015,Percent,_L_KZ_150201_1B,Zhambyl,4.5,KAZ
2015,Percent,_L_KZ_150201_1B,Karagandy,-2.5,KAZ
2015,Percent,_L_KZ_150201_1B,Kostanay,1.5,KAZ
2015,Percent,_L_KZ_150201_1B,Kyzylorda,-3.900000000000091,KAZ
2015,Percent,_L_KZ_150201_1B,Mangistau,0.0,KAZ
2015,Percent,_L_KZ_150201_1B,Pavlodar,1.4000000000000057,KAZ
2015,Percent,_L_KZ_150201_1B,Soltustik Kazakhstan,2.1000000000000227,KAZ
2015,Percent,_L_KZ_150201_1B,Turkistan,6.900000000000091,KAZ
2015,Percent,_L_KZ_150201_1B,Shygys Kazakhstan,0.599999999999909,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],,100.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Akmola,8.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Aktobe,0.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Almaty,13.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Atyrau,0.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Batys Kazakhstan,0.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Zhambyl,0.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Karagandy,4.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kostanay,0.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kyzylorda,3.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Mangistau,0.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Pavlodar,11.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Soltustik Kazakhstan,6.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Turkistan,7.0,KAZ
2015,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Shygys Kazakhstan,48.0,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],,12652.4,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Akmola,380.3,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Aktobe,51.6,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Almaty,1870.6,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Atyrau,16.5,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Batys Kazakhstan,103.9,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Zhambyl,2240.6,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Karagandy,153.3,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kostanay,236.4,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kyzylorda,3059.1,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Mangistau,122.4,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Pavlodar,254.5,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Soltustik Kazakhstan,534.0,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Turkistan,1623.7,KAZ
2015,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Shygys Kazakhstan,2005.3,KAZ
2016,thousands hectares,_L_KZ_150201_1A,,12706.8,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Akmola,382.1,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Aktobe,51.7,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Almaty,1882.3,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Atyrau,16.5,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Batys Kazakhstan,106.0,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Zhambyl,2240.7,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Karagandy,153.3,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Kostanay,238.2,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Kyzylorda,3080.3,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Mangistau,122.4,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Pavlodar,257.1,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Soltustik Kazakhstan,535.6,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Turkistan,1630.1,KAZ
2016,thousands hectares,_L_KZ_150201_1A,Shygys Kazakhstan,2010.3,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],,412.2,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Akmola,45.4,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Aktobe,1.1,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Almaty,40.7,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Atyrau,0.5,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Batys Kazakhstan,8.3,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Zhambyl,3.4,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Karagandy,4.6,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kostanay,15.5,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kyzylorda,5.9,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Mangistau,0.1,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Pavlodar,27.0,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Soltustik Kazakhstan,52.0,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Turkistan,3.1,KAZ
2016,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Shygys Kazakhstan,204.6,KAZ
2016,Percent,_L_KZ_150201_1B,,54.39999999999964,KAZ
2016,Percent,_L_KZ_150201_1B,Akmola,1.8000000000000114,KAZ
2016,Percent,_L_KZ_150201_1B,Aktobe,0.1000000000000014,KAZ
2016,Percent,_L_KZ_150201_1B,Almaty,11.700000000000044,KAZ
2016,Percent,_L_KZ_150201_1B,Atyrau,0.0,KAZ
2016,Percent,_L_KZ_150201_1B,Batys Kazakhstan,2.0999999999999943,KAZ
2016,Percent,_L_KZ_150201_1B,Zhambyl,0.099999999999909,KAZ
2016,Percent,_L_KZ_150201_1B,Karagandy,0.0,KAZ
2016,Percent,_L_KZ_150201_1B,Kostanay,1.8,KAZ
2016,Percent,_L_KZ_150201_1B,Kyzylorda,21.20000000000028,KAZ
2016,Percent,_L_KZ_150201_1B,Mangistau,0.0,KAZ
2016,Percent,_L_KZ_150201_1B,Pavlodar,2.6000000000000227,KAZ
2016,Percent,_L_KZ_150201_1B,Soltustik Kazakhstan,1.6000000000000227,KAZ
2016,Percent,_L_KZ_150201_1B,Turkistan,6.399999999999864,KAZ
2016,Percent,_L_KZ_150201_1B,Shygys Kazakhstan,5.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],,100.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Akmola,8.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Aktobe,0.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Almaty,13.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Atyrau,0.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Batys Kazakhstan,0.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Zhambyl,0.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Karagandy,4.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kostanay,0.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kyzylorda,3.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Mangistau,0.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Pavlodar,11.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Soltustik Kazakhstan,6.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Turkistan,7.0,KAZ
2016,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Shygys Kazakhstan,48.0,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],,12706.8,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Akmola,382.1,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Aktobe,51.7,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Almaty,1882.3,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Atyrau,16.5,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Batys Kazakhstan,106.0,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Zhambyl,2240.7,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Karagandy,153.3,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kostanay,238.2,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kyzylorda,3080.3,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Mangistau,122.4,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Pavlodar,257.1,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Soltustik Kazakhstan,535.6,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Turkistan,1630.1,KAZ
2016,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Shygys Kazakhstan,2010.3,KAZ
2017,thousands hectares,_L_KZ_150201_1A,,12903.5,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Akmola,382.1,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Aktobe,51.9,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Almaty,1928.7,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Atyrau,16.6,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Batys Kazakhstan,91.2,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Zhambyl,2361.3,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Karagandy,153.5,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Kostanay,240.0,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Kyzylorda,3103.2,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Mangistau,125.1,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Pavlodar,258.4,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Soltustik Kazakhstan,537.2,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Turkistan,1639.2,KAZ
2017,thousands hectares,_L_KZ_150201_1A,Shygys Kazakhstan,2015.3,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],,421.8,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Akmola,44.7,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Aktobe,1.1,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Almaty,49.4,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Atyrau,0.5,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Batys Kazakhstan,7.7,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Zhambyl,3.4,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Karagandy,5.5,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kostanay,17.3,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Kyzylorda,5.9,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Mangistau,0.1,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Pavlodar,26.9,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Soltustik Kazakhstan,49.6,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Turkistan,3.2,KAZ
2017,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],Shygys Kazakhstan,206.5,KAZ
2017,Percent,_L_KZ_150201_1B,,196.7000000000008,KAZ
2017,Percent,_L_KZ_150201_1B,Akmola,0.0,KAZ
2017,Percent,_L_KZ_150201_1B,Aktobe,0.1999999999999957,KAZ
2017,Percent,_L_KZ_150201_1B,Almaty,46.40000000000009,KAZ
2017,Percent,_L_KZ_150201_1B,Atyrau,0.1000000000000014,KAZ
2017,Percent,_L_KZ_150201_1B,Batys Kazakhstan,-14.799999999999995,KAZ
2017,Percent,_L_KZ_150201_1B,Zhambyl,120.60000000000036,KAZ
2017,Percent,_L_KZ_150201_1B,Karagandy,0.1999999999999886,KAZ
2017,Percent,_L_KZ_150201_1B,Kostanay,1.8000000000000114,KAZ
2017,Percent,_L_KZ_150201_1B,Kyzylorda,22.89999999999964,KAZ
2017,Percent,_L_KZ_150201_1B,Mangistau,2.6999999999999886,KAZ
2017,Percent,_L_KZ_150201_1B,Pavlodar,1.2999999999999543,KAZ
2017,Percent,_L_KZ_150201_1B,Soltustik Kazakhstan,1.6000000000000227,KAZ
2017,Percent,_L_KZ_150201_1B,Turkistan,9.100000000000136,KAZ
2017,Percent,_L_KZ_150201_1B,Shygys Kazakhstan,5.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],,100.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Akmola,7.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Aktobe,0.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Almaty,10.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Atyrau,0.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Batys Kazakhstan,0.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Zhambyl,20.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Karagandy,4.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kostanay,0.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Kyzylorda,2.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Mangistau,0.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Pavlodar,7.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Soltustik Kazakhstan,6.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Turkistan,6.0,KAZ
2017,thousands hectares,Proportion of forest area within legally established protected areas [15.2.1],Shygys Kazakhstan,38.0,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],,12903.5,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Akmola,382.1,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Aktobe,51.9,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Almaty,1928.7,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Atyrau,16.6,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Batys Kazakhstan,91.2,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Zhambyl,2361.3,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Karagandy,153.5,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kostanay,240.0,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Kyzylorda,3103.2,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Mangistau,125.1,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Pavlodar,258.4,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Soltustik Kazakhstan,537.2,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Turkistan,1639.2,KAZ
2017,thousands hectares,Proportion of forest area with a long-term management plan [15.2.1],Shygys Kazakhstan,2015.3,KAZ
2018,thousands hectares,_L_KZ_150201_1A,,12933.1,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Akmola,383.8,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Aktobe,52.5,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Almaty,1949.5,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Atyrau,18.7,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Batys Kazakhstan,91.1,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Zhambyl,2323.1,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Karagandy,153.6,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Kostanay,241.3,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Kyzylorda,3118.9,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Mangistau,125.2,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Pavlodar,261.6,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Soltustik Kazakhstan,538.5,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Turkistan,1654.4,KAZ
2018,thousands hectares,_L_KZ_150201_1A,Shygys Kazakhstan,2020.9,KAZ
2018,M_METER3,Above-ground biomass in forest (tonnes) [15.2.1],,428.6,KAZ
