Year,UNIT_MEASURE,Value,M49_country_code
2010,Percent,87.4,KAZ
2011,Percent,88.6,KAZ
2012,Percent,92.2,KAZ
2013,Percent,92.4,KAZ
2014,Percent,92.8,KAZ
2015,Percent,93.1,KAZ
2016,Percent,93.3,KAZ
2017,Percent,93.3,KAZ
2018,Percent,94.4,KAZ
2019,Percent,95.5,KAZ
2020,Percent,97.1,KAZ
