Year,UNIT_MEASURE,Value,M49_country_code
2010,Percent,49.4,KAZ
2011,Percent,47.4,KAZ
2012,Percent,31.0,KAZ
2013,Percent,30.3,KAZ
2014,Percent,29.1,KAZ
2015,Percent,38.3,KAZ
2016,Percent,34.4,KAZ
2017,Percent,31.8,KAZ
2018,Percent,30.8,KAZ
2019,Percent,28.2,KAZ
2020,Percent,27.0,KAZ
