Year,UNIT_MEASURE,Value,M49_country_code
2010,Percent,0.15,KAZ
2011,Percent,0.09,KAZ
2012,Percent,0.14,KAZ
2013,Percent,0.14,KAZ
2014,Percent,0.18,KAZ
2015,Percent,0.16,KAZ
2016,Percent,0.28,KAZ
2017,Percent,0.34,KAZ
2018,Percent,0.34,KAZ
2019,Percent,0.28,KAZ
2020,Percent,0.22,KAZ
2021,Percent,0.16,KAZ
