Year,UNIT_MEASURE,Value,M49_country_code
2010,Percent,8.8,KAZ
2011,Percent,9.0,KAZ
2012,Percent,9.0,KAZ
2013,Percent,9.0,KAZ
2014,Percent,9.0,KAZ
2015,Percent,9.3,KAZ
2016,Percent,9.3,KAZ
2017,Percent,9.5,KAZ
2018,Percent,9.6,KAZ
2019,Percent,9.6,KAZ
