Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Age,Regions,Value,M49_country_code
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Atyrau,15.32950461641572,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Atyrau,5.183789967529091,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Batys Kazakhstan,32.176029293560774,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Batys Kazakhstan,15.741939805304993,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Batys Kazakhstan,80.96365097794052,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Batys Kazakhstan,41.572519424845936,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Batys Kazakhstan,8.83049030990444,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Batys Kazakhstan,10.988434402071984,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Batys Kazakhstan,21.59507010806466,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Batys Kazakhstan,14.974993301777262,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Batys Kazakhstan,1.0103152630168797,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Zhambyl,25.574921766974747,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Zhambyl,17.009315188123136,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Zhambyl,33.7912087912088,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Zhambyl,52.260267326492496,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Zhambyl,9.329743104577542,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Zhambyl,14.722970186546345,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Zhambyl,22.803410717318,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Zhambyl,16.672731242267666,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Zhambyl,5.442956601897,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Karagandy,51.86146719810406,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Karagandy,28.966928794570723,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Karagandy,70.31670796078853,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Karagandy,55.08240870408273,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Karagandy,22.85144888505871,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Karagandy,22.927394161370245,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Karagandy,35.07271356242594,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Karagandy,36.58838737477109,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Karagandy,5.716901863621674,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Kostanay,46.45567163125573,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Kostanay,29.677242888402628,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Kostanay,72.90799040022587,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Kostanay,51.6702548175337,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Kostanay,25.18264276134679,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Kostanay,25.28146396555375,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Kostanay,41.43431919248959,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Kostanay,35.69474835886214,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Kostanay,0.7085127408766853,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Kyzylorda,23.258322423404064,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Kyzylorda,20.8293193027526,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Kyzylorda,29.09369364918608,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Kyzylorda,54.38661495771888,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Kyzylorda,14.438159227329992,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Kyzylorda,8.974137292196724,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Kyzylorda,13.380925326680334,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Kyzylorda,19.19735856203016,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Kyzylorda,5.766206391160075,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Mangistau,32.12309007372583,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Mangistau,1.6508173950208354,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Mangistau,54.78576771022545,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Mangistau,33.60188054279303,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Mangistau,3.965167218719949,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Mangistau,10.490437012501337,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Mangistau,9.051180681696762,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Mangistau,15.177903622181857,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Mangistau,2.213911742707554,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Pavlodar,28.98544525125924,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Pavlodar,21.0001176357356,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Pavlodar,61.539530954239694,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Pavlodar,36.82105465784042,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Pavlodar,18.554363751082786,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Pavlodar,18.221775444074904,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Pavlodar,21.41398154188367,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Pavlodar,25.88093124725962,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Pavlodar,5.815483001636206,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Soltustik Kazakhstan,47.640289178191374,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Soltustik Kazakhstan,28.980744759694044,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Soltustik Kazakhstan,72.68888174178122,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Soltustik Kazakhstan,55.11305636737377,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Soltustik Kazakhstan,24.81227189462056,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Soltustik Kazakhstan,11.71814914770741,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Soltustik Kazakhstan,31.334163019311173,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Soltustik Kazakhstan,42.70831876721715,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Soltustik Kazakhstan,0.4572595192482485,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Turkistan,45.6415622732479,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Turkistan,12.507121140341932,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Turkistan,45.04068794713265,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Turkistan,45.73151351967234,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Turkistan,13.725061016928825,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Turkistan,9.593000593678228,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Turkistan,25.099995802275167,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Turkistan,21.965194864383506,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Turkistan,3.315602943204784,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Shygys Kazakhstan,37.626530080736174,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Shygys Kazakhstan,13.845530572677026,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Shygys Kazakhstan,49.00830511907862,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Shygys Kazakhstan,55.21717741702116,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Shygys Kazakhstan,10.140347831119598,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Shygys Kazakhstan,12.04792082646063,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Shygys Kazakhstan,26.105275342188268,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Shygys Kazakhstan,25.83499725091877,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Shygys Kazakhstan,1.2339034059669531,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Nur-Sultan city,62.67474009698453,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Nur-Sultan city,63.8366594602975,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Nur-Sultan city,72.94683077665137,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Nur-Sultan city,74.28359790182685,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Nur-Sultan city,65.2819527824911,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Nur-Sultan city,65.5549909130843,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Nur-Sultan city,63.36810191126692,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Nur-Sultan city,58.99776918372797,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Nur-Sultan city,64.63510219550218,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Almaty city,21.8623153767004,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Almaty city,11.23619629416578,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Almaty city,48.6878883874679,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Almaty city,37.8381553468852,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Almaty city,16.510163902549685,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Almaty city,13.00363777779578,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Almaty city,26.55415751820914,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Almaty city,18.548615780987955,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Almaty city,10.334448702471908,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Shymkent city,23.720230855980365,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Shymkent city,19.774598471279365,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Shymkent city,51.11189733837501,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Shymkent city,39.75115907097421,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Shymkent city,21.798642283793647,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Shymkent city,16.871945691351744,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,Shymkent city,23.17257442746685,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,Shymkent city,26.322888795524403,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,Shymkent city,3.352276496473033,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,,28.201704482540368,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,,14.434301259259223,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,,48.37209853359246,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,,36.033462754574,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,,13.176397109029612,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,,13.317743006305047,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,,17.456380922469755,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,,19.20821364152841,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,,5.0200636219146695,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Akmola,41.1250214037299,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Akmola,17.669001151061295,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Akmola,47.95804302751663,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Akmola,39.78125657055126,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Akmola,19.0798770300112,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Akmola,12.763453571492215,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Akmola,20.2333478650796,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Akmola,30.07213389981539,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Akmola,2.072311648057483,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Aktobe,34.72024817265893,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Aktobe,10.469129328434626,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Aktobe,59.24463443110361,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Aktobe,35.45843838596979,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Aktobe,15.915010524852752,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Aktobe,14.639999666050752,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Aktobe,21.134236283689923,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Aktobe,15.94674632179388,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Aktobe,4.788873918107287,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Almaty,19.589286035517,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Almaty,13.36647321805262,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Almaty,50.72573097597637,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Almaty,36.79325154925666,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Almaty,14.135749908340248,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Almaty,7.465615637941358,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Almaty,24.1256791394728,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Almaty,8.417548019933644,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Almaty,1.3394958856948107,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Atyrau,22.99729154778996,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Atyrau,7.36612741724993,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Atyrau,62.49163043556072,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Atyrau,26.959575694368432,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Atyrau,9.098335606767272,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Atyrau,13.481825830239297,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Atyrau,7.579925301061804,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Atyrau,14.41130268603082,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Atyrau,5.057693721061271,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Batys Kazakhstan,23.977129458510444,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Batys Kazakhstan,11.49206491229658,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Batys Kazakhstan,69.87093887018294,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Batys Kazakhstan,28.48291711054373,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Batys Kazakhstan,7.4634854776372865,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Batys Kazakhstan,6.790436385658291,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Batys Kazakhstan,14.011138254107813,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Batys Kazakhstan,9.18297217417974,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Batys Kazakhstan,2.264292330589178,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Zhambyl,17.598876598401322,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Zhambyl,9.602037138064953,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Zhambyl,27.258003301295314,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Zhambyl,35.90499591176749,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Zhambyl,5.7563848760935175,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Zhambyl,12.516090562694597,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Zhambyl,12.496526689995497,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Zhambyl,13.026255176251675,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Zhambyl,2.524638512814696,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Karagandy,40.05462414057816,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Karagandy,19.50408248780032,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Karagandy,54.84562987683847,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Karagandy,37.80898966130549,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Karagandy,18.42483645392912,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Karagandy,13.622595652036653,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Karagandy,20.0404670408608,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Karagandy,25.83908727445892,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Karagandy,3.8375205447288097,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Kostanay,34.72770659984861,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Kostanay,17.666558550700103,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Kostanay,56.16529780630706,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Kostanay,36.43465095463901,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Kostanay,14.030330794221662,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Kostanay,14.247271786616386,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Kostanay,20.639476538686232,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Kostanay,24.952652413119445,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Kostanay,0.5345554443571868,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Kyzylorda,16.254029388312325,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Kyzylorda,17.359343497153663,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Kyzylorda,22.48704976977183,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Kyzylorda,37.34869988192548,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Kyzylorda,9.13060266340846,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Kyzylorda,13.83832092486142,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Kyzylorda,11.403218065473016,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Kyzylorda,17.945233165250947,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Kyzylorda,5.218487297787953,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Mangistau,31.965485069628187,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Mangistau,3.439062630202355,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Mangistau,50.05241834777591,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Mangistau,32.03393434013069,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Mangistau,4.658945775545845,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Mangistau,9.147764955068258,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Mangistau,6.553661781963008,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Mangistau,9.871495415585528,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Mangistau,2.160405656334809,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Pavlodar,26.851386845804576,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Pavlodar,20.42474602713396,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Pavlodar,52.27686663648549,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Pavlodar,22.7899799996238,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Pavlodar,9.80775312631678,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Pavlodar,11.46941959732706,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Pavlodar,9.48022138539246,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Pavlodar,17.951440479035575,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Pavlodar,3.0535358645790853,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Soltustik Kazakhstan,36.411772836636686,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Soltustik Kazakhstan,19.538956269242146,KAZ
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Soltustik Kazakhstan,53.45678662976876,KAZ
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Soltustik Kazakhstan,36.74036372796803,KAZ
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Soltustik Kazakhstan,16.159960443842223,KAZ
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Soltustik Kazakhstan,6.178121023254449,KAZ
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Soltustik Kazakhstan,14.507786841975392,KAZ
2016,Percent,Transferring files between computers and other devices,Age 15 years and older,Soltustik Kazakhstan,30.96465445162256,KAZ
2016,Percent,Development of computer programs using a special software language,Age 15 years and older,Soltustik Kazakhstan,0.9828917217290708,KAZ
2016,Percent,Copying or transferring a file or folder,Age 15 years and older,Turkistan,35.82127054951109,KAZ
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Turkistan,7.829861058283813,KAZ
