Year,UNIT_MEASURE,Value,M49_country_code
2015,Percent,4.0,KAZ
2016,Percent,3.5,KAZ
2017,Percent,1.4,KAZ
2018,Percent,0.9,KAZ
2019,Percent,1.8,KAZ
