Year,UNIT_MEASURE,Value,M49_country_code
2010,units,158,KAZ
2011,units,158,KAZ
2012,units,158,KAZ
2013,units,158,KAZ
2014,units,158,KAZ
2015,units,158,KAZ
2016,units,158,KAZ
2017,units,158,KAZ
2018,units,158,KAZ
2019,units,158,KAZ
2020,units,158,KAZ
