Year,UNIT_MEASURE,Regions,Value,M49_country_code
2014,thousand of tenge,,1070.2,KAZ
2014,thousand of tenge,Akmola,1075.3,KAZ
2014,thousand of tenge,Aktobe,1910.7,KAZ
2014,thousand of tenge,Almaty,893.4,KAZ
2014,thousand of tenge,Atyrau,4021.6,KAZ
2014,thousand of tenge,Batys Kazakhstan,768.5,KAZ
2014,thousand of tenge,Zhambyl,799.6,KAZ
2014,thousand of tenge,Karagandy,1569.7,KAZ
2014,thousand of tenge,Kostanay,886.7,KAZ
2014,thousand of tenge,Kyzylorda,1106.9,KAZ
2014,thousand of tenge,Mangistau,2917.5,KAZ
2014,thousand of tenge,Ontustik Kazakhstan,932.7,KAZ
2014,thousand of tenge,Pavlodar,753.0,KAZ
2014,thousand of tenge,Soltustik Kazakhstan,1567.0,KAZ
2014,thousand of tenge,Shygys Kazakhstan,1317.7,KAZ
2014,thousand of tenge,Nur-Sultan city,648.8,KAZ
2014,thousand of tenge,Almaty city,2416.8,KAZ
2015,thousand of tenge,,1242.3,KAZ
2015,thousand of tenge,Akmola,1216.0,KAZ
2015,thousand of tenge,Aktobe,1732.3,KAZ
2015,thousand of tenge,Almaty,1088.2,KAZ
2015,thousand of tenge,Atyrau,5158.1,KAZ
2015,thousand of tenge,Batys Kazakhstan,831.9,KAZ
2015,thousand of tenge,Zhambyl,824.5,KAZ
2015,thousand of tenge,Karagandy,1949.0,KAZ
2015,thousand of tenge,Kostanay,979.5,KAZ
2015,thousand of tenge,Kyzylorda,1394.6,KAZ
2015,thousand of tenge,Mangistau,3033.3,KAZ
2015,thousand of tenge,Ontustik Kazakhstan,2608.5,KAZ
2015,thousand of tenge,Pavlodar,884.5,KAZ
2015,thousand of tenge,Soltustik Kazakhstan,1709.7,KAZ
2015,thousand of tenge,Shygys Kazakhstan,1733.9,KAZ
2015,thousand of tenge,Nur-Sultan city,1533.5,KAZ
2015,thousand of tenge,Almaty city,2051.0,KAZ
2016,thousand of tenge,,1401.9,KAZ
2016,thousand of tenge,Akmola,1365.9,KAZ
2016,thousand of tenge,Aktobe,1964.8,KAZ
2016,thousand of tenge,Almaty,1135.9,KAZ
2016,thousand of tenge,Atyrau,5338.7,KAZ
2016,thousand of tenge,Batys Kazakhstan,993.5,KAZ
2016,thousand of tenge,Zhambyl,925.6,KAZ
2016,thousand of tenge,Karagandy,2176.8,KAZ
2016,thousand of tenge,Kostanay,1080.3,KAZ
2016,thousand of tenge,Kyzylorda,1174.7,KAZ
2016,thousand of tenge,Mangistau,3547.7,KAZ
2016,thousand of tenge,Ontustik Kazakhstan,1429.5,KAZ
2016,thousand of tenge,Pavlodar,1153.4,KAZ
2016,thousand of tenge,Soltustik Kazakhstan,1939.5,KAZ
2016,thousand of tenge,Shygys Kazakhstan,2032.7,KAZ
2016,thousand of tenge,Nur-Sultan city,1002.9,KAZ
2016,thousand of tenge,Almaty city,2231.0,KAZ
2017,thousand of tenge,,1735.9,KAZ
2017,thousand of tenge,Akmola,1657.0,KAZ
2017,thousand of tenge,Aktobe,2680.5,KAZ
2017,thousand of tenge,Almaty,1449.9,KAZ
2017,thousand of tenge,Atyrau,6407.0,KAZ
2017,thousand of tenge,Batys Kazakhstan,1106.0,KAZ
2017,thousand of tenge,Zhambyl,957.4,KAZ
2017,thousand of tenge,Karagandy,3118.7,KAZ
2017,thousand of tenge,Kostanay,1446.5,KAZ
2017,thousand of tenge,Kyzylorda,1649.7,KAZ
2017,thousand of tenge,Mangistau,6516.1,KAZ
2017,thousand of tenge,Ontustik Kazakhstan,1551.7,KAZ
2017,thousand of tenge,Pavlodar,1487.7,KAZ
2017,thousand of tenge,Soltustik Kazakhstan,2615.7,KAZ
2017,thousand of tenge,Shygys Kazakhstan,2550.6,KAZ
2017,thousand of tenge,Nur-Sultan city,3141.7,KAZ
2017,thousand of tenge,Almaty city,2276.6,KAZ
2018,thousand of tenge,,2076.6,KAZ
2018,thousand of tenge,Akmola,1921.8,KAZ
2018,thousand of tenge,Aktobe,4239.8,KAZ
2018,thousand of tenge,Almaty,2069.4,KAZ
2018,thousand of tenge,Atyrau,7037.0,KAZ
2018,thousand of tenge,Batys Kazakhstan,1105.7,KAZ
2018,thousand of tenge,Zhambyl,1024.7,KAZ
2018,thousand of tenge,Karagandy,3347.5,KAZ
2018,thousand of tenge,Kostanay,1780.1,KAZ
2018,thousand of tenge,Kyzylorda,2291.8,KAZ
2018,thousand of tenge,Mangistau,11807.3,KAZ
2018,thousand of tenge,Pavlodar,1757.4,KAZ
2018,thousand of tenge,Soltustik Kazakhstan,2781.3,KAZ
2018,thousand of tenge,Turkistan,1725.6,KAZ
2018,thousand of tenge,Shygys Kazakhstan,3077.7,KAZ
2018,thousand of tenge,Nur-Sultan city,2134.8,KAZ
2018,thousand of tenge,Almaty city,2245.8,KAZ
2018,thousand of tenge,Shymkent city,2034.2,KAZ
2019,thousand of tenge,,2466.0,KAZ
2019,thousand of tenge,Akmola,2323.2,KAZ
2019,thousand of tenge,Aktobe,4777.2,KAZ
2019,thousand of tenge,Almaty,2413.2,KAZ
2019,thousand of tenge,Atyrau,8201.8,KAZ
2019,thousand of tenge,Batys Kazakhstan,1892.5,KAZ
2019,thousand of tenge,Zhambyl,1219.8,KAZ
2019,thousand of tenge,Karagandy,3303.9,KAZ
2019,thousand of tenge,Kostanay,1890.4,KAZ
2019,thousand of tenge,Kyzylorda,3185.8,KAZ
2019,thousand of tenge,Mangistau,12231.8,KAZ
2019,thousand of tenge,Pavlodar,1926.5,KAZ
2019,thousand of tenge,Soltustik Kazakhstan,3546.2,KAZ
2019,thousand of tenge,Turkistan,2077.8,KAZ
2019,thousand of tenge,Shygys Kazakhstan,3487.2,KAZ
2019,thousand of tenge,Nur-Sultan city,1907.5,KAZ
2019,thousand of tenge,Almaty city,2354.1,KAZ
2019,thousand of tenge,Shymkent city,2786.8,KAZ
2020,thousand of tenge,,3004.8,KAZ
2020,thousand of tenge,Akmola,3186.1,KAZ
2020,thousand of tenge,Aktobe,4741.8,KAZ
2020,thousand of tenge,Almaty,2668.2,KAZ
2020,thousand of tenge,Atyrau,9633.3,KAZ
2020,thousand of tenge,Batys Kazakhstan,2368.2,KAZ
2020,thousand of tenge,Zhambyl,1542.6,KAZ
2020,thousand of tenge,Karagandy,3563.1,KAZ
2020,thousand of tenge,Kostanay,2571.1,KAZ
2020,thousand of tenge,Kyzylorda,3636.7,KAZ
2020,thousand of tenge,Mangistau,7302.7,KAZ
2020,thousand of tenge,Pavlodar,2513.3,KAZ
2020,thousand of tenge,Soltustik Kazakhstan,4583.6,KAZ
2020,thousand of tenge,Turkistan,2515.2,KAZ
2020,thousand of tenge,Shygys Kazakhstan,4246.1,KAZ
2020,thousand of tenge,Nur-Sultan city,1423.9,KAZ
2020,thousand of tenge,Almaty city,2659.1,KAZ
2020,thousand of tenge,Shymkent city,3496.3,KAZ
