Year,UNIT_MEASURE,Value,M49_country_code
2010,Percent,92.0,KAZ
2011,Percent,9.6,KAZ
2012,Percent,9.9,KAZ
2013,Percent,9.4,KAZ
2014,Percent,8.3,KAZ
2015,Percent,6.7,KAZ
2016,Percent,5.2,KAZ
2017,Percent,4.6,KAZ
2018,Percent,5.0,KAZ
2019,Percent,4.9,KAZ
2020,Percent,4.8,KAZ
2021,Percent,4.3,KAZ
