Year,UNIT_MEASURE,Value,M49_country_code
2014,persons,134752.0,KAZ
2015,persons,159480.0,KAZ
2016,persons,155870.0,KAZ
2017,persons,164105.0,KAZ
2018,persons,166695.0,KAZ
2019,persons,156114.0,KAZ
2020,persons,125770.0,KAZ
2021,persons,122337.0,KAZ
