Year,UNIT_MEASURE,Value,M49_country_code
2011,Percent,22.0,KAZ
2012,Percent,27.7,KAZ
2013,Percent,32.7,KAZ
2014,Percent,28.3,KAZ
2015,Percent,24.1,KAZ
2016,Percent,32.4,KAZ
2017,Percent,52.4,KAZ
2018,Percent,34.4,KAZ
2019,Percent,41.0,KAZ
2020,Percent,48.1,KAZ
2021,Percent,40.4,KAZ
