Year,UNIT_MEASURE,Value,M49_country_code
2016,Percent,73.0,KAZ
2017,Percent,70.1,KAZ
2018,Percent,69.0,KAZ
2019,Percent,62.6,KAZ
2020,Percent,64.9,KAZ
2021,Percent,55.0,KAZ
