Year,UNIT_MEASURE,Value,M49_country_code
2013,Percent,2.2,KAZ
2014,Percent,2.3,KAZ
2015,Percent,2.3,KAZ
2016,Percent,2.4,KAZ
2017,Percent,2.1,KAZ
2018,Percent,2.0,KAZ
2019,Percent,2.2,KAZ
2020,Percent,4.3,KAZ
